"","game","date","visitor","hometeam","foul.num","foul.home","foul.vis","foul.diff","score.diff","lead.vis","lead.home","previous.foul.home","previous.foul.vis","foul.type","offensive","personal","shooting","time"
"2707",186,20100112,"MD","WF",17,0,1,0,1,0,1,1,0,"Shooting",0,0,1,3.26666666666667
"2708",186,20100112,"MD","WF",18,1,0,-1,3,0,1,0,1,"Personal",0,1,0,2.16666666666667
"2709",186,20100112,"MD","WF",19,1,0,0,5,0,1,1,0,"Shooting",0,0,1,1.08333333333333
"2710",186,20100112,"MD","WF",20,1,0,1,3,0,1,1,0,"Shooting",0,0,1,0.683333333333333
"2711",186,20100112,"MD","WF",21,0,1,2,1,0,1,1,0,"Shooting",0,0,1,0.0833333333333333
"2712",187,20100112,"NCST","FLST",1,0,1,0,0,0,0,0,0,"Shooting",0,0,1,19.5833333333333
"2713",187,20100112,"NCST","FLST",2,0,1,-1,1,0,1,0,1,"Shooting",0,0,1,18.25
"2714",187,20100112,"NCST","FLST",3,1,0,-2,4,0,1,0,1,"Personal",0,1,0,15.8333333333333
"2715",187,20100112,"NCST","FLST",4,1,0,-1,1,0,1,1,0,"Shooting",0,0,1,14.4833333333333
"2716",187,20100112,"NCST","FLST",5,1,0,0,-6,1,0,1,0,"Shooting",0,0,1,12.1666666666667
"2717",187,20100112,"NCST","FLST",6,0,1,1,-7,1,0,1,0,"Shooting",0,0,1,10.1333333333333
"2718",187,20100112,"NCST","FLST",7,0,1,0,-8,1,0,0,1,"Personal",0,1,0,9.06666666666667
"2719",187,20100112,"NCST","FLST",8,0,1,-1,-8,1,0,0,1,"Personal",0,1,0,9.03333333333333
"2720",187,20100112,"NCST","FLST",9,0,1,-2,-7,1,0,0,1,"Personal",0,1,0,7.46666666666667
"2721",187,20100112,"NCST","FLST",10,0,1,-3,-8,1,0,0,1,"Shooting",0,0,1,6.11666666666667
"2722",187,20100112,"NCST","FLST",11,0,1,-4,-9,1,0,0,1,"Shooting",0,0,1,5.48333333333333
"2723",187,20100112,"NCST","FLST",12,1,0,-5,-5,1,0,0,1,"Personal",0,1,0,4.76666666666667
"2724",187,20100112,"NCST","FLST",13,1,0,-4,-5,1,0,1,0,"Shooting",0,0,1,4.66666666666667
"2725",187,20100112,"NCST","FLST",14,0,1,-3,-7,1,0,1,0,"Personal",0,1,0,4.66666666666667
"2726",187,20100112,"NCST","FLST",15,0,1,-4,-7,1,0,0,1,"Offensive",1,0,0,4.21666666666667
"2727",187,20100112,"NCST","FLST",16,1,0,-5,-7,1,0,0,1,"Personal",0,1,0,2.38333333333333
"2728",187,20100112,"NCST","FLST",17,0,1,-4,-5,1,0,1,0,"Offensive",1,0,0,1.85
"2729",187,20100112,"NCST","FLST",18,0,1,-5,-5,1,0,0,1,"Shooting",0,0,1,1.58333333333333
"2730",187,20100112,"NCST","FLST",19,1,0,-6,-8,1,0,0,1,"Shooting",0,0,1,0.216666666666667
"2731",188,20100110,"VATECH","NC",1,0,1,0,-1,1,0,0,0,"Shooting",0,0,1,16.75
"2732",188,20100110,"VATECH","NC",2,1,0,-1,-1,1,0,0,1,"Personal",0,1,0,16.5833333333333
"2733",188,20100110,"VATECH","NC",3,1,0,0,-1,1,0,1,0,"Personal",0,1,0,16.5666666666667
"2734",188,20100110,"VATECH","NC",4,0,1,1,-3,1,0,1,0,"Shooting",0,0,1,16
"2735",188,20100110,"VATECH","NC",5,0,1,0,-3,1,0,0,1,"Shooting",0,0,1,15.4666666666667
"2736",188,20100110,"VATECH","NC",6,1,0,-1,-1,1,0,0,1,"Personal",0,1,0,14.9833333333333
"2737",188,20100110,"VATECH","NC",7,0,1,0,-3,1,0,1,0,"Personal",0,1,0,13.45
"2738",188,20100110,"VATECH","NC",8,0,1,-1,-3,1,0,0,1,"Personal",0,1,0,12.4
"2739",188,20100110,"VATECH","NC",9,1,0,-2,-3,1,0,0,1,"Personal",0,1,0,12.0166666666667
"2740",188,20100110,"VATECH","NC",10,1,0,-1,-5,1,0,1,0,"Shooting",0,0,1,10.4666666666667
"2741",188,20100110,"VATECH","NC",11,0,1,0,-3,1,0,1,0,"Shooting",0,0,1,10.1833333333333
"2742",188,20100110,"VATECH","NC",12,0,1,-1,-7,1,0,0,1,"Shooting",0,0,1,8.88333333333333
"2743",188,20100110,"VATECH","NC",13,1,0,-2,-4,1,0,0,1,"Personal",0,1,0,7.73333333333333
"2744",188,20100110,"VATECH","NC",14,0,1,-1,-5,1,0,1,0,"Shooting",0,0,1,6.33333333333333
"2745",188,20100110,"VATECH","NC",15,0,1,-2,-3,1,0,0,1,"Shooting",0,0,1,5.01666666666667
"2746",188,20100110,"VATECH","NC",16,1,0,-3,-2,1,0,0,1,"Shooting",0,0,1,4.7
"2747",188,20100110,"VATECH","NC",17,1,0,-2,-4,1,0,1,0,"Personal",0,1,0,4.36666666666667
"2748",188,20100110,"VATECH","NC",18,1,0,-1,-4,1,0,1,0,"Personal",0,1,0,2.01666666666667
"2749",188,20100110,"VATECH","NC",19,1,0,0,-5,1,0,1,0,"Personal",0,1,0,1.11666666666667
"2750",188,20100110,"VATECH","NC",20,1,0,1,-4,1,0,1,0,"Shooting",0,0,1,0.316666666666667
"2751",189,20100110,"FLST","MD",1,1,0,0,-2,1,0,0,0,"Shooting",0,0,1,19.5666666666667
"2752",189,20100110,"FLST","MD",2,0,1,1,-1,1,0,1,0,"Personal",0,1,0,19.0833333333333
"2753",189,20100110,"FLST","MD",3,0,1,0,1,0,1,0,1,"Personal",0,1,0,18.35
"2754",189,20100110,"FLST","MD",4,1,0,-1,1,0,1,0,1,"Offensive",1,0,0,18.1
"2755",189,20100110,"FLST","MD",5,0,1,0,-1,1,0,1,0,"Shooting",0,0,1,17.4833333333333
"2756",189,20100110,"FLST","MD",6,0,1,-1,2,0,1,0,1,"Offensive",1,0,0,16.5
"2757",189,20100110,"FLST","MD",7,1,0,-2,4,0,1,0,1,"Shooting",0,0,1,15.1833333333333
"2758",189,20100110,"FLST","MD",8,1,0,-1,6,0,1,1,0,"Personal",0,1,0,13.6166666666667
"2759",189,20100110,"FLST","MD",9,0,1,0,7,0,1,1,0,"Offensive",1,0,0,12.2
"2760",189,20100110,"FLST","MD",10,0,1,-1,9,0,1,0,1,"Personal",0,1,0,7.25
"2761",189,20100110,"FLST","MD",11,1,0,-2,10,0,1,0,1,"Personal",0,1,0,4.28333333333333
"2762",189,20100110,"FLST","MD",12,0,1,-1,12,0,1,1,0,"Shooting",0,0,1,2.13333333333333
"2763",190,20100109,"BC","CLEM",1,1,0,0,4,0,1,0,0,"Shooting",0,0,1,17.3333333333333
"2764",190,20100109,"BC","CLEM",2,1,0,1,4,0,1,1,0,"Personal",0,1,0,14.4833333333333
"2765",190,20100109,"BC","CLEM",3,0,1,2,6,0,1,1,0,"Personal",0,1,0,12.9166666666667
"2766",190,20100109,"BC","CLEM",4,1,0,1,8,0,1,0,1,"Personal",0,1,0,11.4166666666667
"2767",190,20100109,"BC","CLEM",5,1,0,2,8,0,1,1,0,"Personal",0,1,0,9.83333333333333
"2768",190,20100109,"BC","CLEM",6,1,0,3,8,0,1,1,0,"Shooting",0,0,1,8.15
"2769",190,20100109,"BC","CLEM",7,0,1,4,6,0,1,1,0,"Shooting",0,0,1,7.65
"2770",190,20100109,"BC","CLEM",8,0,1,3,4,0,1,0,1,"Shooting",0,0,1,6.3
"2771",190,20100109,"BC","CLEM",9,0,1,2,5,0,1,0,1,"Shooting",0,0,1,5.15
"2772",190,20100109,"BC","CLEM",10,0,1,1,7,0,1,0,1,"Personal",0,1,0,4.78333333333333
"2773",190,20100109,"BC","CLEM",11,0,1,0,10,0,1,0,1,"Offensive",1,0,0,4.45
"2774",190,20100109,"BC","CLEM",12,1,0,-1,14,0,1,0,1,"Personal",0,1,0,2.15
"2775",190,20100109,"BC","CLEM",13,0,1,0,14,0,1,1,0,"Personal",0,1,0,1.9
"2776",191,20100109,"DUKE","GATECH",1,1,0,0,-6,1,0,0,0,"Shooting",0,0,1,16.4666666666667
"2777",191,20100109,"DUKE","GATECH",2,0,1,1,-7,1,0,1,0,"Shooting",0,0,1,15.0166666666667
"2778",191,20100109,"DUKE","GATECH",3,0,1,0,-3,1,0,0,1,"Shooting",0,0,1,12.8333333333333
"2779",191,20100109,"DUKE","GATECH",4,0,1,-1,-2,1,0,0,1,"Personal",0,1,0,12.15
"2780",191,20100109,"DUKE","GATECH",5,1,0,-2,1,0,1,0,1,"Personal",0,1,0,11.35
"2781",191,20100109,"DUKE","GATECH",6,1,0,-1,3,0,1,1,0,"Personal",0,1,0,10.35
"2782",191,20100109,"DUKE","GATECH",7,1,0,0,3,0,1,1,0,"Personal",0,1,0,10.35
"2783",191,20100109,"DUKE","GATECH",8,0,1,1,3,0,1,1,0,"Personal",0,1,0,10.1
"2784",191,20100109,"DUKE","GATECH",9,0,1,0,1,0,1,0,1,"Offensive",1,0,0,8.08333333333333
"2785",191,20100109,"DUKE","GATECH",10,1,0,-1,1,0,1,0,1,"Offensive",1,0,0,7.26666666666667
"2786",191,20100109,"DUKE","GATECH",11,0,1,0,1,0,1,1,0,"Personal",0,1,0,7.13333333333333
"2787",191,20100109,"DUKE","GATECH",12,1,0,-1,-4,1,0,0,1,"Personal",0,1,0,4.9
"2788",191,20100109,"DUKE","GATECH",13,0,1,0,-4,1,0,1,0,"Personal",0,1,0,4.53333333333333
"2789",191,20100109,"DUKE","GATECH",14,0,1,-1,-4,1,0,0,1,"Personal",0,1,0,4.08333333333333
"2790",191,20100109,"DUKE","GATECH",15,1,0,-2,-2,1,0,0,1,"Personal",0,1,0,3.75
"2791",191,20100109,"DUKE","GATECH",16,0,1,-1,-2,1,0,1,0,"Personal",0,1,0,3.4
"2792",191,20100109,"DUKE","GATECH",17,1,0,-2,-4,1,0,0,1,"Shooting",0,0,1,3.13333333333333
"2793",191,20100109,"DUKE","GATECH",18,0,1,-1,-4,1,0,1,0,"Offensive",1,0,0,2.96666666666667
"2794",191,20100109,"DUKE","GATECH",19,1,0,-2,-4,1,0,0,1,"Offensive",1,0,0,2.15
"2795",191,20100109,"DUKE","GATECH",20,1,0,-1,-4,1,0,1,0,"Personal",0,1,0,1.65
"2796",191,20100109,"DUKE","GATECH",21,1,0,0,-4,1,0,1,0,"Shooting",0,0,1,0.533333333333333
"2797",191,20100109,"DUKE","GATECH",22,0,1,1,-7,1,0,1,0,"Shooting",0,0,1,0.0666666666666667
"2798",192,20100109,"VA","NCST",1,0,1,0,0,0,0,0,0,"Shooting",0,0,1,18.1833333333333
"2799",192,20100109,"VA","NCST",2,1,0,-1,0,0,0,0,1,"Shooting",0,0,1,14.9833333333333
"2800",192,20100109,"VA","NCST",3,0,1,0,-2,1,0,1,0,"Shooting",0,0,1,14.1
"2801",192,20100109,"VA","NCST",4,0,1,-1,-1,1,0,0,1,"Shooting",0,0,1,12.9333333333333
"2802",192,20100109,"VA","NCST",5,1,0,-2,-1,1,0,0,1,"Personal",0,1,0,10.4
"2803",192,20100109,"VA","NCST",6,1,0,-1,-3,1,0,1,0,"Offensive",1,0,0,9.85
"2804",192,20100109,"VA","NCST",7,0,1,0,-5,1,0,1,0,"Shooting",0,0,1,8.51666666666667
"2805",192,20100109,"VA","NCST",8,1,0,-1,-4,1,0,0,1,"Personal",0,1,0,7.11666666666667
"2806",192,20100109,"VA","NCST",9,0,1,0,-2,1,0,1,0,"Personal",0,1,0,5.35
"2807",192,20100109,"VA","NCST",10,1,0,-1,1,0,1,0,1,"Personal",0,1,0,2.61666666666667
"2808",192,20100109,"VA","NCST",11,0,1,0,1,0,1,1,0,"Shooting",0,0,1,2.45
"2809",193,20100103,"CLEM","DUKE",1,0,1,0,0,0,0,0,0,"Personal",0,1,0,19.6166666666667
"2810",193,20100103,"CLEM","DUKE",2,1,0,-1,0,0,0,0,1,"Offensive",1,0,0,17.5833333333333
"2811",193,20100103,"CLEM","DUKE",3,0,1,0,0,0,0,1,0,"Shooting",0,0,1,17.05
"2812",193,20100103,"CLEM","DUKE",4,1,0,-1,8,0,1,0,1,"Shooting",0,0,1,11.4833333333333
"2813",193,20100103,"CLEM","DUKE",5,0,1,0,6,0,1,1,0,"Offensive",1,0,0,11.05
"2814",193,20100103,"CLEM","DUKE",6,0,1,-1,6,0,1,0,1,"Shooting",0,0,1,10.3666666666667
"2815",193,20100103,"CLEM","DUKE",7,0,1,-2,6,0,1,0,1,"Personal",0,1,0,8.4
"2816",193,20100103,"CLEM","DUKE",8,1,0,-3,6,0,1,0,1,"Personal",0,1,0,8.08333333333333
"2817",193,20100103,"CLEM","DUKE",9,0,1,-2,6,0,1,1,0,"Personal",0,1,0,7.58333333333333
"2818",193,20100103,"CLEM","DUKE",10,0,1,-3,6,0,1,0,1,"Shooting",0,0,1,7.5
"2819",193,20100103,"CLEM","DUKE",11,0,1,-4,7,0,1,0,1,"Offensive",1,0,0,5.53333333333333
"2820",193,20100103,"CLEM","DUKE",12,1,0,-5,7,0,1,0,1,"Personal",0,1,0,4.51666666666667
"2821",193,20100103,"CLEM","DUKE",13,0,1,-4,12,0,1,1,0,"Shooting",0,0,1,2.8
"2822",193,20100103,"CLEM","DUKE",14,0,1,-5,13,0,1,0,1,"Shooting",0,0,1,2.6
"2823",193,20100103,"CLEM","DUKE",15,1,0,-6,13,0,1,0,1,"Personal",0,1,0,2.1
"2824",193,20100103,"CLEM","DUKE",16,0,1,-5,15,0,1,1,0,"Shooting",0,0,1,1.03333333333333
"2825",193,20100103,"CLEM","DUKE",17,0,1,-6,17,0,1,0,1,"Personal",0,1,0,0.266666666666667
"2826",194,20091220,"NCST","WF",1,0,1,0,0,0,0,0,0,"Personal",0,1,0,18.9166666666667
"2827",194,20091220,"NCST","WF",2,1,0,-1,2,0,1,0,1,"Personal",0,1,0,18.4666666666667
"2828",194,20091220,"NCST","WF",3,0,1,0,0,0,0,1,0,"Personal",0,1,0,17
"2829",194,20091220,"NCST","WF",4,1,0,-1,0,0,0,0,1,"Offensive",1,0,0,16.9333333333333
"2830",194,20091220,"NCST","WF",5,0,1,0,0,0,0,1,0,"Offensive",1,0,0,14.8666666666667
"2831",194,20091220,"NCST","WF",6,1,0,-1,5,0,1,0,1,"Personal",0,1,0,12.4166666666667
"2832",194,20091220,"NCST","WF",7,0,1,0,5,0,1,1,0,"Personal",0,1,0,12.1666666666667
"2833",194,20091220,"NCST","WF",8,0,1,-1,5,0,1,0,1,"Personal",0,1,0,11.7166666666667
"2834",194,20091220,"NCST","WF",9,1,0,-2,5,0,1,0,1,"Personal",0,1,0,10.6166666666667
"2835",194,20091220,"NCST","WF",10,0,1,-1,5,0,1,1,0,"Personal",0,1,0,10.4333333333333
"2836",194,20091220,"NCST","WF",11,1,0,-2,11,0,1,0,1,"Personal",0,1,0,8.95
"2837",194,20091220,"NCST","WF",12,0,1,-1,11,0,1,1,0,"Personal",0,1,0,8.55
"2838",194,20091220,"NCST","WF",13,0,1,-2,13,0,1,0,1,"Personal",0,1,0,8.18333333333333
"2839",194,20091220,"NCST","WF",14,0,1,-3,13,0,1,0,1,"Offensive",1,0,0,7.23333333333333
"2840",194,20091220,"NCST","WF",15,1,0,-4,11,0,1,0,1,"Personal",0,1,0,6.25
"2841",194,20091220,"NCST","WF",16,0,1,-3,9,0,1,1,0,"Personal",0,1,0,3.83333333333333
"2842",194,20091220,"NCST","WF",17,1,0,-4,9,0,1,0,1,"Personal",0,1,0,2.11666666666667
"2843",194,20091220,"NCST","WF",18,0,1,-3,7,0,1,1,0,"Personal",0,1,0,0.966666666666667
"2844",195,20091220,"FLST","GATECH",1,1,0,0,0,0,0,0,0,"Offensive",1,0,0,19.2
"2845",195,20091220,"FLST","GATECH",2,1,0,1,1,0,1,1,0,"Shooting",0,0,1,17.8166666666667
"2846",195,20091220,"FLST","GATECH",3,0,1,2,-1,1,0,1,0,"Shooting",0,0,1,17.4833333333333
"2847",195,20091220,"FLST","GATECH",4,0,1,1,0,0,0,0,1,"Offensive",1,0,0,12.2166666666667
"2848",195,20091220,"FLST","GATECH",5,0,1,0,3,0,1,0,1,"Offensive",1,0,0,8.85
"2849",195,20091220,"FLST","GATECH",6,1,0,-1,3,0,1,0,1,"Shooting",0,0,1,8.41666666666667
"2850",195,20091220,"FLST","GATECH",7,1,0,0,-2,1,0,1,0,"Shooting",0,0,1,7.66666666666667
"2851",195,20091220,"FLST","GATECH",8,1,0,1,-2,1,0,1,0,"Shooting",0,0,1,4.08333333333333
"2852",195,20091220,"FLST","GATECH",9,0,1,2,-3,1,0,1,0,"Personal",0,1,0,3.36666666666667
"2853",195,20091220,"FLST","GATECH",10,1,0,1,0,0,0,0,1,"Shooting",0,0,1,2.85
"2854",195,20091220,"FLST","GATECH",11,0,1,2,-1,1,0,1,0,"Personal",0,1,0,2.01666666666667
"2855",195,20091220,"FLST","GATECH",12,0,1,1,-6,1,0,0,1,"Shooting",0,0,1,0.266666666666667
"2856",196,20091206,"MIA","BC",1,0,1,0,0,0,0,0,0,"Personal",0,1,0,18.2166666666667
"2857",196,20091206,"MIA","BC",2,1,0,-1,-6,1,0,0,1,"Shooting",0,0,1,15.9666666666667
"2858",196,20091206,"MIA","BC",3,1,0,0,-4,1,0,1,0,"Shooting",0,0,1,15.2
"2859",196,20091206,"MIA","BC",4,0,1,1,-4,1,0,1,0,"Personal",0,1,0,14.5333333333333
"2860",196,20091206,"MIA","BC",5,0,1,0,-6,1,0,0,1,"Personal",0,1,0,13.4833333333333
"2861",196,20091206,"MIA","BC",6,0,1,-1,-6,1,0,0,1,"Shooting",0,0,1,12.6833333333333
"2862",196,20091206,"MIA","BC",7,0,1,-2,-4,1,0,0,1,"Personal",0,1,0,11.8666666666667
"2863",196,20091206,"MIA","BC",8,0,1,-3,-5,1,0,0,1,"Shooting",0,0,1,10.75
"2864",196,20091206,"MIA","BC",9,0,1,-4,0,0,0,0,1,"Shooting",0,0,1,9.71666666666667
"2865",196,20091206,"MIA","BC",10,0,1,-5,-2,1,0,0,1,"Shooting",0,0,1,4.13333333333333
"2866",196,20091206,"MIA","BC",11,0,1,-6,0,0,0,0,1,"Personal",0,1,0,2.38333333333333
"2867",196,20091206,"MIA","BC",12,0,1,-7,1,0,1,0,1,"Personal",0,1,0,1.85
"2868",196,20091206,"MIA","BC",13,1,0,-8,6,0,1,0,1,"Personal",0,1,0,0.55
"2869",197,20100306,"SETON","PROV",1,0,1,0,-3,1,0,0,0,"Shooting",0,0,1,18.85
"2870",197,20100306,"SETON","PROV",2,0,1,-1,-1,1,0,0,1,"Shooting",0,0,1,16.8833333333333
"2871",197,20100306,"SETON","PROV",3,0,1,-2,-6,1,0,0,1,"Shooting",0,0,1,14.4666666666667
"2872",197,20100306,"SETON","PROV",4,0,1,-3,-4,1,0,0,1,"Personal",0,1,0,14.1166666666667
"2873",197,20100306,"SETON","PROV",5,1,0,-4,-5,1,0,0,1,"Personal",0,1,0,13.3
"2874",197,20100306,"SETON","PROV",6,1,0,-3,-5,1,0,1,0,"Personal",0,1,0,13.0333333333333
"2875",197,20100306,"SETON","PROV",7,0,1,-2,-5,1,0,1,0,"Shooting",0,0,1,12.6833333333333
"2876",197,20100306,"SETON","PROV",8,1,0,-3,-5,1,0,0,1,"Personal",0,1,0,12.4333333333333
"2877",197,20100306,"SETON","PROV",9,0,1,-2,-5,1,0,1,0,"Shooting",0,0,1,11.8
"2878",197,20100306,"SETON","PROV",10,0,1,-3,-6,1,0,0,1,"Personal",0,1,0,11.4166666666667
"2879",197,20100306,"SETON","PROV",11,1,0,-4,-2,1,0,0,1,"Shooting",0,0,1,10.1333333333333
"2880",197,20100306,"SETON","PROV",12,1,0,-3,-1,1,0,1,0,"Shooting",0,0,1,9.01666666666667
"2881",197,20100306,"SETON","PROV",13,1,0,-2,-3,1,0,1,0,"Shooting",0,0,1,8.15
"2882",197,20100306,"SETON","PROV",14,0,1,-1,-4,1,0,1,0,"Personal",0,1,0,7.65
"2883",197,20100306,"SETON","PROV",15,1,0,-2,-4,1,0,0,1,"Personal",0,1,0,6.06666666666667
"2884",197,20100306,"SETON","PROV",16,1,0,-1,-8,1,0,1,0,"Offensive",1,0,0,5.55
"2885",197,20100306,"SETON","PROV",17,0,1,0,-11,1,0,1,0,"Personal",0,1,0,4.08333333333333
"2886",197,20100306,"SETON","PROV",18,1,0,-1,-9,1,0,0,1,"Offensive",1,0,0,1.25
"2887",197,20100306,"SETON","PROV",19,0,1,0,-9,1,0,1,0,"Offensive",1,0,0,1.01666666666667
"2888",198,20100306,"RUT","PITT",1,0,1,0,2,0,1,0,0,"Personal",0,1,0,17.6
"2889",198,20100306,"RUT","PITT",2,0,1,-1,5,0,1,0,1,"Personal",0,1,0,14.7
"2890",198,20100306,"RUT","PITT",3,0,1,-2,7,0,1,0,1,"Personal",0,1,0,14.3666666666667
"2891",198,20100306,"RUT","PITT",4,1,0,-3,9,0,1,0,1,"Shooting",0,0,1,13.6833333333333
"2892",198,20100306,"RUT","PITT",5,1,0,-2,9,0,1,1,0,"Personal",0,1,0,13.5333333333333
"2893",198,20100306,"RUT","PITT",6,1,0,-1,13,0,1,1,0,"Shooting",0,0,1,11.0666666666667
"2894",198,20100306,"RUT","PITT",7,0,1,0,13,0,1,1,0,"Personal",0,1,0,10.3
"2895",198,20100306,"RUT","PITT",8,0,1,-1,13,0,1,0,1,"Shooting",0,0,1,9.91666666666667
"2896",198,20100306,"RUT","PITT",9,1,0,-2,17,0,1,0,1,"Personal",0,1,0,7.5
"2897",198,20100306,"RUT","PITT",10,0,1,-1,17,0,1,1,0,"Shooting",0,0,1,7.3
"2898",198,20100306,"RUT","PITT",11,1,0,-2,21,0,1,0,1,"Personal",0,1,0,4.11666666666667
"2899",198,20100306,"RUT","PITT",12,0,1,-1,21,0,1,1,0,"Offensive",1,0,0,3.95
"2900",198,20100306,"RUT","PITT",13,0,1,-2,21,0,1,0,1,"Shooting",0,0,1,3.66666666666667
"2901",198,20100306,"RUT","PITT",14,1,0,-3,22,0,1,0,1,"Shooting",0,0,1,2.56666666666667
"2902",199,20100306,"SYR","LOU",1,1,0,0,0,0,0,0,0,"Personal",0,1,0,18.0833333333333
"2903",199,20100306,"SYR","LOU",2,1,0,1,4,0,1,1,0,"Shooting",0,0,1,16.0833333333333
"2904",199,20100306,"SYR","LOU",3,1,0,2,2,0,1,1,0,"Shooting",0,0,1,15.4333333333333
"2905",199,20100306,"SYR","LOU",4,0,1,3,-1,1,0,1,0,"Personal",0,1,0,14.2333333333333
"2906",199,20100306,"SYR","LOU",5,0,1,2,-1,1,0,0,1,"Offensive",1,0,0,12.3833333333333
"2907",199,20100306,"SYR","LOU",6,0,1,1,1,0,1,0,1,"Shooting",0,0,1,11.8833333333333
"2908",199,20100306,"SYR","LOU",7,1,0,0,4,0,1,0,1,"Shooting",0,0,1,10.8833333333333
"2909",200,20100306,"ND","MARQET",1,0,1,0,0,0,0,0,0,"Personal",0,1,0,17.7833333333333
"2910",200,20100306,"ND","MARQET",2,1,0,-1,4,0,1,0,1,"Personal",0,1,0,16.6166666666667
"2911",200,20100306,"ND","MARQET",3,1,0,0,4,0,1,1,0,"Shooting",0,0,1,16.4666666666667
"2912",200,20100306,"ND","MARQET",4,0,1,1,4,0,1,1,0,"Shooting",0,0,1,15.2
"2913",200,20100306,"ND","MARQET",5,0,1,0,8,0,1,0,1,"Shooting",0,0,1,11.6
"2914",200,20100306,"ND","MARQET",6,1,0,-1,11,0,1,0,1,"Personal",0,1,0,9.15
"2915",200,20100306,"ND","MARQET",7,1,0,0,4,0,1,1,0,"Personal",0,1,0,4.68333333333333
"2916",200,20100306,"ND","MARQET",8,1,0,1,2,0,1,1,0,"Shooting",0,0,1,4.1
"2917",200,20100306,"ND","MARQET",9,1,0,2,6,0,1,1,0,"Personal",0,1,0,2.11666666666667
"2918",200,20100306,"ND","MARQET",10,1,0,3,4,0,1,1,0,"Shooting",0,0,1,0.966666666666667
"2919",200,20100306,"ND","MARQET",12,0,1,5,0,0,0,1,0,"Shooting",0,0,1,0.533333333333333
"2920",201,20100306,"CT","SFL",1,1,0,0,-2,1,0,0,0,"Personal",0,1,0,18.8166666666667
"2921",201,20100306,"CT","SFL",2,0,1,1,-2,1,0,1,0,"Shooting",0,0,1,18.45
"2922",201,20100306,"CT","SFL",3,0,1,0,-2,1,0,0,1,"Shooting",0,0,1,15.6
"2923",201,20100306,"CT","SFL",4,0,1,-1,1,0,1,0,1,"Personal",0,1,0,14.5166666666667
"2924",201,20100306,"CT","SFL",5,0,1,-2,-1,1,0,0,1,"Personal",0,1,0,13
"2925",201,20100306,"CT","SFL",6,1,0,-3,0,0,0,0,1,"Personal",0,1,0,10.4166666666667
"2926",201,20100306,"CT","SFL",7,1,0,-2,0,0,0,1,0,"Personal",0,1,0,10.2
"2927",201,20100306,"CT","SFL",8,1,0,-1,0,0,0,1,0,"Personal",0,1,0,9.61666666666667
"2928",201,20100306,"CT","SFL",9,1,0,0,3,0,1,1,0,"Personal",0,1,0,7.38333333333333
"2929",201,20100306,"CT","SFL",10,0,1,1,0,0,0,1,0,"Offensive",1,0,0,0.983333333333333
"2930",202,20100306,"CIN","GTOWN",1,0,1,0,-2,1,0,0,0,"Offensive",1,0,0,19.0833333333333
"2931",202,20100306,"CIN","GTOWN",2,1,0,-1,0,0,0,0,1,"Shooting",0,0,1,18.25
"2932",202,20100306,"CIN","GTOWN",3,1,0,0,0,0,0,1,0,"Shooting",0,0,1,13.9833333333333
"2933",202,20100306,"CIN","GTOWN",4,0,1,1,-3,1,0,1,0,"Shooting",0,0,1,8.9
"2934",202,20100306,"CIN","GTOWN",5,0,1,0,0,0,0,0,1,"Personal",0,1,0,5.26666666666667
"2935",202,20100306,"CIN","GTOWN",6,0,1,-1,0,0,0,0,1,"Personal",0,1,0,5
"2936",202,20100306,"CIN","GTOWN",7,1,0,-2,4,0,1,0,1,"Shooting",0,0,1,2.63333333333333
"2937",202,20100306,"CIN","GTOWN",8,0,1,-1,2,0,1,1,0,"Personal",0,1,0,2.36666666666667
"2938",203,20100306,"WV","NOVA",1,1,0,0,0,0,0,0,0,"Offensive",1,0,0,19.5
"2939",203,20100306,"WV","NOVA",2,1,0,1,4,0,1,1,0,"Personal",0,1,0,18.0166666666667
"2940",203,20100306,"WV","NOVA",3,0,1,2,4,0,1,1,0,"Personal",0,1,0,15.9
"2941",203,20100306,"WV","NOVA",4,0,1,1,6,0,1,0,1,"Personal",0,1,0,15.5166666666667
"2942",203,20100306,"WV","NOVA",5,0,1,0,8,0,1,0,1,"Shooting",0,0,1,13.7
"2943",203,20100306,"WV","NOVA",6,1,0,-1,8,0,1,0,1,"Offensive",1,0,0,12.7833333333333
"2944",203,20100306,"WV","NOVA",7,1,0,0,8,0,1,1,0,"Shooting",0,0,1,12.45
"2945",203,20100306,"WV","NOVA",8,0,1,1,11,0,1,1,0,"Shooting",0,0,1,11.4833333333333
"2946",203,20100306,"WV","NOVA",9,1,0,0,12,0,1,0,1,"Shooting",0,0,1,9.98333333333333
"2947",203,20100306,"WV","NOVA",10,1,0,1,12,0,1,1,0,"Personal",0,1,0,9.28333333333333
"2948",203,20100306,"WV","NOVA",11,0,1,2,9,0,1,1,0,"Personal",0,1,0,8.46666666666667
"2949",203,20100306,"WV","NOVA",12,1,0,1,12,0,1,0,1,"Personal",0,1,0,7.95
"2950",203,20100306,"WV","NOVA",13,0,1,2,9,0,1,1,0,"Personal",0,1,0,5.51666666666667
"2951",203,20100306,"WV","NOVA",14,0,1,1,9,0,1,0,1,"Personal",0,1,0,5.1
"2952",203,20100306,"WV","NOVA",15,1,0,0,7,0,1,0,1,"Shooting",0,0,1,4.15
"2953",203,20100306,"WV","NOVA",16,1,0,1,6,0,1,1,0,"Shooting",0,0,1,3.68333333333333
