"","schoolid","schoolName","urban","charter","schPctnonw","schPctsped","schPctfree","MathAvgScore.0","MathAvgScore.1","MathAvgScore.2"
"1090","Dtype 1 Dnum 625 Snum 563","SHERIDAN ELEMENTARY",1,0,0.658536585,0.12195122,0.829268293,655,654.6,645.4
"1093","Dtype 1 Dnum 625 Snum 578","OBAMA SERVICE LEARNING ELEMENTARY",1,0,0.967391304,0.130434783,0.945652174,643.5,638.4,642.7
"1096","Dtype 1 Dnum 625 Snum 579","AMERICAN INDIAN/MOUNDS PARK",1,0,0.868421053,0.342105263,1,640.9,650,646.1
"1099","Dtype 1 Dnum 628 Snum 11","RED LAKE COUNTY CENTRAL ELEMENTARY",0,0,0.029411765,0.147058824,0.676470588,653.1,657.1,656.4
"1102","Dtype 1 Dnum 630 Snum 10","J.A. HUGHES ELEMENTARY",0,0,0.166666667,0.083333333,0.416666667,656,647.2,653.1
"1105","Dtype 1 Dnum 635 Snum 1","MILROY ELEMENTARY",0,0,0,0.2,0.2,660.2,647.4,NA
"1107","Dtype 1 Dnum 640 Snum 10","WABASSO ELEMENTARY",0,0,0,0.125,0.416666667,653.6,656.1,661.8
"1110","Dtype 1 Dnum 656 Snum 70","FARIBAULT MIDDLE",1,0,0.140425532,0.110638298,0.4,650.8,650.8,654.8
"1113","Dtype 1 Dnum 659 Snum 2","NORTHFIELD MIDDLE",1,0,0.103942652,0.121863799,0.103942652,656.5,657.2,658.6
"1116","Dtype 1 Dnum 671 Snum 10","HILLS-BEAVER CREEK ELEMENTARY",0,0,0,0.142857143,0.476190476,656.5,659,658.7
"1119","Dtype 1 Dnum 676 Snum 10","BADGER ELEMENTARY",0,0,0.074074074,0.074074074,0.62962963,654.2,650.4,652.9
"1122","Dtype 1 Dnum 682 Snum 10","ROSEAU ELEMENTARY",1,0,0,0.170454545,0.295454545,657,655.6,658.2
"1125","Dtype 1 Dnum 690 Snum 60","WARROAD UPPER ELEMENTARY (3-6)",0,0,0.208333333,0.138888889,0.430555556,NA,NA,659.3
"1126","Dtype 1 Dnum 695 Snum 301","CHISHOLM ELEMENTARY",1,0,0.086956522,0.152173913,0.47826087,651.3,649.7,650.8
"1129","Dtype 1 Dnum 696 Snum 2","WASHINGTON ELEMENTARY",1,0,0.083333333,0.111111111,0.416666667,655.1,652.5,654.8
"1132","Dtype 1 Dnum 698 Snum 10","FLOODWOOD ELEMENTARY",0,0,0,0.125,0.458333333,652.8,653.8,656.6
"1135","Dtype 1 Dnum 700 Snum 15","HERMANTOWN MIDDLE",1,0,0.069767442,0.063953488,0.127906977,655,657.1,658.9
"1138","Dtype 1 Dnum 701 Snum 310","LINCOLN ELEMENTARY",1,0,0.071428571,0.142857143,0.452380952,646.7,648.9,652.7
"1141","Dtype 1 Dnum 704 Snum 2","A.I. JEDLICKA MIDDLE SCHOOL",1,0,0.016,0.104,0.232,651.1,650.3,653.9
"1144","Dtype 1 Dnum 706 Snum 30","ROOSEVELT ELEMENTARY",1,0,0.172413793,0.086206897,0.422413793,651.2,654.1,652.6
"1147","Dtype 1 Dnum 707 Snum 1","NETT LAKE ELEMENTARY",0,0,0,0.25,0.75,NA,650.5,648.7
"1149","Dtype 1 Dnum 709 Snum 225","MORGAN PARK MIDDLE",1,0,0.260683761,0.132478632,0.679487179,650.7,644.3,644.8
"1152","Dtype 1 Dnum 709 Snum 335","WOODLAND MIDDLE",1,0,0.102564103,0.048433048,0.264957265,647.9,645.6,652.5
"1155","Dtype 1 Dnum 709 Snum 81","MERRITT CREEK ACADEMY",1,0,0.428571429,0.428571429,0.714285714,626.3,622.3,NA
"1157","Dtype 1 Dnum 712 Snum 1","MERRITT ELEMENTARY",1,0,0.023809524,0.166666667,0.523809524,652.8,655.4,654.2
"1160","Dtype 1 Dnum 716 Snum 11","OAK CREST ELEMENTARY",1,0,0.058823529,0.100840336,0.201680672,647.6,648.1,659.4
"1163","Dtype 1 Dnum 717 Snum 128","JORDAN MIDDLE",1,0,0.028571429,0.185714286,0.264285714,649.9,651.4,653.7
"1166","Dtype 1 Dnum 719 Snum 20","HIDDEN OAKS MIDDLE SCHOOL",1,0,0.089456869,0.102236422,0.102236422,656.8,653.1,660.7
"1169","Dtype 1 Dnum 719 Snum 21","TWIN OAKS MIDDLE SCHOOL",1,0,0.129032258,0.112903226,0.112903226,657.3,654.2,654.5
"1172","Dtype 1 Dnum 720 Snum 85","SHAKOPEE MIDDLE SCHOOL",1,0,0.257831325,0.103614458,0.257831325,653.9,655.2,658.7
"1175","Dtype 1 Dnum 721 Snum 111","NEW PRAGUE MIDDLE SCHOOL",1,0,0.018050542,0.097472924,0.155234657,654.2,655.5,658.5
"1178","Dtype 1 Dnum 726 Snum 30","BECKER MIDDLE",1,0,0.033898305,0.131355932,0.173728814,656.5,654.1,656.9
"1181","Dtype 1 Dnum 727 Snum 30","BIG LAKE MIDDLE SCHOOL",1,0,0.116465863,0.088353414,0.317269076,652.4,649.8,654
"1184","Dtype 1 Dnum 728 Snum 340","ROGERS MIDDLE SCHOOL",1,0,0.090643275,0.090643275,0.19005848,651.2,652.8,656
"1187","Dtype 1 Dnum 728 Snum 350","ZIMMERMAN MIDDLE",1,0,0.030120482,0.108433735,0.403614458,650.3,649.1,651.5
"1190","Dtype 1 Dnum 728 Snum 400","VANDENBERGE MIDDLE SCHOOL",1,0,0.0625,0.140625,0.177083333,653.4,652.3,658
"1193","Dtype 1 Dnum 728 Snum 410","SALK MIDDLE SCHOOL",1,0,0.114285714,0.106122449,0.183673469,654.5,654.3,658
"1196","Dtype 1 Dnum 738 Snum 1","HOLDINGFORD ELEMENTARY",0,0,0,0.115384615,0.282051282,660.1,656.6,657.1
"1199","Dtype 1 Dnum 739 Snum 10","KIMBALL ELEMENTARY",0,0,0.02173913,0.152173913,0.347826087,653.3,656.2,656
"1202","Dtype 1 Dnum 740 Snum 20","MELROSE MIDDLE",1,0,0.056338028,0.084507042,0.338028169,649.8,648.4,654.9
"1205","Dtype 1 Dnum 741 Snum 2","PAYNESVILLE MIDDLE",0,0,0.072463768,0.072463768,0.362318841,649.1,647.9,654
"1208","Dtype 1 Dnum 742 Snum 16","CLEARVIEW ELEMENTARY",0,0,0.051282051,0.076923077,0.205128205,648.2,656.8,663.3
"1211","Dtype 1 Dnum 742 Snum 25","KENNEDY COMMUNITY SCHOOL",1,0,0.037037037,0.259259259,0.37037037,650.7,656.3,658.1
"1214","Dtype 1 Dnum 742 Snum 28","LINCOLN ELEMENTARY",1,0,0.264705882,0.176470588,0.705882353,656.1,648.4,654.2
"1217","Dtype 1 Dnum 742 Snum 35","DISCOVERY COMMUNITY ELEMENTARY",1,0,0.411764706,0.294117647,0.745098039,647.9,654.9,653.8
"1220","Dtype 1 Dnum 742 Snum 36","TALAHI COMMUNITY ELEMENTARY",1,0,0.203125,0.265625,0.4375,649.7,653,655.6
"1223","Dtype 1 Dnum 742 Snum 40","WESTWOOD ELEMENTARY",1,0,0.225,0.1625,0.4375,655.2,655.3,655.9
"1226","Dtype 1 Dnum 742 Snum 51","OAK HILL COMMUNITY ELEMENTARY",1,0,0.138461538,0.130769231,0.315384615,654.7,655.2,659.4
"1229","Dtype 1 Dnum 742 Snum 52","NORTH JUNIOR HIGH",1,0,0.295918367,0.244897959,0.632653061,NA,649.5,647.3
"1231","Dtype 1 Dnum 743 Snum 10","SAUK CENTRE ELEMENTARY",1,0,0.061538462,0.123076923,0.476923077,648.4,654,653.4
"1234","Dtype 1 Dnum 745 Snum 10","ALBANY ELEMENTARY",0,0,0.028571429,0.1,0.314285714,654,657.1,655.8
"1237","Dtype 1 Dnum 745 Snum 30","AVON ELEMENTARY",0,0,0,0.020833333,0.208333333,656.2,657.5,655.5
"1240","Dtype 1 Dnum 748 Snum 50","SARTELL MIDDLE",1,0,0.021929825,0.144736842,0.118421053,657.2,658,663.7
"1243","Dtype 1 Dnum 75 Snum 10","ST. CLAIR ELEMENTARY",0,0,0.057692308,0.096153846,0.288461538,651.5,655.2,657.2
"1246","Dtype 1 Dnum 750 Snum 10","RICHMOND ELEMENTARY",0,0,0,0.074074074,0.296296296,656.4,665.6,663.4
"1249","Dtype 1 Dnum 750 Snum 20","ROCKVILLE ELEMENTARY",1,0,0.107142857,0.107142857,0.321428571,656.6,651.8,661.9
"1252","Dtype 1 Dnum 750 Snum 30","COLD SPRING ELEMENTARY",1,0,0.076923077,0.153846154,0.384615385,654.2,656.8,659.5
"1255","Dtype 1 Dnum 756 Snum 10","BLOOMING PRAIRIE ELEMENTARY",0,0,0.183673469,0.081632653,0.367346939,655.4,654.8,662
"1258","Dtype 1 Dnum 761 Snum 906","WILLOW CREEK INTR. ELEMENTARY",1,0,0.107936508,0.120634921,0.33015873,654.1,655.8,657.1
"1261","Dtype 1 Dnum 763 Snum 10","MEDFORD ELEMENTARY",0,0,0.058823529,0.078431373,0.37254902,649.7,652.7,652.1
"1264","Dtype 1 Dnum 768 Snum 10","HANCOCK ELEMENTARY",0,0,0.047619048,0.19047619,0.380952381,654.2,663.8,655.9
"1267","Dtype 1 Dnum 769 Snum 30","MORRIS AREA ELEMENTARY",1,0,0.055555556,0.166666667,0.208333333,656.4,656.6,659.1
"1270","Dtype 1 Dnum 77 Snum 210","GARFIELD ELEMENTARY",0,0,0.077777778,0.155555556,0.32962963,655.6,656.6,658.4
"1273","Dtype 1 Dnum 77 Snum 60","BRIDGES COMMUNITY ELEMENTARY",1,0,0.095238095,0.19047619,0.19047619,665.6,664.6,659.7
"1276","Dtype 1 Dnum 77 Snum 90","FRANKLIN ELEMENTARY",1,0,0.155339806,0.169902913,0.422330097,651.9,653.1,654.4
"1279","Dtype 1 Dnum 771 Snum 3","CHOKIO-ALBERTA ELEMENTARY",0,0,0,0.111111111,0.333333333,654,655.5,659.4
"1282","Dtype 1 Dnum 775 Snum 30","MURDOCK ELEMENTARY",0,0,0.102040816,0.224489796,0.428571429,655.7,659.2,656.8
"1285","Dtype 1 Dnum 777 Snum 103","NORTHSIDE ELEMENTARY",1,0,0.031746032,0.158730159,0.365079365,653.5,651,658.6
"1288","Dtype 1 Dnum 786 Snum 10","BERTHA ELEMENTARY",0,0,0.060606061,0.303030303,0.666666667,652.9,649.8,649.2
"1291","Dtype 1 Dnum 787 Snum 10","BROWERVILLE ELEMENTARY",0,0,0,0.085714286,0.514285714,658.1,648.1,653.1
"1294","Dtype 1 Dnum 801 Snum 20","BROWNS VALLEY MIDDLE",0,0,0.444444444,0.111111111,0.555555556,655.1,653.4,NA
"1296","Dtype 1 Dnum 803 Snum 2","WHEATON SECONDARY",0,0,0.076923077,0.153846154,0.269230769,657.8,662.8,663.7
"1299","Dtype 1 Dnum 81 Snum 10","COMFREY ELEMENTARY",0,0,0.111111111,0.333333333,0.444444444,654.5,NA,NA
"1300","Dtype 1 Dnum 811 Snum 30","WABASHA-KELLOGG ELEMENTARY",0,0,0,0.073170732,0.487804878,662.7,662.9,666
"1303","Dtype 1 Dnum 813 Snum 10","BLUFF VIEW ELEMENTARY",1,0,0.074468085,0.074468085,0.329787234,657.3,650.5,652.6
"1306","Dtype 1 Dnum 818 Snum 10","VERNDALE ELEMENTARY",0,0,0,0.233333333,0.766666667,646,652.9,654.2
"1309","Dtype 1 Dnum 820 Snum 1","SEBEKA ELEMENTARY",0,0,0.027027027,0.216216216,0.675675676,650.1,648,648.3
"1312","Dtype 1 Dnum 821 Snum 10","MENAHGA ELEMENTARY",0,0,0.036363636,0.145454545,0.581818182,652,652.4,652.2
"1315","Dtype 1 Dnum 829 Snum 40","WASECA INTERMEDIATE ELEMENTARY",1,0,0.112676056,0.063380282,0.338028169,659.1,663.3,660.5
"1318","Dtype 1 Dnum 831 Snum 625","COLUMBUS ELEMENTARY",1,0,0.117647059,0.029411765,0.205882353,659.9,657.1,662.3
"1321","Dtype 1 Dnum 831 Snum 626","FOREST LAKE ELEMENTARY",1,0,0.189655172,0.137931034,0.413793103,650.3,653.9,655.9
"1324","Dtype 1 Dnum 831 Snum 627","FOREST VIEW EL.",1,0,0.024096386,0.084337349,0.325301205,653,656.7,655.2
"1327","Dtype 1 Dnum 831 Snum 628","LINO LAKES EL.",1,0,0.227272727,0.068181818,0.318181818,652.9,655.6,660.1
"1330","Dtype 1 Dnum 831 Snum 629","LINWOOD EL.",1,0,0.040540541,0.121621622,0.297297297,645.6,651.2,656.4
"1333","Dtype 1 Dnum 831 Snum 630","SCANDIA EL.",0,0,0,0.090909091,0.090909091,656.6,661.9,667.8
"1336","Dtype 1 Dnum 831 Snum 631","WYOMING EL.",1,0,0.013333333,0.106666667,0.213333333,655.5,657,661.4
"1339","Dtype 1 Dnum 831 Snum 633","CENTRAL MONTESSORI  ELEMENTARY",1,0,0.166666667,0,0.166666667,650.7,655.1,NA
"1341","Dtype 1 Dnum 832 Snum 30","MAHTOMEDI MIDDLE",1,0,0.059055118,0.078740157,0.082677165,662.4,662.6,663
"1344","Dtype 1 Dnum 833 Snum 20","COTTAGE GROVE MIDDLE SCHOOL",1,0,0.183544304,0.132911392,0.170886076,NA,653.8,656.9
"1346","Dtype 1 Dnum 833 Snum 21","LAKE MIDDLE SCHOOL",1,0,0.195928753,0.089058524,0.053435115,658.9,658.6,660.2
"1349","Dtype 1 Dnum 833 Snum 22","OLTMAN MIDDLE SCHOOL",1,0,0.138075314,0.117154812,0.276150628,NA,NA,650.3
"1350","Dtype 1 Dnum 833 Snum 28","WOODBURY MIDDLE SCHOOL",1,0,0.214521452,0.075907591,0.165016502,NA,NA,659.9
"1351","Dtype 1 Dnum 834 Snum 785","AFTON-LAKELAND ELEMENTARY",0,0,0.095238095,0.158730159,0.253968254,655.5,658.8,661.6
"1354","Dtype 1 Dnum 834 Snum 786","ANDERSEN ELEMENTARY",1,0,0.054545455,0.054545455,0.163636364,660,656.6,658.4
"1357","Dtype 1 Dnum 834 Snum 787","LAKE ELMO ELEMENTARY",1,0,0.154761905,0.083333333,0.19047619,660.5,655.7,656.9
"1360","Dtype 1 Dnum 834 Snum 788","LILY LAKE ELEMENTARY",1,0,0.048192771,0.108433735,0.228915663,654,655.8,657.2
"1363","Dtype 1 Dnum 834 Snum 789","MARINE ELEMENTARY",0,0,0,0.066666667,0.133333333,663.6,660.5,673.3
"1366","Dtype 1 Dnum 834 Snum 790","OAK PARK ELEMENTARY",1,0,0.045454545,0.121212121,0.196969697,654.8,651,658.1
"1369","Dtype 1 Dnum 834 Snum 792","WITHROW ELEMENTARY",1,0,0.1,0,0.066666667,663.7,658.4,667.8
"1372","Dtype 1 Dnum 834 Snum 793","STONEBRIDGE ELEMENTARY",1,0,0,0.224137931,0.068965517,655.2,654.8,656.7
"1375","Dtype 1 Dnum 834 Snum 804","RUTHERFORD ELEMENTARY",1,0,0.06185567,0.134020619,0.041237113,661.6,658,660.6
"1378","Dtype 1 Dnum 836 Snum 10","BUTTERFIELD ELEMENTARY",0,0,0.260869565,0.130434783,0.608695652,640.3,646.1,654.3
"1381","Dtype 1 Dnum 837 Snum 10","MADELIA ELEMENTARY",0,0,0.230769231,0.230769231,0.41025641,655.5,649,655.1
"1384","Dtype 1 Dnum 84 Snum 10","SLEEPY EYE ELEMENTARY",1,0,0.236842105,0.078947368,0.552631579,652.4,654.5,655.3
"1387","Dtype 1 Dnum 840 Snum 21","ST. JAMES ARMSTRONG ELEMENTARY",1,0,0.47761194,0.044776119,0.582089552,645.5,650.7,650
"1390","Dtype 1 Dnum 846 Snum 10","BRECKENRIDGE ELEMENTARY",0,0,0.03125,0.171875,0.421875,NA,651.8,658.9
"1392","Dtype 1 Dnum 85 Snum 2","SPRINGFIELD ELEMENTARY",0,0,0.090909091,0.181818182,0.431818182,662.1,657.2,662.3
"1395","Dtype 1 Dnum 850 Snum 10","ROTHSAY ELEMENTARY",0,0,0,0.25,0.45,655.6,655.6,653.2
"1398","Dtype 1 Dnum 852 Snum 10","CAMPBELL-TINTAH ELEMENTARY",0,0,0.066666667,0.333333333,0.466666667,648.6,NA,652.4
"1400","Dtype 1 Dnum 857 Snum 20","LEWISTON-ALTURA INTERMEDIATE EL.",0,0,0.06779661,0.13559322,0.440677966,650.6,653.7,649.6
"1403","Dtype 1 Dnum 858 Snum 2","ST. CHARLES ELEMENTARY",1,0,0.12,0.09,0.26,654,654.2,660.3
"1406","Dtype 1 Dnum 861 Snum 6","WINONA MIDDLE",1,0,0.141552511,0.191780822,0.406392694,653.1,645.6,650.6
"1409","Dtype 1 Dnum 876 Snum 2","ANNANDALE MIDDLE",0,0,0.015625,0.0703125,0.21875,658.9,658.9,659.8
"1412","Dtype 1 Dnum 877 Snum 30","BUFFALO COMMUNITY MIDDLE",1,0,0.059278351,0.134020619,0.265463918,652.9,652.9,655.8
"1415","Dtype 1 Dnum 879 Snum 15","DELANO MIDDLE",1,0,0.0625,0.15625,0.1625,657.8,663.2,663
"1418","Dtype 1 Dnum 88 Snum 30","WASHINGTON ELEMENTARY",1,0,0.072463768,0.144927536,0.224637681,652.7,655.7,655.8
"1421","Dtype 1 Dnum 881 Snum 10","MAPLE LAKE ELEMENTARY",0,0,0.026315789,0.105263158,0.223684211,657.2,655.5,654.6
"1424","Dtype 1 Dnum 882 Snum 30","MONTICELLO MIDDLE",1,0,0.074918567,0.13029316,0.315960912,651.9,655.2,654.9
"1427","Dtype 1 Dnum 883 Snum 3","ROCKFORD MIDDLE",1,0,0.094339623,0.08490566,0.301886792,658.8,654.8,655.3
"1430","Dtype 1 Dnum 885 Snum 30","ST. MICHAEL-ALBERTVILLE MIDDLE EAST",1,0,0.090909091,0.070707071,0.075757576,656.7,654.6,656.7
"1433","Dtype 1 Dnum 885 Snum 90","ST MICHAEL-ALBERTVILLE MIDDLE WEST",1,0,0.104166667,0.088541667,0.166666667,NA,NA,657
"1434","Dtype 1 Dnum 891 Snum 20","CANBY ELEMENTARY",0,0,0.060606061,0.090909091,0.515151515,657.4,660.4,662.1
"1437","Dtype 1 Dnum 91 Snum 1","BARNUM ELEMENTARY",0,0,0.018181818,0.109090909,0.363636364,650.1,649.5,653.1
"1440","Dtype 1 Dnum 911 Snum 301","CAMBRIDGE MIDDLE SCHOOL",1,0,0.048309179,0.048309179,0.309178744,652.4,651.8,655.9
"1443","Dtype 1 Dnum 911 Snum 302","ISANTI MIDDLE SCHOOL",0,0,0.068965517,0.075862069,0.434482759,649.4,652.1,651.7
"1446","Dtype 1 Dnum 911 Snum 303","MINNESOTA CENTER",0,0,0.029411765,0.176470588,0.558823529,657.2,663.2,659.9
"1449","Dtype 1 Dnum 912 Snum 10","MILACA ELEMENTARY",0,0,0.024590164,0.057377049,0.508196721,653.8,651.7,652.6
"1452","Dtype 1 Dnum 914 Snum 1","ULEN-HITTERDAL ELEMENTARY",0,0,0.16,0.08,0.36,643.3,650.4,650.8
"1455","Dtype 1 Dnum 93 Snum 1","CARLTON SECONDARY",0,0,0.257142857,0.171428571,0.428571429,NA,646.5,643.7
"1457","Dtype 1 Dnum 94 Snum 201","CLOQUET MIDDLE",1,0,0.241573034,0.168539326,0.382022472,654.1,652.4,656.3
"1460","Dtype 1 Dnum 95 Snum 10","CROMWELL-WRIGHT ELEMENTARY",0,0,0.095238095,0.095238095,0.571428571,651.3,649.8,664.1
"1463","Dtype 1 Dnum 97 Snum 20","MOOSE LAKE ELEMENTARY",0,0,0.045454545,0.166666667,0.378787879,650.4,653.3,650.7
"1466","Dtype 1 Dnum 99 Snum 30","WINTERQUIST ELEMENTARY",0,0,0.05,0.13,0.11,658.3,660.5,663.4
"1469","Dtype 3 Dnum 1 Snum 106","BARTON OPEN ELEMENTARY",1,0,0.207792208,0.12987013,0.142857143,656.4,652.3,655.1
"1472","Dtype 3 Dnum 1 Snum 119","FIELD ELEMENTARY",1,0,0.370689655,0.155172414,0.275862069,656.6,659.6,657.3
"1475","Dtype 3 Dnum 1 Snum 121","LAKE HARRIET UPPER SCHOOL",1,0,0.077777778,0.033333333,0.055555556,664.9,665.8,665.1
"1478","Dtype 3 Dnum 1 Snum 124","PARK VIEW MONTESSORI ELEMENTARY",1,0,0.956521739,0.217391304,0.913043478,648.6,636.7,637.7
"1481","Dtype 3 Dnum 1 Snum 134","LK NOKOMIS COMM-KEEWAYDIN CAMPUS",1,0,0.530612245,0.163265306,0.510204082,649.4,653.3,657.5
"1484","Dtype 3 Dnum 1 Snum 160","SEWARD ELEMENTARY",1,0,0.402985075,0.149253731,0.343283582,654.9,651,653.1
"1487","Dtype 3 Dnum 1 Snum 161","SHERIDAN ELEMENTARY",1,0,0.924242424,0.166666667,0.848484848,641.6,635,643.8
"1490","Dtype 3 Dnum 1 Snum 170","WINDOM SCHOOL",1,0,0,0.1,1,642.9,640.9,637.5
"1493","Dtype 3 Dnum 1 Snum 175","RAMSEY FINE ARTS ELEMENTARY",1,0,0.834782609,0.234782609,0.713043478,649.5,641.4,643.1
"1496","Dtype 3 Dnum 1 Snum 179","JEFFERSON ELEMENTARY",1,0,0.826086957,0.130434783,0.869565217,644.5,647,643.4
"1499","Dtype 3 Dnum 1 Snum 190","ANDERSEN COMMUNITY",1,0,0.980392157,0.156862745,0.882352941,640,634.3,637
"1502","Dtype 3 Dnum 1 Snum 193","SULLIVAN ELEMENTARY",1,0,0.837837838,0.459459459,0.837837838,635.5,637,636.2
"1505","Dtype 3 Dnum 1 Snum 225","ANISHINABE ACADEMY",1,0,0.967741935,0.225806452,0.870967742,634.5,631.4,640.9
"1508","Dtype 3 Dnum 1 Snum 226","MARCY OPEN ELEMENTARY",1,0,0.459016393,0.147540984,0.344262295,652.2,647.3,652.6
"1511","Dtype 3 Dnum 1 Snum 256","GREEN CENTRAL PARK ELEMENTARY",1,0,0,0.148148148,0.888888889,643.5,628.5,638.8
"1514","Dtype 3 Dnum 1 Snum 260","EMERSON ELEMENTARY",1,0,0.916666667,0.0625,0.729166667,649.7,641.6,640.2
"1517","Dtype 3 Dnum 1 Snum 282","LUCY LANEY @ CLEVELAND PARK ELEM.",1,0,0.975609756,0.292682927,0.902439024,631.8,627.7,631.7
"1520","Dtype 3 Dnum 1 Snum 288","NELLIE STONE JOHNSON ELEMENTARY",1,0,0.979166667,0.145833333,0.895833333,640.7,638.6,643.7
"1523","Dtype 3 Dnum 1 Snum 290","CITYVIEW PAM MAGNET",1,0,0,0.37037037,0.888888889,634,632.1,635.3
"1526","Dtype 3 Dnum 1 Snum 291","HMONG INTERNATIONAL ACADEMY",1,0,0,0.12195122,0.951219512,642,648.7,643.4
"1529","Dtype 3 Dnum 1 Snum 300","ANTHONY MIDDLE SCHOOL",1,0,0.283505155,0.134020619,0.25257732,656.6,653,656.9
"1532","Dtype 3 Dnum 1 Snum 301","ANWATIN MIDDLE SCHOOL",1,0,0.789855072,0.152173913,0.695652174,644.6,640.4,646.7
"1535","Dtype 3 Dnum 1 Snum 304","FOLWELL MIDDLE SCHOOL",1,0,0.9,0.25,0.75,641.4,641.8,638.6
"1538","Dtype 3 Dnum 1 Snum 311","SPAN",1,0,0.96969697,1,0.909090909,626.6,623.3,622.6
"1541","Dtype 3 Dnum 1 Snum 316","NORTHEAST MIDDLE",1,0,0.669064748,0.136690647,0.73381295,646.9,642.1,646
"1544","Dtype 3 Dnum 1 Snum 318","OLSON MIDDLE",1,0,0.919354839,0.14516129,0.903225806,635.6,632.5,638.6
"1547","Dtype 3 Dnum 1 Snum 324","SANFORD MIDDLE",1,0,0.503496503,0.146853147,0.524475524,646.4,649.1,650.4
"1550","Dtype 3 Dnum 1 Snum 405","URBAN LEAGUE ACADEMY ELEMENTARY",1,0,0,0.111111111,1,NA,627.2,NA
"1551","Dtype 3 Dnum 1 Snum 417","HERITAGE SCIENCE & TECHNOLOGY",1,0,0,0,0.6875,NA,NA,635.6
"1552","Dtype 3 Dnum 1 Snum 625","RIVER BEND EDUCATIONAL CENTER",1,0,0,1,0.923076923,NA,NA,619.6
"1553","Dtype 3 Dnum 1 Snum 689","MPS METRO SJ",1,0,0.666666667,1,0.916666667,NA,NA,621.6
"1554","Dtype 3 Dnum 6 Snum 735","LINCOLN CENTER ELEMENTARY",1,0,0.2265625,0.1796875,0.3359375,652.4,652.3,654
"1557","Dtype 3 Dnum 6 Snum 737","KAPOSIA EDUCATION CENTER ELEMENTARY",1,0,0.323232323,0.111111111,0.565656566,649.9,647.9,652.5
"1560","Dtype 7 Dnum 4001 Snum 10","BLUFFVIEW MONTESSORI",1,1,0.045454545,0.181818182,0.363636364,644.1,647.2,650.9
"1563","Dtype 7 Dnum 4008 Snum 10","PACT CHARTER SCHOOL",1,1,0.08,0.28,0.16,652.5,657.7,660.2
"1566","Dtype 7 Dnum 4011 Snum 10","NEW VISIONS CHARTER SCHOOL",1,1,0.666666667,0.333333333,0.916666667,635.9,630.7,641.1
"1569","Dtype 7 Dnum 4015 Snum 10","COMMUNITY OF PEACE ACADEMY",1,1,0.8,0.16,0.76,654.3,652,651.4
"1572","Dtype 7 Dnum 4016 Snum 10","WORLD LEARNER CHARTER SCHOOL",1,1,0.217391304,0.043478261,0.130434783,653.7,652.7,655.5
"1575","Dtype 7 Dnum 4017 Snum 11","MINNESOTA TRANSITIONS MIDDLE",1,1,0,0.105263158,0.842105263,628.9,630.8,636.3
"1578","Dtype 7 Dnum 4017 Snum 17","LEADERSHIP ACADEMY",1,1,0,0,1,625.7,NA,NA
"1579","Dtype 7 Dnum 4017 Snum 18","MTCS CONNECTIONS ACADEMY",1,1,0.060240964,0.192771084,0.457831325,648,648,649.9
"1582","Dtype 7 Dnum 4018 Snum 10","ACHIEVE LANGUAGE ACADEMY",1,1,0.911111111,0.2,0.888888889,646.4,649.3,650.6
"1585","Dtype 7 Dnum 4020 Snum 20","WASHBURN JR. ACADEMY",1,1,0.152777778,0.180555556,0.541666667,650.7,649.6,655.6
"1588","Dtype 7 Dnum 4025 Snum 10","CYBER VILLAGE ACADEMY",1,1,0.258064516,0.225806452,0.258064516,652.6,654.4,652.2
"1591","Dtype 7 Dnum 4026 Snum 10","E.C.H.O. CHARTER SCHOOL",0,1,0.25,0.25,0.5625,649.3,659.2,653.4
"1594","Dtype 7 Dnum 4027 Snum 10","HIGHER GROUND ACADEMY",1,1,0,0,1,645.7,650.4,655.1
"1597","Dtype 7 Dnum 4029 Snum 20","NEW SPIRIT MIDDLE SCHOOL",1,1,0.772727273,0.318181818,0.909090909,NA,633.2,644.5
"1599","Dtype 7 Dnum 4030 Snum 10","ODYSSEY ACADEMY",1,1,0.473684211,0.052631579,0.789473684,641.6,642,646.2
"1602","Dtype 7 Dnum 4032 Snum 10","HARVEST PREP SCHOOL/SEED ACADEMY",1,1,0,0.1,0.9,648.1,643.9,646.9
"1605","Dtype 7 Dnum 4035 Snum 10","CONCORDIA CREATIVE LEARNING ACADEMY",1,1,0.636363636,0.409090909,0.727272727,633.6,641.6,648.9
"1608","Dtype 7 Dnum 4038 Snum 10","SOJOURNER TRUTH ACADEMY",1,1,0,0.235294118,0.941176471,638.7,643.2,652.3
"1611","Dtype 7 Dnum 4042 Snum 10","TWIN CITIES ACADEMY",1,1,0.245283019,0.037735849,0.169811321,656.8,661.4,659.6
"1614","Dtype 7 Dnum 4043 Snum 10","MATH & SCIENCE ACADEMY",1,1,0.246153846,0.092307692,0,659.5,661.4,666.1
"1617","Dtype 7 Dnum 4050 Snum 10","LAFAYETTE PUBLIC CHARTER SCHOOL",0,1,0,0.571428571,0.714285714,638,NA,NA
"1618","Dtype 7 Dnum 4053 Snum 10","NORTH LAKES ACADEMY",1,1,0.073170732,0.097560976,0.170731707,652.2,652.5,656.1
"1621","Dtype 7 Dnum 4058 Snum 10","SCHOOLCRAFT LEARNING COMMUNITY CHTR",1,1,0.176470588,0.117647059,0.352941176,649.7,650.9,651.5
