"","location","age","total","numLT5","roof"
"966","CentralLuzon",55,0,0,"Predominantly Strong Material"
"967","MetroManila",57,6,0,"Predominantly Strong Material"
"968","DavaoRegion",50,3,0,"Predominantly Strong Material"
"969","DavaoRegion",52,4,1,"Predominantly Strong Material"
"970","DavaoRegion",50,2,0,"Predominantly Light/Salvaged Material"
"971","Visayas",37,0,0,"Predominantly Strong Material"
"972","DavaoRegion",77,1,0,"Predominantly Strong Material"
"973","IlocosRegion",55,3,0,"Predominantly Strong Material"
"974","CentralLuzon",44,5,0,"Predominantly Light/Salvaged Material"
"975","MetroManila",37,5,1,"Predominantly Strong Material"
"976","Visayas",35,6,0,"Predominantly Strong Material"
"977","DavaoRegion",40,4,2,"Predominantly Strong Material"
"978","MetroManila",49,6,1,"Predominantly Strong Material"
"979","CentralLuzon",66,5,0,"Predominantly Strong Material"
"980","MetroManila",33,3,2,"Predominantly Strong Material"
"981","DavaoRegion",35,5,0,"Predominantly Strong Material"
"982","Visayas",62,4,1,"Predominantly Strong Material"
"983","CentralLuzon",70,5,0,"Predominantly Strong Material"
"984","MetroManila",59,2,0,"Predominantly Strong Material"
"985","DavaoRegion",77,4,0,"Predominantly Strong Material"
"986","DavaoRegion",43,2,1,"Predominantly Strong Material"
"987","DavaoRegion",66,5,0,"Predominantly Strong Material"
"988","MetroManila",46,2,0,"Predominantly Strong Material"
"989","MetroManila",75,6,1,"Predominantly Strong Material"
"990","IlocosRegion",51,4,0,"Predominantly Strong Material"
"991","CentralLuzon",27,2,0,"Predominantly Strong Material"
"992","MetroManila",82,0,0,"Predominantly Light/Salvaged Material"
"993","MetroManila",55,3,0,"Predominantly Strong Material"
"994","DavaoRegion",69,6,0,"Predominantly Strong Material"
"995","IlocosRegion",53,5,1,"Predominantly Strong Material"
"996","CentralLuzon",77,1,0,"Predominantly Strong Material"
"997","DavaoRegion",61,1,0,"Predominantly Strong Material"
"998","CentralLuzon",52,4,1,"Predominantly Strong Material"
"999","IlocosRegion",81,1,0,"Predominantly Strong Material"
"1000","CentralLuzon",51,4,0,"Predominantly Strong Material"
"1001","CentralLuzon",84,4,0,"Predominantly Strong Material"
"1002","MetroManila",45,3,0,"Predominantly Strong Material"
"1003","MetroManila",60,1,0,"Predominantly Strong Material"
"1004","MetroManila",34,3,1,"Predominantly Strong Material"
"1005","CentralLuzon",52,0,0,"Predominantly Strong Material"
"1006","Visayas",45,7,0,"Predominantly Strong Material"
"1007","MetroManila",64,3,0,"Predominantly Strong Material"
"1008","Visayas",60,3,0,"Predominantly Strong Material"
"1009","DavaoRegion",45,6,0,"Predominantly Strong Material"
"1010","CentralLuzon",40,3,0,"Predominantly Strong Material"
"1011","IlocosRegion",60,4,0,"Predominantly Strong Material"
"1012","MetroManila",38,1,0,"Predominantly Strong Material"
"1013","Visayas",53,6,0,"Predominantly Light/Salvaged Material"
"1014","Visayas",48,7,0,"Predominantly Strong Material"
"1015","Visayas",43,7,2,"Predominantly Strong Material"
"1016","Visayas",34,1,0,"Predominantly Strong Material"
"1017","Visayas",29,3,2,"Predominantly Strong Material"
"1018","CentralLuzon",98,0,0,"Predominantly Strong Material"
"1019","IlocosRegion",49,2,0,"Predominantly Strong Material"
"1020","MetroManila",40,6,0,"Predominantly Strong Material"
"1021","DavaoRegion",37,2,0,"Predominantly Strong Material"
"1022","Visayas",73,0,0,"Predominantly Strong Material"
"1023","MetroManila",33,3,1,"Predominantly Strong Material"
"1024","Visayas",77,6,0,"Predominantly Strong Material"
"1025","DavaoRegion",72,1,0,"Predominantly Strong Material"
"1026","CentralLuzon",39,3,0,"Predominantly Strong Material"
"1027","IlocosRegion",72,11,1,"Predominantly Strong Material"
"1028","Visayas",62,3,1,"Predominantly Strong Material"
"1029","Visayas",45,3,0,"Predominantly Light/Salvaged Material"
"1030","IlocosRegion",35,5,1,"Predominantly Strong Material"
"1031","MetroManila",26,2,1,"Predominantly Strong Material"
"1032","MetroManila",51,1,0,"Predominantly Strong Material"
"1033","MetroManila",67,6,0,"Predominantly Strong Material"
"1034","Visayas",63,3,0,"Predominantly Strong Material"
"1035","Visayas",59,3,0,"Predominantly Strong Material"
"1036","Visayas",45,2,0,"Predominantly Strong Material"
"1037","CentralLuzon",47,12,2,"Predominantly Strong Material"
"1038","Visayas",77,1,0,"Predominantly Strong Material"
"1039","IlocosRegion",28,2,0,"Predominantly Strong Material"
"1040","MetroManila",53,7,1,"Predominantly Strong Material"
"1041","Visayas",51,7,1,"Predominantly Light/Salvaged Material"
"1042","Visayas",75,2,0,"Predominantly Strong Material"
"1043","Visayas",79,4,0,"Predominantly Strong Material"
"1044","MetroManila",29,2,1,"Predominantly Strong Material"
"1045","DavaoRegion",68,1,0,"Predominantly Light/Salvaged Material"
"1046","IlocosRegion",32,2,0,"Predominantly Strong Material"
"1047","MetroManila",61,8,1,"Predominantly Strong Material"
"1048","Visayas",52,5,0,"Predominantly Strong Material"
"1049","DavaoRegion",37,6,1,"Predominantly Strong Material"
"1050","IlocosRegion",47,4,1,"Predominantly Strong Material"
"1051","MetroManila",33,6,0,"Predominantly Strong Material"
"1052","IlocosRegion",44,4,0,"Predominantly Light/Salvaged Material"
"1053","Visayas",55,1,0,"Predominantly Strong Material"
"1054","CentralLuzon",42,2,0,"Predominantly Light/Salvaged Material"
"1055","IlocosRegion",46,3,0,"Predominantly Strong Material"
"1056","IlocosRegion",35,5,1,"Predominantly Strong Material"
"1057","DavaoRegion",55,3,0,"Predominantly Light/Salvaged Material"
"1058","MetroManila",41,5,1,"Predominantly Strong Material"
"1059","Visayas",43,8,1,"Predominantly Strong Material"
"1060","Visayas",65,2,1,"Predominantly Strong Material"
"1061","DavaoRegion",48,5,1,"Predominantly Strong Material"
"1062","IlocosRegion",47,7,0,"Predominantly Strong Material"
"1063","Visayas",66,1,0,"Predominantly Strong Material"
"1064","Visayas",40,4,1,"Predominantly Strong Material"
"1065","Visayas",55,4,0,"Predominantly Strong Material"
"1066","DavaoRegion",37,4,1,"Predominantly Strong Material"
"1067","IlocosRegion",43,2,0,"Predominantly Strong Material"
"1068","Visayas",31,4,2,"Predominantly Strong Material"
"1069","CentralLuzon",49,3,0,"Predominantly Strong Material"
"1070","IlocosRegion",61,6,0,"Predominantly Strong Material"
"1071","DavaoRegion",39,3,0,"Predominantly Strong Material"
"1072","CentralLuzon",33,2,1,"Predominantly Strong Material"
"1073","DavaoRegion",45,2,0,"Predominantly Strong Material"
"1074","MetroManila",59,5,0,"Predominantly Light/Salvaged Material"
"1075","MetroManila",68,8,0,"Predominantly Strong Material"
"1076","Visayas",42,1,0,"Predominantly Strong Material"
"1077","CentralLuzon",45,4,0,"Predominantly Strong Material"
"1078","DavaoRegion",47,3,0,"Predominantly Strong Material"
"1079","IlocosRegion",39,4,1,"Predominantly Strong Material"
"1080","Visayas",44,7,1,"Predominantly Strong Material"
"1081","DavaoRegion",54,4,0,"Predominantly Strong Material"
"1082","MetroManila",28,1,0,"Predominantly Strong Material"
"1083","Visayas",58,7,1,"Predominantly Strong Material"
"1084","MetroManila",33,5,2,"Predominantly Strong Material"
"1085","IlocosRegion",38,3,0,"Predominantly Strong Material"
"1086","IlocosRegion",59,1,0,"Predominantly Strong Material"
"1087","MetroManila",65,4,0,"Predominantly Strong Material"
"1088","DavaoRegion",34,7,1,"Predominantly Strong Material"
"1089","Visayas",68,4,1,"Predominantly Strong Material"
"1090","IlocosRegion",75,1,0,"Predominantly Strong Material"
"1091","Visayas",44,7,0,"Predominantly Strong Material"
"1092","IlocosRegion",57,2,0,"Predominantly Light/Salvaged Material"
"1093","Visayas",39,0,0,"Predominantly Strong Material"
"1094","IlocosRegion",75,4,0,"Predominantly Strong Material"
"1095","IlocosRegion",63,2,0,"Predominantly Strong Material"
"1096","MetroManila",48,2,0,"Predominantly Strong Material"
"1097","MetroManila",46,3,0,"Predominantly Strong Material"
"1098","CentralLuzon",63,3,0,"Predominantly Strong Material"
"1099","Visayas",54,4,1,"Predominantly Strong Material"
"1100","DavaoRegion",43,6,1,"Predominantly Strong Material"
"1101","Visayas",33,5,1,"Predominantly Strong Material"
"1102","IlocosRegion",56,3,0,"Predominantly Strong Material"
"1103","Visayas",48,5,0,"Predominantly Strong Material"
"1104","Visayas",35,3,0,"Predominantly Strong Material"
"1105","Visayas",63,4,0,"Predominantly Strong Material"
"1106","Visayas",53,0,0,"Predominantly Strong Material"
"1107","MetroManila",43,7,0,"Predominantly Strong Material"
"1108","Visayas",55,6,0,"Predominantly Strong Material"
"1109","Visayas",50,1,0,"Predominantly Light/Salvaged Material"
"1110","Visayas",49,8,1,"Predominantly Strong Material"
"1111","Visayas",56,6,1,"Predominantly Light/Salvaged Material"
"1112","Visayas",31,3,1,"Predominantly Strong Material"
"1113","IlocosRegion",60,3,1,"Predominantly Strong Material"
"1114","Visayas",61,6,1,"Predominantly Strong Material"
"1115","Visayas",71,2,1,"Predominantly Strong Material"
"1116","Visayas",42,1,0,"Predominantly Light/Salvaged Material"
"1117","MetroManila",37,3,1,"Predominantly Strong Material"
"1118","IlocosRegion",82,1,0,"Predominantly Strong Material"
"1119","Visayas",64,4,0,"Predominantly Strong Material"
"1120","CentralLuzon",80,4,0,"Predominantly Strong Material"
"1121","IlocosRegion",45,8,1,"Predominantly Strong Material"
"1122","Visayas",46,3,0,"Predominantly Strong Material"
"1123","Visayas",71,0,0,"Predominantly Strong Material"
"1124","MetroManila",34,2,1,"Predominantly Strong Material"
"1125","Visayas",61,2,0,"Predominantly Strong Material"
"1126","CentralLuzon",31,4,0,"Predominantly Strong Material"
"1127","Visayas",62,7,2,"Predominantly Strong Material"
"1128","Visayas",56,2,0,"Predominantly Strong Material"
"1129","Visayas",58,4,0,"Predominantly Light/Salvaged Material"
"1130","Visayas",42,2,0,"Predominantly Light/Salvaged Material"
"1131","MetroManila",44,3,1,"Predominantly Light/Salvaged Material"
"1132","MetroManila",54,4,0,"Predominantly Strong Material"
"1133","Visayas",62,8,0,"Predominantly Strong Material"
"1134","MetroManila",49,5,0,"Predominantly Strong Material"
"1135","MetroManila",39,4,0,"Predominantly Strong Material"
"1136","DavaoRegion",25,3,1,"Predominantly Strong Material"
"1137","CentralLuzon",38,2,0,"Predominantly Strong Material"
"1138","MetroManila",40,5,0,"Predominantly Strong Material"
"1139","IlocosRegion",41,1,0,"Predominantly Strong Material"
"1140","Visayas",71,4,0,"Predominantly Strong Material"
"1141","DavaoRegion",73,1,0,"Predominantly Strong Material"
"1142","CentralLuzon",65,6,0,"Predominantly Strong Material"
"1143","IlocosRegion",41,4,0,"Predominantly Strong Material"
"1144","DavaoRegion",63,1,0,"Predominantly Strong Material"
"1145","DavaoRegion",31,0,0,"Predominantly Light/Salvaged Material"
"1146","Visayas",31,3,1,"Predominantly Light/Salvaged Material"
"1147","CentralLuzon",55,7,0,"Predominantly Strong Material"
"1148","CentralLuzon",62,3,1,"Predominantly Strong Material"
"1149","Visayas",52,2,0,"Predominantly Strong Material"
"1150","Visayas",53,0,0,"Predominantly Strong Material"
"1151","Visayas",43,9,1,"Predominantly Strong Material"
"1152","Visayas",74,3,0,"Predominantly Strong Material"
"1153","DavaoRegion",73,1,0,"Predominantly Strong Material"
"1154","DavaoRegion",59,2,0,"Predominantly Light/Salvaged Material"
"1155","MetroManila",39,3,1,"Predominantly Strong Material"
"1156","CentralLuzon",72,5,0,"Predominantly Strong Material"
"1157","Visayas",51,3,0,"Predominantly Strong Material"
"1158","IlocosRegion",39,6,0,"Predominantly Strong Material"
"1159","IlocosRegion",42,7,1,"Predominantly Strong Material"
"1160","Visayas",56,6,0,"Predominantly Light/Salvaged Material"
"1161","MetroManila",23,3,1,"Predominantly Strong Material"
"1162","CentralLuzon",66,1,0,"Predominantly Strong Material"
"1163","IlocosRegion",35,5,1,"Predominantly Strong Material"
"1164","Visayas",45,9,1,"Predominantly Strong Material"
"1165","Visayas",63,7,0,"Predominantly Strong Material"
"1166","MetroManila",38,7,1,"Predominantly Strong Material"
"1167","Visayas",55,2,0,"Predominantly Light/Salvaged Material"
"1168","Visayas",80,1,0,"Predominantly Strong Material"
"1169","MetroManila",46,4,0,"Predominantly Strong Material"
"1170","MetroManila",58,4,0,"Predominantly Strong Material"
"1171","Visayas",44,3,0,"Predominantly Strong Material"
"1172","Visayas",63,2,0,"Predominantly Strong Material"
"1173","DavaoRegion",64,10,2,"Predominantly Strong Material"
"1174","CentralLuzon",54,0,0,"Predominantly Strong Material"
"1175","IlocosRegion",52,5,0,"Predominantly Strong Material"
"1176","Visayas",41,6,0,"Predominantly Strong Material"
"1177","MetroManila",53,5,0,"Predominantly Strong Material"
"1178","IlocosRegion",36,5,2,"Predominantly Strong Material"
"1179","CentralLuzon",50,6,0,"Predominantly Strong Material"
"1180","Visayas",31,2,0,"Predominantly Strong Material"
"1181","IlocosRegion",95,2,0,"Predominantly Strong Material"
"1182","DavaoRegion",53,7,2,"Predominantly Strong Material"
"1183","MetroManila",54,4,1,"Predominantly Strong Material"
"1184","IlocosRegion",47,3,0,"Predominantly Strong Material"
"1185","MetroManila",32,3,2,"Predominantly Strong Material"
"1186","Visayas",31,3,2,"Predominantly Strong Material"
"1187","DavaoRegion",52,3,0,"Predominantly Strong Material"
"1188","IlocosRegion",71,5,0,"Predominantly Strong Material"
"1189","Visayas",76,3,0,"Predominantly Strong Material"
"1190","IlocosRegion",88,1,0,"Predominantly Strong Material"
"1191","Visayas",54,1,0,"Predominantly Strong Material"
"1192","MetroManila",48,3,0,"Predominantly Strong Material"
"1193","CentralLuzon",44,5,1,"Predominantly Strong Material"
"1194","MetroManila",60,7,0,"Predominantly Strong Material"
"1195","Visayas",57,2,0,"Predominantly Strong Material"
"1196","Visayas",59,11,3,"Predominantly Light/Salvaged Material"
"1197","IlocosRegion",48,2,1,"Predominantly Strong Material"
"1198","Visayas",55,2,0,"Predominantly Strong Material"
"1199","MetroManila",32,3,1,"Predominantly Strong Material"
"1200","Visayas",38,7,2,"Predominantly Strong Material"
"1201","MetroManila",61,2,0,"Predominantly Strong Material"
"1202","DavaoRegion",45,5,1,"Predominantly Strong Material"
"1203","Visayas",50,5,0,"Predominantly Strong Material"
"1204","Visayas",77,0,0,"Predominantly Strong Material"
"1205","Visayas",49,6,1,"Predominantly Strong Material"
"1206","IlocosRegion",51,6,0,"Predominantly Strong Material"
"1207","CentralLuzon",66,0,0,"Predominantly Strong Material"
"1208","Visayas",59,3,0,"Predominantly Light/Salvaged Material"
"1209","CentralLuzon",54,3,0,"Predominantly Strong Material"
"1210","Visayas",56,1,0,"Predominantly Strong Material"
"1211","MetroManila",70,3,0,"Predominantly Strong Material"
"1212","Visayas",66,1,0,"Predominantly Strong Material"
"1213","Visayas",44,3,0,"Predominantly Strong Material"
"1214","Visayas",47,5,0,"Predominantly Light/Salvaged Material"
"1215","Visayas",59,2,0,"Predominantly Strong Material"
"1216","CentralLuzon",31,2,1,"Predominantly Strong Material"
"1217","Visayas",51,1,0,"Predominantly Strong Material"
"1218","MetroManila",60,9,1,"Predominantly Strong Material"
"1219","MetroManila",69,3,0,"Predominantly Strong Material"
"1220","CentralLuzon",73,2,0,"Predominantly Strong Material"
"1221","IlocosRegion",58,6,0,"Predominantly Strong Material"
"1222","Visayas",70,0,0,"Predominantly Strong Material"
"1223","IlocosRegion",40,4,0,"Predominantly Strong Material"
"1224","Visayas",48,3,0,"Predominantly Light/Salvaged Material"
"1225","Visayas",31,2,1,"Predominantly Strong Material"
"1226","MetroManila",80,2,0,"Predominantly Light/Salvaged Material"
"1227","Visayas",48,2,0,"Predominantly Strong Material"
"1228","CentralLuzon",60,1,0,"Predominantly Strong Material"
"1229","Visayas",82,2,0,"Predominantly Strong Material"
"1230","Visayas",62,6,1,"Predominantly Strong Material"
"1231","MetroManila",55,3,0,"Predominantly Strong Material"
"1232","MetroManila",37,5,0,"Predominantly Strong Material"
"1233","IlocosRegion",35,4,0,"Predominantly Strong Material"
"1234","Visayas",37,5,0,"Predominantly Strong Material"
"1235","MetroManila",50,1,0,"Predominantly Strong Material"
"1236","Visayas",48,6,1,"Predominantly Strong Material"
"1237","CentralLuzon",67,5,0,"Predominantly Light/Salvaged Material"
"1238","DavaoRegion",29,2,0,"Predominantly Strong Material"
"1239","DavaoRegion",65,0,0,"Predominantly Light/Salvaged Material"
"1240","Visayas",33,2,0,"Predominantly Strong Material"
"1241","Visayas",30,2,0,"Predominantly Strong Material"
"1242","DavaoRegion",48,3,0,"Predominantly Strong Material"
"1243","MetroManila",70,3,0,"Predominantly Light/Salvaged Material"
"1244","Visayas",61,1,0,"Predominantly Strong Material"
"1245","Visayas",33,2,0,"Predominantly Strong Material"
"1246","IlocosRegion",57,3,0,"Predominantly Strong Material"
"1247","Visayas",66,2,0,"Predominantly Strong Material"
"1248","DavaoRegion",46,3,0,"Predominantly Strong Material"
"1249","DavaoRegion",41,2,0,"Predominantly Strong Material"
"1250","Visayas",37,3,1,"Predominantly Light/Salvaged Material"
"1251","DavaoRegion",50,5,0,"Predominantly Strong Material"
"1252","CentralLuzon",37,3,0,"Predominantly Strong Material"
"1253","MetroManila",45,2,0,"Predominantly Strong Material"
"1254","Visayas",45,4,0,"Predominantly Strong Material"
"1255","Visayas",54,2,0,"Predominantly Strong Material"
"1256","Visayas",63,0,0,"Predominantly Strong Material"
"1257","Visayas",43,8,0,"Predominantly Strong Material"
"1258","IlocosRegion",55,1,0,"Predominantly Strong Material"
"1259","MetroManila",47,4,1,"Predominantly Strong Material"
"1260","CentralLuzon",63,2,0,"Predominantly Strong Material"
"1261","DavaoRegion",55,4,1,"Predominantly Strong Material"
"1262","MetroManila",76,11,2,"Predominantly Strong Material"
"1263","Visayas",20,3,1,"Predominantly Strong Material"
"1264","MetroManila",44,10,0,"Predominantly Strong Material"
"1265","CentralLuzon",51,1,0,"Predominantly Strong Material"
"1266","MetroManila",51,4,0,"Predominantly Strong Material"
"1267","Visayas",68,9,1,"Predominantly Strong Material"
"1268","Visayas",63,3,0,"Predominantly Strong Material"
"1269","Visayas",53,14,2,"Predominantly Strong Material"
"1270","Visayas",45,6,2,"Predominantly Light/Salvaged Material"
"1271","IlocosRegion",69,1,0,"Predominantly Strong Material"
"1272","CentralLuzon",62,6,0,"Predominantly Strong Material"
"1273","MetroManila",60,3,0,"Predominantly Strong Material"
"1274","IlocosRegion",74,0,0,"Predominantly Strong Material"
"1275","DavaoRegion",63,1,0,"Predominantly Strong Material"
"1276","DavaoRegion",65,5,1,"Predominantly Strong Material"
"1277","Visayas",68,4,0,"Predominantly Strong Material"
"1278","CentralLuzon",71,5,0,"Predominantly Strong Material"
"1279","Visayas",45,4,0,"Predominantly Strong Material"
"1280","Visayas",64,0,0,"Predominantly Strong Material"
"1281","CentralLuzon",58,2,0,"Predominantly Strong Material"
"1282","CentralLuzon",70,1,0,"Predominantly Light/Salvaged Material"
"1283","Visayas",62,1,0,"Predominantly Strong Material"
"1284","MetroManila",71,6,0,"Predominantly Strong Material"
"1285","Visayas",46,4,0,"Predominantly Strong Material"
"1286","Visayas",74,4,0,"Predominantly Strong Material"
"1287","Visayas",58,2,0,"Predominantly Strong Material"
"1288","DavaoRegion",45,5,0,"Predominantly Strong Material"
"1289","Visayas",57,0,0,"Predominantly Strong Material"
"1290","Visayas",59,9,4,"Predominantly Strong Material"
"1291","CentralLuzon",59,4,0,"Predominantly Strong Material"
"1292","CentralLuzon",65,5,1,"Predominantly Strong Material"
"1293","CentralLuzon",75,3,0,"Predominantly Strong Material"
"1294","Visayas",48,9,1,"Predominantly Strong Material"
"1295","Visayas",65,4,1,"Predominantly Strong Material"
"1296","MetroManila",52,4,1,"Predominantly Strong Material"
"1297","IlocosRegion",55,3,0,"Predominantly Strong Material"
"1298","Visayas",52,2,0,"Predominantly Light/Salvaged Material"
"1299","Visayas",51,7,0,"Predominantly Strong Material"
"1300","Visayas",55,2,0,"Predominantly Light/Salvaged Material"
"1301","Visayas",41,4,0,"Predominantly Strong Material"
"1302","MetroManila",68,1,0,"Predominantly Strong Material"
"1303","Visayas",87,1,0,"Predominantly Strong Material"
"1304","DavaoRegion",51,2,0,"Predominantly Strong Material"
"1305","DavaoRegion",45,4,0,"Predominantly Light/Salvaged Material"
"1306","Visayas",33,1,0,"Predominantly Strong Material"
"1307","Visayas",59,3,0,"Predominantly Strong Material"
"1308","CentralLuzon",55,0,0,"Predominantly Strong Material"
"1309","CentralLuzon",22,3,1,"Predominantly Strong Material"
"1310","MetroManila",56,9,0,"Predominantly Strong Material"
"1311","IlocosRegion",76,2,0,"Predominantly Strong Material"
"1312","MetroManila",61,2,0,"Predominantly Strong Material"
"1313","IlocosRegion",75,1,0,"Predominantly Strong Material"
"1314","CentralLuzon",35,6,1,"Predominantly Strong Material"
"1315","Visayas",47,7,0,"Predominantly Strong Material"
"1316","MetroManila",55,6,1,"Predominantly Strong Material"
"1317","MetroManila",40,4,1,"Predominantly Strong Material"
"1318","MetroManila",46,1,0,"Predominantly Strong Material"
"1319","MetroManila",56,5,0,"Predominantly Strong Material"
"1320","Visayas",68,5,0,"Predominantly Strong Material"
"1321","Visayas",47,7,1,"Predominantly Light/Salvaged Material"
"1322","Visayas",53,6,2,"Predominantly Strong Material"
"1323","MetroManila",53,5,0,"Predominantly Strong Material"
"1324","IlocosRegion",75,1,0,"Predominantly Strong Material"
"1325","MetroManila",67,3,0,"Predominantly Strong Material"
"1326","DavaoRegion",67,1,0,"Predominantly Strong Material"
"1327","IlocosRegion",39,3,0,"Predominantly Strong Material"
"1328","IlocosRegion",82,6,0,"Predominantly Strong Material"
"1329","Visayas",40,3,1,"Predominantly Strong Material"
"1330","MetroManila",90,7,0,"Predominantly Strong Material"
"1331","Visayas",36,7,1,"Predominantly Strong Material"
"1332","CentralLuzon",53,2,0,"Predominantly Strong Material"
"1333","MetroManila",53,4,0,"Predominantly Strong Material"
"1334","CentralLuzon",39,4,0,"Predominantly Strong Material"
"1335","Visayas",44,4,0,"Predominantly Strong Material"
"1336","Visayas",78,2,0,"Predominantly Light/Salvaged Material"
"1337","IlocosRegion",53,4,0,"Predominantly Strong Material"
"1338","Visayas",41,4,0,"Predominantly Light/Salvaged Material"
"1339","Visayas",42,4,0,"Predominantly Strong Material"
"1340","Visayas",52,3,0,"Predominantly Strong Material"
"1341","IlocosRegion",24,1,0,"Predominantly Strong Material"
"1342","IlocosRegion",64,8,1,"Predominantly Strong Material"
"1343","DavaoRegion",65,2,0,"Predominantly Strong Material"
"1344","MetroManila",49,5,0,"Predominantly Strong Material"
"1345","Visayas",35,6,2,"Predominantly Strong Material"
"1346","Visayas",58,2,0,"Predominantly Strong Material"
"1347","IlocosRegion",58,8,1,"Predominantly Strong Material"
"1348","Visayas",38,4,1,"Predominantly Light/Salvaged Material"
"1349","Visayas",64,4,1,"Predominantly Strong Material"
"1350","Visayas",73,4,0,"Predominantly Strong Material"
"1351","IlocosRegion",55,1,0,"Predominantly Strong Material"
"1352","Visayas",63,3,0,"Predominantly Strong Material"
"1353","DavaoRegion",71,5,1,"Predominantly Light/Salvaged Material"
"1354","Visayas",34,3,1,"Predominantly Strong Material"
"1355","Visayas",47,5,1,"Predominantly Strong Material"
"1356","IlocosRegion",63,8,3,"Predominantly Strong Material"
"1357","IlocosRegion",49,5,1,"Predominantly Strong Material"
"1358","MetroManila",68,0,0,"Predominantly Strong Material"
"1359","Visayas",72,2,0,"Predominantly Light/Salvaged Material"
"1360","DavaoRegion",58,1,0,"Predominantly Light/Salvaged Material"
"1361","Visayas",45,4,0,"Predominantly Strong Material"
"1362","CentralLuzon",69,4,0,"Predominantly Strong Material"
"1363","CentralLuzon",61,4,0,"Predominantly Strong Material"
"1364","Visayas",46,8,1,"Predominantly Strong Material"
"1365","IlocosRegion",43,1,0,"Predominantly Light/Salvaged Material"
"1366","MetroManila",59,6,1,"Predominantly Strong Material"
"1367","MetroManila",29,4,1,"Predominantly Strong Material"
"1368","IlocosRegion",52,2,0,"Predominantly Strong Material"
"1369","Visayas",88,2,0,"Predominantly Strong Material"
"1370","DavaoRegion",55,1,0,"Predominantly Strong Material"
"1371","CentralLuzon",48,3,0,"Predominantly Strong Material"
"1372","MetroManila",64,2,0,"Predominantly Strong Material"
"1373","Visayas",40,5,0,"Predominantly Light/Salvaged Material"
"1374","CentralLuzon",31,3,2,"Predominantly Strong Material"
"1375","Visayas",46,5,0,"Predominantly Strong Material"
"1376","Visayas",30,5,1,"Predominantly Light/Salvaged Material"
"1377","Visayas",65,0,0,"Predominantly Strong Material"
"1378","Visayas",50,0,0,"Predominantly Strong Material"
"1379","Visayas",63,1,0,"Predominantly Strong Material"
"1380","Visayas",43,7,2,"Predominantly Light/Salvaged Material"
"1381","IlocosRegion",45,5,0,"Predominantly Light/Salvaged Material"
"1382","DavaoRegion",28,0,0,"Predominantly Strong Material"
"1383","DavaoRegion",62,3,0,"Predominantly Strong Material"
"1384","MetroManila",51,3,0,"Predominantly Strong Material"
"1385","MetroManila",32,0,0,"Predominantly Strong Material"
"1386","DavaoRegion",51,4,0,"Predominantly Strong Material"
"1387","MetroManila",73,6,0,"Predominantly Strong Material"
"1388","Visayas",47,2,0,"Predominantly Strong Material"
"1389","MetroManila",74,4,0,"Predominantly Strong Material"
"1390","Visayas",38,4,0,"Predominantly Strong Material"
"1391","Visayas",81,0,0,"Predominantly Strong Material"
"1392","MetroManila",25,1,0,"Predominantly Strong Material"
"1393","Visayas",48,8,1,"Predominantly Strong Material"
"1394","Visayas",39,7,1,"Predominantly Light/Salvaged Material"
"1395","DavaoRegion",56,5,0,"Predominantly Strong Material"
"1396","Visayas",38,2,0,"Predominantly Strong Material"
"1397","CentralLuzon",45,8,0,"Predominantly Strong Material"
"1398","CentralLuzon",57,2,0,"Predominantly Strong Material"
"1399","CentralLuzon",65,3,1,"Predominantly Strong Material"
"1400","Visayas",73,2,0,"Predominantly Strong Material"
"1401","CentralLuzon",76,3,0,"Predominantly Strong Material"
"1402","Visayas",85,2,0,"Predominantly Strong Material"
"1403","CentralLuzon",65,4,0,"Predominantly Strong Material"
"1404","Visayas",45,9,2,"Predominantly Strong Material"
"1405","IlocosRegion",41,4,0,"Predominantly Strong Material"
"1406","DavaoRegion",75,5,1,"Predominantly Strong Material"
"1407","Visayas",53,9,2,"Predominantly Light/Salvaged Material"
"1408","Visayas",74,2,0,"Predominantly Strong Material"
"1409","MetroManila",40,3,0,"Predominantly Strong Material"
"1410","Visayas",80,0,0,"Predominantly Light/Salvaged Material"
"1411","MetroManila",69,3,0,"Predominantly Strong Material"
"1412","CentralLuzon",37,5,1,"Predominantly Strong Material"
"1413","MetroManila",40,5,2,"Predominantly Strong Material"
"1414","CentralLuzon",51,3,0,"Predominantly Strong Material"
"1415","MetroManila",53,3,0,"Predominantly Strong Material"
"1416","CentralLuzon",48,7,1,"Predominantly Strong Material"
"1417","Visayas",42,4,1,"Predominantly Strong Material"
"1418","MetroManila",50,0,0,"Predominantly Strong Material"
"1419","IlocosRegion",73,2,0,"Predominantly Light/Salvaged Material"
"1420","CentralLuzon",51,4,0,"Predominantly Strong Material"
"1421","DavaoRegion",57,3,0,"Predominantly Strong Material"
"1422","Visayas",51,2,0,"Predominantly Strong Material"
"1423","CentralLuzon",62,4,0,"Predominantly Strong Material"
"1424","Visayas",53,5,0,"Predominantly Strong Material"
"1425","IlocosRegion",82,2,0,"Predominantly Strong Material"
"1426","IlocosRegion",73,1,0,"Predominantly Strong Material"
"1427","CentralLuzon",80,4,0,"Predominantly Strong Material"
"1428","Visayas",31,5,2,"Predominantly Strong Material"
"1429","Visayas",48,4,0,"Predominantly Strong Material"
"1430","IlocosRegion",66,7,0,"Predominantly Strong Material"
"1431","Visayas",64,1,0,"Predominantly Strong Material"
"1432","Visayas",59,7,0,"Predominantly Strong Material"
