id,days,last_scraped,host_since,room_type,bathrooms,bedrooms,price,number_of_reviews,review_scores_cleanliness,review_scores_location,review_scores_value,instant_bookable
8431998,1722,4/2/2017,7/15/2012,Private room,1,1,75,0,NA,NA,NA,f
8435067,983,4/2/2017,7/24/2014,Private room,1,1,99,1,10,10,10,f
8435582,1165,4/2/2017,1/23/2014,Private room,1,1,85,3,10,10,10,f
8436207,1969,4/2/2017,11/11/2011,Private room,1,1,59,65,10,9,10,t
8437115,1082,4/2/2017,4/16/2014,Entire home/apt,1,1,150,1,6,8,8,f
8437599,734,4/2/2017,3/30/2015,Entire home/apt,1,1,259,0,NA,NA,NA,f
8438536,563,4/2/2017,9/17/2015,Entire home/apt,1,1,200,0,NA,NA,NA,f
8438775,601,4/2/2017,8/10/2015,Private room,1,1,137,59,9,10,10,f
8439030,563,4/2/2017,9/17/2015,Private room,1,1,85,2,10,10,10,f
8439145,1350,4/2/2017,7/22/2013,Entire home/apt,1,0,159,0,NA,NA,NA,f
8439191,1740,4/2/2017,6/27/2012,Entire home/apt,1,0,124,13,10,10,10,f
8439595,1582,4/2/2017,12/2/2012,Entire home/apt,1,1,229,6,9,10,9,f
8439758,563,4/2/2017,9/17/2015,Private room,1,1,125,23,10,10,10,f
8440163,874,4/2/2017,11/10/2014,Private room,1,1,110,14,10,9,9,f
8440352,1377,4/3/2017,6/26/2013,Private room,1,1,70,82,9,9,9,t
8440383,623,4/2/2017,7/19/2015,Private room,1.5,1,60,27,9,9,9,f
8440866,925,4/2/2017,9/20/2014,Private room,1,1,103,111,9,10,9,t
8441969,1964,4/2/2017,11/16/2011,Private room,1,1,79,2,9,9,10,f
8442243,563,4/2/2017,9/17/2015,Private room,1,1,175,0,NA,NA,NA,f
8442642,1964,4/2/2017,11/16/2011,Private room,1,1,109,2,10,10,10,f
8442672,1472,4/2/2017,3/22/2013,Entire home/apt,1,2,350,4,9,9,9,f
8442997,988,4/2/2017,7/19/2014,Private room,1,1,67,5,9,9,9,f
8443234,563,4/2/2017,9/17/2015,Entire home/apt,1,1,200,0,NA,NA,NA,f
8443366,682,4/2/2017,5/21/2015,Entire home/apt,1,1,90,0,NA,NA,NA,f
8443396,1006,4/2/2017,7/1/2014,Entire home/apt,1,1,325,35,9,9,9,t
8443516,1255,4/2/2017,10/25/2013,Private room,1,1,80,1,10,10,10,f
8443684,563,4/2/2017,9/17/2015,Private room,1,1,99,58,10,9,9,t
8443943,864,4/2/2017,11/20/2014,Entire home/apt,2,2,400,0,NA,NA,NA,f
8444013,1163,4/2/2017,1/25/2014,Private room,1,1,120,8,10,10,10,f
8444115,1061,4/2/2017,5/7/2014,Entire home/apt,1,2,300,8,9,9,8,f
8444555,566,4/2/2017,9/14/2015,Private room,1,1,50,48,10,9,9,f
8444619,1530,4/2/2017,1/23/2013,Private room,1,1,85,28,9,10,10,f
8444730,563,4/2/2017,9/17/2015,Entire home/apt,1,0,190,4,8,10,9,f
8444863,1959,4/2/2017,11/21/2011,Entire home/apt,2.5,3,375,2,9,10,10,f
8444940,563,4/2/2017,9/17/2015,Private room,1,1,50,36,10,9,9,f
8445013,761,4/2/2017,3/3/2015,Entire home/apt,1,1,250,21,9,10,9,f
8445883,960,4/2/2017,8/16/2014,Private room,1,1,125,2,9,10,8,f
8454042,570,4/2/2017,9/10/2015,Private room,1,1,40,7,9,7,8,f
8454886,1019,4/2/2017,6/18/2014,Private room,1,1,160,2,10,10,10,f
8455561,1004,4/2/2017,7/3/2014,Private room,1,1,59,0,NA,NA,NA,f
8455625,570,4/2/2017,9/10/2015,Private room,1,1,39,10,9,8,9,f
8456014,562,4/2/2017,9/18/2015,Private room,1,1,100,0,NA,NA,NA,f
8456758,601,4/2/2017,8/10/2015,Private room,1,1,50,23,9,10,9,t
8456805,596,4/2/2017,8/15/2015,Private room,2,1,175,12,10,8,10,t
8456825,562,4/2/2017,9/18/2015,Entire home/apt,1,1,80,67,10,9,10,t
8456857,562,4/2/2017,9/18/2015,Entire home/apt,1,1,155,6,8,10,9,f
8457294,562,4/2/2017,9/18/2015,Private room,1,1,65,8,10,8,9,f
8458125,1040,4/3/2017,5/29/2014,Entire home/apt,1,1,190,0,NA,NA,NA,f
8458658,1189,4/2/2017,12/30/2013,Shared room,1,1,75,1,10,10,10,f
8458793,1924,4/2/2017,12/26/2011,Entire home/apt,1,1,109,37,10,9,10,f
8458863,567,4/2/2017,9/13/2015,Entire home/apt,1,0,100,7,7,10,9,f
8458952,1189,4/2/2017,12/30/2013,Private room,1,1,100,0,NA,NA,NA,f
8458966,848,4/2/2017,12/6/2014,Private room,1,1,105,37,10,10,9,f
8459000,1953,4/2/2017,11/27/2011,Private room,1,1,85,1,2,8,2,f
8459183,1692,4/2/2017,8/14/2012,Entire home/apt,1,2,250,3,10,9,9,f
8459266,1565,4/2/2017,12/19/2012,Entire home/apt,1,1,170,19,9,10,10,f
8459345,1661,4/2/2017,9/14/2012,Entire home/apt,2,4,345,10,9,10,10,f
8459687,1655,4/2/2017,9/20/2012,Entire home/apt,1,1,95,1,8,10,10,f
8459696,665,4/2/2017,6/7/2015,Private room,1,1,75,72,10,9,10,f
8460304,562,4/2/2017,9/18/2015,Entire home/apt,1,1,199,5,10,10,9,f
8461251,1110,4/2/2017,3/19/2014,Private room,1,1,63,1,NA,NA,NA,f
8467862,664,4/2/2017,6/8/2015,Private room,1,1,127,2,10,10,10,f
8467950,561,4/2/2017,9/19/2015,Entire home/apt,1,1,150,0,NA,NA,NA,f
8468180,561,4/2/2017,9/19/2015,Entire home/apt,1.5,1,275,1,10,10,8,f
8468615,952,4/2/2017,8/24/2014,Private room,1,1,85,8,10,10,10,f
8468662,976,4/2/2017,7/31/2014,Entire home/apt,1,0,150,1,NA,NA,NA,f
8468835,1411,4/2/2017,5/22/2013,Private room,1,1,50,2,6,3,5,f
8470281,715,4/2/2017,4/18/2015,Private room,1,1,60,0,NA,NA,NA,f
8470381,561,4/2/2017,9/19/2015,Entire home/apt,1,0,150,45,9,10,9,f
8470384,561,4/2/2017,9/19/2015,Entire home/apt,1,0,119,16,8,10,9,f
8470491,938,4/3/2017,9/8/2014,Entire home/apt,1,1,195,78,8,10,9,t
8470974,1742,4/2/2017,6/25/2012,Entire home/apt,1,1,192,5,10,10,10,f
8471007,561,4/2/2017,9/19/2015,Entire home/apt,1,1,170,13,9,10,10,f
8471061,561,4/2/2017,9/19/2015,Entire home/apt,1,1,119,2,10,8,6,f
8471063,1071,4/2/2017,4/27/2014,Shared room,1,1,70,8,10,10,10,f
8472045,1293,4/3/2017,9/18/2013,Entire home/apt,1,1,129,23,9,10,10,f
8472069,1636,4/3/2017,10/10/2012,Private room,1,1,80,79,10,10,10,f
8472812,1274,4/3/2017,10/7/2013,Entire home/apt,1,1,130,1,8,10,10,f
8472888,561,4/2/2017,9/19/2015,Private room,1.5,1,100,0,NA,NA,NA,f
8472997,1699,4/3/2017,8/8/2012,Entire home/apt,1,1,199,0,NA,NA,NA,f
8473221,604,4/3/2017,8/8/2015,Entire home/apt,2,2,475,3,10,10,10,f
8473327,972,4/3/2017,8/5/2014,Private room,2,1,34,110,8,9,9,f
8473374,1522,4/3/2017,2/1/2013,Private room,1,1,180,2,10,10,10,f
8473480,947,4/3/2017,8/30/2014,Private room,1,1,180,62,10,10,9,f
8473484,562,4/3/2017,9/19/2015,Private room,0,1,70,3,10,10,10,f
8473523,568,4/3/2017,9/13/2015,Entire home/apt,2,3,600,65,9,10,9,t
8473532,562,4/3/2017,9/19/2015,Private room,1,1,65,5,8,8,9,f
8473571,1910,4/3/2017,1/10/2012,Entire home/apt,1,2,300,87,10,10,10,f
8473623,1458,4/3/2017,4/6/2013,Private room,1,1,75,1,10,10,8,f
8473811,646,4/3/2017,6/27/2015,Entire home/apt,2,3,200,1,8,10,10,t
8473919,2041,4/3/2017,9/1/2011,Private room,1,1,35,1,10,10,10,f
8474260,606,4/3/2017,8/6/2015,Private room,0.5,1,40,2,6,8,8,f
8474806,561,4/3/2017,9/20/2015,Entire home/apt,1,1,68,6,9,10,9,f
8475392,699,4/3/2017,5/5/2015,Private room,1,1,45,17,9,9,10,t
8479799,561,4/3/2017,9/20/2015,Private room,1,1,135,14,10,10,10,f
8480087,561,4/3/2017,9/20/2015,Private room,1,1,200,2,10,10,10,f
8480331,665,4/3/2017,6/8/2015,Private room,1,1,140,1,10,10,10,f
8481074,561,4/3/2017,9/20/2015,Entire home/apt,1,2,250,2,9,10,10,f
8482315,561,4/3/2017,9/20/2015,Entire home/apt,1,1,250,0,NA,NA,NA,f
8482905,561,4/3/2017,9/20/2015,Entire home/apt,1,0,200,1,10,10,10,f
8482952,561,4/3/2017,9/20/2015,Entire home/apt,1,1,170,1,10,10,10,f
8483688,1276,4/3/2017,10/5/2013,Private room,1,1,42,0,NA,NA,NA,f
8484030,561,4/3/2017,9/20/2015,Private room,1,1,222,47,9,10,10,t
8484152,804,4/3/2017,1/20/2015,Private room,2,1,65,2,8,9,10,f
8484417,656,4/3/2017,6/17/2015,Private room,1,1,57,12,10,8,9,f
8484704,2083,4/3/2017,7/21/2011,Entire home/apt,1,1,112,43,8,9,9,f
8485053,2697,4/3/2017,11/14/2009,Entire home/apt,1,1,360,3,10,10,10,f
8485057,1219,4/3/2017,12/1/2013,Entire home/apt,1,1,80,18,10,9,10,f
8485529,734,4/3/2017,3/31/2015,Entire home/apt,1,0,130,4,10,10,10,f
8485554,566,4/3/2017,9/15/2015,Private room,1,1,90,32,10,9,9,t
8485571,1457,4/3/2017,4/7/2013,Entire home/apt,1,0,140,2,10,10,10,f
8485651,1049,4/3/2017,5/20/2014,Entire home/apt,1,1,180,2,10,10,10,f
8485671,743,4/3/2017,3/22/2015,Entire home/apt,1,0,200,2,8,10,9,f
8486046,1600,4/3/2017,11/15/2012,Private room,1,1,100,132,9,10,10,t
8486894,2392,4/2/2017,9/14/2010,Entire home/apt,1,0,98,32,9,10,9,f
8486946,616,4/3/2017,7/27/2015,Private room,1,1,50,0,NA,NA,NA,f
8487757,988,4/3/2017,7/20/2014,Private room,1,1,100,0,NA,NA,NA,f
8487784,705,4/3/2017,4/29/2015,Private room,1,1,125,19,10,10,10,t
8487875,561,4/3/2017,9/20/2015,Entire home/apt,1.5,3,260,0,NA,NA,NA,f
8488082,1354,4/3/2017,7/19/2013,Entire home/apt,1,1,130,1,10,10,10,f
8488097,573,4/3/2017,9/8/2015,Private room,1,1,90,2,6,10,8,f
8488273,754,4/3/2017,3/11/2015,Private room,1,1,70,7,10,10,10,f
8488615,1621,4/3/2017,10/25/2012,Entire home/apt,1,1,175,1,10,10,10,f
8488834,560,4/2/2017,9/20/2015,Entire home/apt,1,2,225,11,10,10,10,f
8492253,1651,4/3/2017,9/25/2012,Private room,1,1,45,5,10,10,10,f
8496270,560,4/3/2017,9/21/2015,Entire home/apt,1,0,500,0,NA,NA,NA,f
8496897,672,4/3/2017,6/1/2015,Private room,1,1,200,1,10,10,10,f
8498323,560,4/3/2017,9/21/2015,Entire home/apt,2,2,650,0,NA,NA,NA,f
8498885,700,4/3/2017,5/4/2015,Entire home/apt,1,2,200,4,7,8,9,f
8498999,560,4/3/2017,9/21/2015,Entire home/apt,1,1,180,0,NA,NA,NA,f
8499397,875,4/3/2017,11/10/2014,Entire home/apt,1,2,119,8,10,10,10,f
8499619,1009,4/3/2017,6/29/2014,Entire home/apt,1,1,250,31,10,10,10,f
8499719,1669,4/3/2017,9/7/2012,Private room,1,1,55,29,10,9,10,f
8499922,1739,4/3/2017,6/29/2012,Private room,1,1,50,24,10,9,9,f
8501038,1624,4/3/2017,10/22/2012,Entire home/apt,1,1,225,2,10,10,10,f
8501317,958,4/2/2017,8/18/2014,Entire home/apt,1,1,290,0,NA,NA,NA,f
8501323,1138,4/2/2017,2/19/2014,Private room,1,1,52,36,9,9,9,f
8501371,1252,4/3/2017,10/29/2013,Private room,1,1,52,23,9,9,9,f
8501574,560,4/3/2017,9/21/2015,Entire home/apt,2,2,465,67,9,10,9,f
8501589,760,4/3/2017,3/5/2015,Entire home/apt,1,1,165,1,10,6,10,f
8501722,1139,4/3/2017,2/19/2014,Private room,1,1,65,5,9,10,9,f
8501823,1006,4/3/2017,7/2/2014,Private room,1,1,62,1,8,8,8,f
8502567,560,4/3/2017,9/21/2015,Private room,1,1,60,0,NA,NA,NA,f
8502682,792,4/2/2017,1/31/2015,Private room,1,1,65,1,8,8,10,f
8502814,1307,4/3/2017,9/4/2013,Entire home/apt,1,1,70,0,NA,NA,NA,f
8503064,1018,4/3/2017,6/20/2014,Private room,1,1,90,1,10,10,10,f
8503280,814,4/3/2017,1/10/2015,Private room,2,1,45,1,8,10,10,f
8503433,560,4/3/2017,9/21/2015,Entire home/apt,2,1,250,0,NA,NA,NA,f
8503459,983,4/3/2017,7/25/2014,Private room,1,1,90,1,NA,NA,NA,f
8503830,2196,4/3/2017,3/30/2011,Entire home/apt,1,2,150,9,6,9,7,f
8504231,560,4/3/2017,9/21/2015,Private room,1,1,109,7,9,8,9,f
8504263,630,4/3/2017,7/13/2015,Private room,1,1,100,44,10,10,10,f
8504666,560,4/3/2017,9/21/2015,Entire home/apt,1.5,2,150,15,9,9,10,f
8504708,1941,4/3/2017,12/10/2011,Entire home/apt,1,2,295,16,9,9,10,f
8504873,955,4/2/2017,8/21/2014,Private room,1,1,125,62,10,9,10,f
8505031,560,4/3/2017,9/21/2015,Entire home/apt,1,1,55,1,10,10,10,f
8505035,560,4/3/2017,9/21/2015,Private room,1,1,70,4,10,10,10,f
8506127,854,4/3/2017,12/1/2014,Entire home/apt,1,0,170,9,10,10,10,f
8506167,560,4/3/2017,9/21/2015,Entire home/apt,1,1,70,1,8,10,10,f
8506665,563,4/3/2017,9/18/2015,Entire home/apt,1,1,115,1,10,10,10,f
8506745,568,4/2/2017,9/12/2015,Shared room,1,1,29,25,8,9,9,f
8506757,1658,4/2/2017,9/17/2012,Entire home/apt,1,1,195,48,10,10,10,f
8506867,2367,4/3/2017,10/10/2010,Entire home/apt,1,2,220,2,7,10,9,f
8507219,941,4/3/2017,9/5/2014,Private room,1,1,80,18,10,10,10,f
8507328,567,4/3/2017,9/14/2015,Private room,1,1,50,40,10,9,9,f
8507643,1473,4/2/2017,3/21/2013,Private room,1,1,110,5,9,10,9,f
8507768,2215,4/3/2017,3/11/2011,Private room,1,1,70,18,9,9,9,t
8513839,1729,4/3/2017,7/9/2012,Entire home/apt,1,1,105,1,10,10,10,f
8514448,1012,4/3/2017,6/26/2014,Entire home/apt,1,0,150,0,NA,NA,NA,f
8515213,559,4/3/2017,9/22/2015,Entire home/apt,2,0,2000,2,10,10,10,f
8516438,698,4/3/2017,5/6/2015,Entire home/apt,1,0,149,28,9,10,9,f
8517102,593,4/3/2017,8/19/2015,Private room,1,1,60,0,NA,NA,NA,f
8517234,559,4/3/2017,9/22/2015,Entire home/apt,1,0,249,26,9,9,9,f
8517344,559,4/3/2017,9/22/2015,Private room,1.5,1,35,5,9,10,10,f
8517554,1915,4/3/2017,1/5/2012,Entire home/apt,1,0,169,8,10,10,10,f
8518051,559,4/3/2017,9/22/2015,Entire home/apt,1,1,82,20,10,9,9,f
8518280,1588,4/3/2017,11/27/2012,Entire home/apt,1,1,100,6,9,10,9,f
8518878,1586,4/3/2017,11/29/2012,Entire home/apt,1,1,125,1,NA,NA,NA,f
8519400,559,4/3/2017,9/22/2015,Entire home/apt,1,2,200,0,NA,NA,NA,f
8519507,972,4/3/2017,8/5/2014,Entire home/apt,1,1,200,2,10,10,10,f
8520094,558,4/2/2017,9/22/2015,Entire home/apt,1,1,199,71,9,10,9,t
8520228,2022,4/2/2017,9/19/2011,Entire home/apt,1,1,189,65,10,10,9,f
8520667,1242,4/2/2017,11/7/2013,Private room,1.5,1,50,2,8,8,9,f
8520693,558,4/2/2017,9/22/2015,Entire home/apt,3,3,750,38,10,10,10,f
8520836,558,4/2/2017,9/22/2015,Entire home/apt,1.5,3,300,2,NA,NA,NA,f
8521188,2124,4/2/2017,6/9/2011,Entire home/apt,1,1,285,2,9,10,10,f
8521666,2058,4/2/2017,8/14/2011,Entire home/apt,1,0,95,30,9,9,9,f
8521692,1686,4/2/2017,8/20/2012,Entire home/apt,1,1,350,6,9,10,8,f
8522395,939,4/2/2017,9/6/2014,Private room,2,1,37,15,10,9,10,f
8522756,558,4/2/2017,9/22/2015,Shared room,1,1,60,0,NA,NA,NA,f
8522933,568,4/2/2017,9/12/2015,Private room,1,1,90,54,9,9,9,t
8523066,558,4/2/2017,9/22/2015,Private room,1,1,69,2,8,10,9,f
8523360,558,4/2/2017,9/22/2015,Private room,1,1,69,1,8,10,10,f
8523688,1130,4/2/2017,2/27/2014,Entire home/apt,1,1,115,2,10,10,10,f
8523742,558,4/2/2017,9/22/2015,Entire home/apt,1,0,99,11,9,9,10,f
8523910,558,4/2/2017,9/22/2015,Entire home/apt,1,3,250,1,6,10,8,f
8523953,558,4/2/2017,9/22/2015,Private room,1,1,90,5,9,10,9,f
8525172,557,4/2/2017,9/23/2015,Shared room,1,1,60,38,9,10,9,f
8525292,565,4/2/2017,9/15/2015,Entire home/apt,1,1,105,25,9,10,10,f
8529957,1473,4/2/2017,3/21/2013,Private room,1,0,247,6,8,9,9,f
8531772,559,4/2/2017,9/21/2015,Entire home/apt,1,0,125,2,9,10,10,f
8531976,992,4/2/2017,7/15/2014,Private room,1,1,60,4,10,9,10,f
8532088,691,4/2/2017,5/12/2015,Private room,1,1,74,2,10,7,8,f
8532128,557,4/2/2017,9/23/2015,Entire home/apt,1,1,215,0,NA,NA,NA,f
8532358,557,4/2/2017,9/23/2015,Private room,1,1,45,18,9,9,10,f
8532763,557,4/2/2017,9/23/2015,Private room,0,1,72,71,10,9,10,t
8532876,680,4/2/2017,5/23/2015,Private room,1,1,80,0,NA,NA,NA,f
8533035,557,4/2/2017,9/23/2015,Entire home/apt,1,1,250,1,10,10,10,f
8533225,1962,4/2/2017,11/18/2011,Entire home/apt,3,3,229,67,9,9,10,f
8533457,557,4/2/2017,9/23/2015,Private room,1,1,70,16,10,9,10,t
8534267,774,4/2/2017,2/18/2015,Shared room,2,1,40,3,10,9,9,t
8534697,557,4/2/2017,9/23/2015,Entire home/apt,1,1,159,55,8,9,8,t
8534893,2231,4/3/2017,2/23/2011,Private room,1,1,99,30,9,10,9,f
8534963,637,4/2/2017,7/5/2015,Private room,1,1,55,0,NA,NA,NA,f
8535125,557,4/2/2017,9/23/2015,Private room,1,1,180,15,10,10,10,f
8535434,978,4/2/2017,7/29/2014,Entire home/apt,1,1,200,40,9,10,9,f
8536270,557,4/2/2017,9/23/2015,Entire home/apt,2,1,190,48,10,10,10,f
8536679,558,4/2/2017,9/22/2015,Shared room,1,1,100,0,NA,NA,NA,f
8537400,574,4/2/2017,9/6/2015,Entire home/apt,1,0,135,2,10,10,10,f
8537628,2688,4/3/2017,11/23/2009,Entire home/apt,1,0,250,17,10,10,9,t
8538606,557,4/2/2017,9/23/2015,Private room,1,1,130,25,9,9,9,f
8538668,1432,4/3/2017,5/2/2013,Entire home/apt,1,0,125,0,NA,NA,NA,f
8539057,1285,4/3/2017,9/26/2013,Entire home/apt,1,1,200,0,NA,NA,NA,f
8539093,1921,4/3/2017,12/30/2011,Entire home/apt,1,1,139,5,10,10,10,f
8539638,557,4/2/2017,9/23/2015,Private room,1,1,85,26,10,10,10,f
8539830,1857,4/2/2017,3/2/2012,Entire home/apt,2,2,228,0,NA,NA,NA,f
8540071,2019,4/3/2017,9/23/2011,Entire home/apt,1,1,200,32,9,10,9,f
8540435,1582,4/2/2017,12/2/2012,Entire home/apt,2,3,200,0,NA,NA,NA,f
8540941,1403,4/2/2017,5/30/2013,Private room,1,1,37,0,NA,NA,NA,f
8541831,557,4/2/2017,9/23/2015,Entire home/apt,1,1,116,0,NA,NA,NA,f
8541991,781,4/2/2017,2/11/2015,Entire home/apt,1,0,99,23,10,9,9,t
8543272,1190,4/2/2017,12/29/2013,Private room,1,1,75,1,10,10,10,f
8547039,1472,4/2/2017,3/22/2013,Private room,1,1,160,0,NA,NA,NA,f
8547335,556,4/2/2017,9/24/2015,Private room,1.5,1,64,9,9,9,10,f
8547442,1994,4/2/2017,10/17/2011,Private room,1,1,42,2,8,6,8,f
8547630,556,4/2/2017,9/24/2015,Private room,1,1,70,10,9,10,10,f
8548407,556,4/2/2017,9/24/2015,Entire home/apt,1,1,150,1,10,10,10,f
8548529,866,4/2/2017,11/18/2014,Private room,2,1,35,2,10,9,10,f
8548971,881,4/2/2017,11/3/2014,Entire home/apt,2,2,375,27,9,10,9,f
8549106,1890,4/2/2017,1/29/2012,Entire home/apt,2,2,450,14,10,10,10,f
8549355,957,4/2/2017,8/19/2014,Private room,1,1,70,28,9,9,10,f
8549372,1543,4/2/2017,1/10/2013,Entire home/apt,1,0,100,7,9,10,9,f
8549497,556,4/2/2017,9/24/2015,Entire home/apt,1,2,140,3,9,9,8,f
8549952,558,4/2/2017,9/22/2015,Entire home/apt,2,3,650,59,9,10,9,f
8550041,891,4/2/2017,10/24/2014,Entire home/apt,1,0,141,2,5,10,5,f
8550184,2020,4/2/2017,9/21/2011,Entire home/apt,1,1,279,36,10,9,10,f
8550443,2069,4/2/2017,8/3/2011,Entire home/apt,1,1,150,2,10,10,10,f
8550749,1823,4/2/2017,4/5/2012,Shared room,1,1,65,5,10,9,9,f
8550799,1570,4/2/2017,12/14/2012,Private room,1,1,80,10,10,9,9,f
8551446,881,4/2/2017,11/3/2014,Private room,1,1,125,64,10,10,10,f
8551635,1078,4/2/2017,4/20/2014,Entire home/apt,1,2,100,0,NA,NA,NA,t
8551866,556,4/2/2017,9/24/2015,Entire home/apt,1,1,800,0,NA,NA,NA,f
8552070,1652,4/2/2017,9/23/2012,Private room,1,1,70,6,9,10,10,f
8552108,556,4/2/2017,9/24/2015,Private room,1,1,50,4,10,10,10,f
8553166,1349,4/2/2017,7/23/2013,Entire home/apt,1,0,200,2,10,10,10,f
8553197,1906,4/2/2017,1/13/2012,Private room,1,1,90,0,NA,NA,NA,f
8553204,556,4/2/2017,9/24/2015,Entire home/apt,1,1,300,20,10,10,9,f
8553287,556,4/2/2017,9/24/2015,Entire home/apt,1,2,150,2,10,10,10,f
8554425,556,4/2/2017,9/24/2015,Entire home/apt,1,1,250,1,10,10,10,f
8554457,1299,4/2/2017,9/11/2013,Entire home/apt,1,0,139,2,10,10,10,f
8554547,627,4/2/2017,7/15/2015,Private room,1,1,55,3,9,9,8,f
8554567,556,4/2/2017,9/24/2015,Entire home/apt,1,1,120,54,9,10,9,f
8555036,613,4/2/2017,7/29/2015,Private room,1,1,85,0,NA,NA,NA,f
8555250,556,4/2/2017,9/24/2015,Private room,1,1,110,42,10,10,10,f
8555411,556,4/2/2017,9/24/2015,Entire home/apt,1,0,130,19,9,10,9,f
8555721,556,4/2/2017,9/24/2015,Private room,1,1,70,8,9,10,9,f
8555872,558,4/3/2017,9/23/2015,Private room,1,1,89,75,10,10,9,t
8556792,1269,4/2/2017,10/11/2013,Entire home/apt,1,1,89,35,8,9,8,f
8558627,555,4/2/2017,9/25/2015,Private room,1,0,46,22,10,9,10,f
8563025,1110,4/2/2017,3/19/2014,Shared room,1,1,85,8,9,10,9,f
8563124,831,4/3/2017,12/24/2014,Entire home/apt,1,1,180,2,10,10,10,t
8564046,557,4/2/2017,9/23/2015,Private room,1,1,120,0,NA,NA,NA,f
8564421,1389,4/2/2017,6/13/2013,Private room,1.5,1,75,110,10,10,10,f
8564509,1430,4/2/2017,5/3/2013,Entire home/apt,1,1,90,3,9,9,8,f
8564804,846,4/2/2017,12/8/2014,Entire home/apt,1,0,97,2,6,7,7,f
8565339,555,4/2/2017,9/25/2015,Private room,1,1,60,8,10,10,10,f
8565548,980,4/2/2017,7/27/2014,Private room,1,1,85,16,10,9,9,f
8566205,1659,4/2/2017,9/16/2012,Entire home/apt,2,1,400,42,10,10,10,t
8566525,555,4/2/2017,9/25/2015,Entire home/apt,1,3,85,62,9,9,9,f
8566656,1432,4/2/2017,5/1/2013,Entire home/apt,1,1,131,0,NA,NA,NA,f
8567307,555,4/2/2017,9/25/2015,Entire home/apt,2,1,200,0,NA,NA,NA,f
8568363,556,4/3/2017,9/25/2015,Entire home/apt,1,1,100,0,NA,NA,NA,f
8568841,1805,4/2/2017,4/23/2012,Entire home/apt,1,1,250,1,10,10,10,f
8569534,555,4/2/2017,9/25/2015,Private room,1,1,115,42,9,9,9,f
8569922,1711,4/2/2017,7/26/2012,Entire home/apt,1,1,100,3,9,9,9,f
8569951,1934,4/2/2017,12/16/2011,Private room,1,1,99,41,9,10,10,f
8570705,1647,4/2/2017,9/28/2012,Private room,1,2,142,1,NA,NA,NA,f
8571594,554,4/2/2017,9/26/2015,Entire home/apt,1,3,140,20,10,9,9,f
8574989,554,4/2/2017,9/26/2015,Private room,1.5,1,90,1,10,10,10,f
8575163,554,4/2/2017,9/26/2015,Private room,1.5,1,129,1,10,8,10,f
8576371,565,4/2/2017,9/15/2015,Private room,1.5,1,65,20,10,9,9,f
8577949,1163,4/2/2017,1/25/2014,Entire home/apt,2.5,5,800,1,NA,NA,NA,f
8578865,554,4/2/2017,9/26/2015,Private room,2,1,100,2,8,7,7,f
8579806,1527,4/2/2017,1/26/2013,Entire home/apt,1,1,185,8,10,10,10,f
8579865,1170,4/2/2017,1/18/2014,Private room,1,1,100,2,9,10,9,f
8580704,1233,4/2/2017,11/16/2013,Private room,1,1,60,0,NA,NA,NA,f
8580746,556,4/2/2017,9/24/2015,Entire home/apt,1,1,55,55,8,8,8,f
8582163,752,4/2/2017,3/12/2015,Entire home/apt,1,1,85,36,7,9,8,t
8582202,1671,4/2/2017,9/4/2012,Entire home/apt,1,1,131,19,9,10,9,f
8582762,556,4/3/2017,9/25/2015,Private room,1,1,90,0,NA,NA,NA,f
8584424,1833,4/2/2017,3/26/2012,Entire home/apt,1.5,2,300,3,10,9,9,f
8588016,553,4/2/2017,9/27/2015,Entire home/apt,1,0,70,7,8,9,9,f
8588357,1754,4/3/2017,6/14/2012,Private room,1,1,80,6,8,9,9,f
8588390,1221,4/2/2017,11/28/2013,Private room,1,1,120,0,NA,NA,NA,f
8588621,814,4/3/2017,1/10/2015,Private room,1,1,60,25,10,10,10,t
8589299,553,4/2/2017,9/27/2015,Private room,1,1,80,0,NA,NA,NA,f
8589444,553,4/2/2017,9/27/2015,Private room,1,1,90,10,9,10,10,f
8589668,2785,4/2/2017,8/17/2009,Entire home/apt,1,1,175,6,8,9,8,f
8589729,553,4/2/2017,9/27/2015,Entire home/apt,2,2,185,31,9,10,10,f
8590198,697,4/2/2017,5/6/2015,Private room,1,1,40,11,10,9,10,f
8590275,553,4/2/2017,9/27/2015,Entire home/apt,1,0,340,0,NA,NA,NA,f
8590663,553,4/2/2017,9/27/2015,Private room,1,1,150,5,10,10,10,f
8592390,1707,4/2/2017,7/30/2012,Private room,1,1,45,15,10,10,10,f
8592525,1479,4/2/2017,3/15/2013,Entire home/apt,1,2,200,1,NA,NA,NA,f
8592740,971,4/2/2017,8/5/2014,Entire home/apt,1,1,175,29,10,9,9,f
8592757,1114,4/2/2017,3/15/2014,Entire home/apt,1,1,200,8,9,10,9,f
8593228,711,4/2/2017,4/22/2015,Private room,1,1,75,67,9,9,10,t
8593656,553,4/2/2017,9/27/2015,Private room,1,1,65,71,9,9,9,t
8593701,553,4/2/2017,9/27/2015,Private room,1.5,1,70,6,9,9,9,f
8593798,553,4/2/2017,9/27/2015,Entire home/apt,1,1,131,17,10,9,9,t
8594833,1249,4/2/2017,10/31/2013,Entire home/apt,2,3,321,4,10,10,10,f
8595036,553,4/2/2017,9/27/2015,Private room,1,1,81,21,10,10,9,f
