"","price","overall_satisfaction","reviews","room_type","accommodates","bedrooms","minstay","neighborhood","district","WalkScore","TransitScore","BikeScore","PctBlack"
"580",80,4.5,38,"Entire home/apt",5,2,3,"Lincoln Square","Far North",82,60,87,0.0342974902480312
"581",48,5,14,"Private room",1,1,1,"Lincoln Square","Far North",82,60,87,0.0342974902480312
"582",105,4.5,6,"Private room",4,1,2,"Lincoln Square","Far North",82,60,87,0.0342974902480312
"583",30,4.5,15,"Shared room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"584",44,4.5,103,"Private room",2,1,4,"Logan Square","North",88,68,81,0.0466473094352935
"585",80,4.5,9,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"586",169,5,36,"Entire home/apt",6,2,NA,"Logan Square","North",88,68,81,0.0466473094352935
"587",75,5,11,"Entire home/apt",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"588",235,5,39,"Entire home/apt",6,3,3,"Logan Square","North",88,68,81,0.0466473094352935
"589",140,5,13,"Entire home/apt",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"590",60,5,27,"Private room",1,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"591",60,4.5,52,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"592",95,4.5,5,"Entire home/apt",3,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"593",90,5,3,"Entire home/apt",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"594",79,5,160,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"595",132,4.5,10,"Entire home/apt",6,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"596",65,4.5,5,"Entire home/apt",4,1,NA,"Logan Square","North",88,68,81,0.0466473094352935
"597",84,5,4,"Private room",4,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"598",90,5,8,"Entire home/apt",4,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"599",400,5,4,"Entire home/apt",4,2,1,"Logan Square","North",88,68,81,0.0466473094352935
"600",100,5,25,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"601",115,5,41,"Entire home/apt",4,2,NA,"Logan Square","North",88,68,81,0.0466473094352935
"602",35,5,15,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"603",75,5,14,"Entire home/apt",4,1,3,"Logan Square","North",88,68,81,0.0466473094352935
"604",250,5,4,"Entire home/apt",5,3,2,"Logan Square","North",88,68,81,0.0466473094352935
"605",45,5,4,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"606",89,4.5,17,"Entire home/apt",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"607",68,5,8,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"608",150,5,6,"Entire home/apt",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"609",100,5,87,"Private room",3,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"610",130,5,63,"Entire home/apt",2,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"611",50,5,4,"Private room",3,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"612",100,4.5,5,"Entire home/apt",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"613",65,5,28,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"614",105,5,11,"Entire home/apt",4,3,2,"Logan Square","North",88,68,81,0.0466473094352935
"615",140,5,4,"Entire home/apt",3,2,3,"Logan Square","North",88,68,81,0.0466473094352935
"616",80,4.5,100,"Entire home/apt",4,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"617",100,4.5,162,"Entire home/apt",3,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"618",150,5,3,"Entire home/apt",3,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"619",75,5,87,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"620",45,5,12,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"621",35,5,30,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"622",55,5,37,"Private room",4,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"623",70,5,4,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"624",60,5,4,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"625",139,5,32,"Entire home/apt",5,2,NA,"Logan Square","North",88,68,81,0.0466473094352935
"626",55,5,83,"Private room",2,1,3,"Logan Square","North",88,68,81,0.0466473094352935
"627",48,5,9,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"628",40,4.5,22,"Private room",1,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"629",110,5,26,"Private room",3,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"630",155,5,27,"Entire home/apt",6,2,NA,"Logan Square","North",88,68,81,0.0466473094352935
"631",139,4.5,3,"Entire home/apt",8,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"632",30,5,4,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"633",120,4.5,3,"Entire home/apt",5,2,1,"Logan Square","North",88,68,81,0.0466473094352935
"634",89,4.5,7,"Entire home/apt",5,2,1,"Logan Square","North",88,68,81,0.0466473094352935
"635",75,5,12,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"636",70,4.5,4,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"637",50,5,6,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"638",325,5,31,"Entire home/apt",12,4,NA,"Logan Square","North",88,68,81,0.0466473094352935
"639",70,5,35,"Entire home/apt",3,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"640",42,4.5,83,"Private room",1,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"641",90,4.5,8,"Entire home/apt",2,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"642",43,5,6,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"643",46,4.5,11,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"644",85,4.5,27,"Entire home/apt",5,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"645",150,4,4,"Entire home/apt",6,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"646",90,5,43,"Entire home/apt",4,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"647",35,5,5,"Private room",2,1,10,"Logan Square","North",88,68,81,0.0466473094352935
"648",65,5,27,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"649",68,4.5,7,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"650",90,5,10,"Entire home/apt",4,2,3,"Logan Square","North",88,68,81,0.0466473094352935
"651",70,5,5,"Entire home/apt",4,0,2,"Logan Square","North",88,68,81,0.0466473094352935
"652",49,5,74,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"653",35,4.5,82,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"654",60,4.5,6,"Private room",3,1,NA,"Logan Square","North",88,68,81,0.0466473094352935
"655",249,4.5,13,"Entire home/apt",5,3,1,"Logan Square","North",88,68,81,0.0466473094352935
"656",109,5,23,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"657",195,4.5,21,"Entire home/apt",7,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"658",140,5,40,"Entire home/apt",5,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"659",35,4.5,47,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"660",42,5,41,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"661",88,5,101,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"662",75,4.5,5,"Private room",6,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"663",85,5,54,"Entire home/apt",2,0,2,"Logan Square","North",88,68,81,0.0466473094352935
"664",125,5,24,"Entire home/apt",4,2,1,"Logan Square","North",88,68,81,0.0466473094352935
"665",99,5,4,"Entire home/apt",4,2,5,"Logan Square","North",88,68,81,0.0466473094352935
"666",56,5,22,"Private room",1,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"667",129,5,82,"Entire home/apt",4,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"668",200,4.5,3,"Entire home/apt",3,2,1,"Logan Square","North",88,68,81,0.0466473094352935
"669",60,4.5,18,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"670",75,5,17,"Private room",1,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"671",55,5,10,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"672",110,5,5,"Entire home/apt",4,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"673",130,5,30,"Private room",3,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"674",125,4.5,4,"Entire home/apt",8,3,5,"Logan Square","North",88,68,81,0.0466473094352935
"675",120,4.5,16,"Entire home/apt",6,3,4,"Logan Square","North",88,68,81,0.0466473094352935
"676",90,5,16,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"677",105,5,76,"Entire home/apt",4,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"678",90,5,17,"Entire home/apt",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"679",75,4.5,93,"Entire home/apt",3,1,3,"Logan Square","North",88,68,81,0.0466473094352935
"680",195,5,3,"Entire home/apt",3,2,1,"Logan Square","North",88,68,81,0.0466473094352935
"681",69,5,9,"Private room",1,1,3,"Logan Square","North",88,68,81,0.0466473094352935
"682",215,5,3,"Entire home/apt",3,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"683",90,4,21,"Entire home/apt",6,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"684",38,4.5,25,"Private room",1,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"685",130,5,67,"Entire home/apt",3,2,1,"Logan Square","North",88,68,81,0.0466473094352935
"686",195,4.5,9,"Entire home/apt",16,2,1,"Logan Square","North",88,68,81,0.0466473094352935
"687",43,5,6,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"688",70,5,53,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"689",150,4,11,"Entire home/apt",6,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"690",80,5,28,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"691",80,4.5,3,"Entire home/apt",6,3,3,"Logan Square","North",88,68,81,0.0466473094352935
"692",75,5,6,"Private room",2,1,NA,"Logan Square","North",88,68,81,0.0466473094352935
"693",45,5,16,"Private room",3,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"694",145,4.5,27,"Entire home/apt",8,3,NA,"Logan Square","North",88,68,81,0.0466473094352935
"695",89,5,8,"Entire home/apt",4,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"696",39,4.5,78,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"697",90,4.5,14,"Entire home/apt",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"698",140,5,17,"Entire home/apt",4,2,1,"Logan Square","North",88,68,81,0.0466473094352935
"699",80,4.5,29,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"700",100,4.5,6,"Entire home/apt",4,2,3,"Logan Square","North",88,68,81,0.0466473094352935
"701",70,5,29,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"702",125,5,3,"Entire home/apt",4,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"703",140,4.5,13,"Entire home/apt",3,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"704",125,4,3,"Entire home/apt",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"705",40,5,5,"Private room",6,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"706",250,4.5,16,"Entire home/apt",7,3,1,"Logan Square","North",88,68,81,0.0466473094352935
"707",40,5,5,"Shared room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"708",30,5,9,"Private room",1,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"709",95,5,97,"Entire home/apt",3,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"710",60,5,4,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"711",105,5,40,"Entire home/apt",4,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"712",49,4.5,57,"Private room",3,1,4,"Logan Square","North",88,68,81,0.0466473094352935
"713",75,5,19,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"714",150,5,66,"Entire home/apt",6,3,2,"Logan Square","North",88,68,81,0.0466473094352935
"715",145,5,5,"Entire home/apt",7,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"716",90,5,20,"Entire home/apt",4,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"717",110,5,26,"Entire home/apt",2,1,NA,"Logan Square","North",88,68,81,0.0466473094352935
"718",35,4.5,33,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"719",108,4.5,11,"Entire home/apt",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"720",75,4.5,7,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"721",69,5,10,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"722",25,5,53,"Shared room",10,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"723",125,5,28,"Entire home/apt",4,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"724",69,5,50,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"725",110,5,22,"Entire home/apt",4,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"726",45,4.5,33,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"727",129,4.5,8,"Entire home/apt",8,3,5,"Logan Square","North",88,68,81,0.0466473094352935
"728",40,5,21,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"729",50,5,24,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"730",65,4.5,51,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"731",40,4.5,42,"Private room",1,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"732",31,5,22,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"733",100,5,6,"Entire home/apt",6,2,1,"Logan Square","North",88,68,81,0.0466473094352935
"734",80,5,101,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"735",150,5,45,"Entire home/apt",7,3,2,"Logan Square","North",88,68,81,0.0466473094352935
"736",56,5,5,"Entire home/apt",2,1,3,"Logan Square","North",88,68,81,0.0466473094352935
"737",125,5,16,"Entire home/apt",4,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"738",44,5,28,"Private room",1,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"739",179,4.5,77,"Entire home/apt",6,3,3,"Logan Square","North",88,68,81,0.0466473094352935
"740",95,4.5,7,"Entire home/apt",2,1,3,"Logan Square","North",88,68,81,0.0466473094352935
"741",40,5,4,"Private room",2,1,NA,"Logan Square","North",88,68,81,0.0466473094352935
"742",149,4.5,61,"Entire home/apt",6,2,NA,"Logan Square","North",88,68,81,0.0466473094352935
"743",88,4.5,41,"Entire home/apt",4,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"744",70,5,111,"Entire home/apt",3,0,1,"Logan Square","North",88,68,81,0.0466473094352935
"745",69,4.5,60,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"746",109,4.5,3,"Entire home/apt",4,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"747",90,5,3,"Entire home/apt",4,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"748",45,4.5,54,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"749",60,5,37,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"750",35,4.5,74,"Private room",6,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"751",100,4.5,32,"Entire home/apt",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"752",160,5,55,"Entire home/apt",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"753",50,5,46,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"754",40,4.5,60,"Private room",1,1,4,"Logan Square","North",88,68,81,0.0466473094352935
"755",100,5,16,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"756",135,4.5,40,"Entire home/apt",12,3,NA,"Logan Square","North",88,68,81,0.0466473094352935
"757",295,5,3,"Entire home/apt",4,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"758",80,5,12,"Entire home/apt",4,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"759",1000,5,30,"Entire home/apt",16,7,1,"Logan Square","North",88,68,81,0.0466473094352935
"760",40,5,89,"Private room",2,1,NA,"Logan Square","North",88,68,81,0.0466473094352935
"761",35,4.5,11,"Private room",4,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"762",25,5,3,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"763",55,4.5,16,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"764",81,5,9,"Entire home/apt",5,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"765",90,5,27,"Entire home/apt",6,1,3,"Logan Square","North",88,68,81,0.0466473094352935
"766",180,4.5,3,"Entire home/apt",6,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"767",200,5,4,"Entire home/apt",5,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"768",87,5,10,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"769",99,5,20,"Entire home/apt",5,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"770",55,5,41,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"771",59,4.5,13,"Entire home/apt",3,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"772",75,5,8,"Entire home/apt",4,2,3,"Logan Square","North",88,68,81,0.0466473094352935
"773",100,5,6,"Entire home/apt",4,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"774",90,5,5,"Entire home/apt",3,1,3,"Logan Square","North",88,68,81,0.0466473094352935
"775",65,4,5,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"776",38,4,3,"Private room",2,1,5,"Logan Square","North",88,68,81,0.0466473094352935
"777",60,5,22,"Entire home/apt",3,2,1,"Logan Square","North",88,68,81,0.0466473094352935
"778",58,4.5,24,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"779",100,4,18,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"780",55,4.5,4,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"781",57,4.5,18,"Private room",2,1,3,"Logan Square","North",88,68,81,0.0466473094352935
"782",95,5,99,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"783",145,5,11,"Entire home/apt",4,2,1,"Logan Square","North",88,68,81,0.0466473094352935
"784",75,5,11,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"785",56,5,52,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"786",37,5,17,"Private room",1,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"787",80,5,10,"Entire home/apt",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"788",165,5,4,"Entire home/apt",6,2,NA,"Logan Square","North",88,68,81,0.0466473094352935
"789",48,5,16,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"790",65,4.5,13,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"791",269,4.5,3,"Entire home/apt",5,3,2,"Logan Square","North",88,68,81,0.0466473094352935
"792",135,5,8,"Entire home/apt",3,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"793",99,5,37,"Entire home/apt",2,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"794",70,4.5,10,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"795",99,4,9,"Entire home/apt",3,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"796",100,5,17,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"797",29,4.5,37,"Private room",1,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"798",75,5,17,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"799",125,4.5,92,"Entire home/apt",4,2,1,"Logan Square","North",88,68,81,0.0466473094352935
"800",98,4.5,3,"Entire home/apt",4,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"801",45,5,5,"Entire home/apt",2,0,3,"Logan Square","North",88,68,81,0.0466473094352935
"802",100,5,78,"Entire home/apt",3,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"803",185,5,103,"Entire home/apt",4,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"804",75,4.5,3,"Private room",3,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"805",106,5,20,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"806",78,5,6,"Private room",3,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"807",175,4.5,3,"Entire home/apt",9,2,1,"Logan Square","North",88,68,81,0.0466473094352935
"808",100,5,12,"Entire home/apt",6,3,1,"Logan Square","North",88,68,81,0.0466473094352935
"809",80,5,18,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"810",75,4.5,45,"Entire home/apt",7,3,3,"Logan Square","North",88,68,81,0.0466473094352935
"811",50,5,8,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"812",119,5,13,"Entire home/apt",4,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"813",50,5,3,"Private room",1,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"814",79,5,4,"Entire home/apt",2,1,3,"Logan Square","North",88,68,81,0.0466473094352935
"815",150,5,136,"Entire home/apt",9,3,NA,"Logan Square","North",88,68,81,0.0466473094352935
"816",94,4.5,7,"Entire home/apt",2,1,4,"Logan Square","North",88,68,81,0.0466473094352935
"817",200,5,50,"Entire home/apt",4,1,4,"Logan Square","North",88,68,81,0.0466473094352935
"818",95,5,8,"Entire home/apt",4,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"819",20,4.5,26,"Shared room",12,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"820",140,5,31,"Entire home/apt",4,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"821",15,4.5,100,"Shared room",10,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"822",215,5,150,"Entire home/apt",10,3,NA,"Logan Square","North",88,68,81,0.0466473094352935
"823",129,5,23,"Entire home/apt",4,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"824",99,5,3,"Entire home/apt",2,1,3,"Logan Square","North",88,68,81,0.0466473094352935
"825",30,4.5,35,"Shared room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"826",40,4.5,169,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"827",95,4.5,9,"Entire home/apt",4,2,1,"Logan Square","North",88,68,81,0.0466473094352935
"828",44,5,4,"Private room",1,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"829",100,5,17,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"830",90,5,6,"Entire home/apt",4,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"831",75,5,60,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"832",35,5,7,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"833",36,5,8,"Private room",2,1,4,"Logan Square","North",88,68,81,0.0466473094352935
"834",95,4.5,44,"Entire home/apt",2,0,1,"Logan Square","North",88,68,81,0.0466473094352935
"835",65,5,39,"Private room",2,1,3,"Logan Square","North",88,68,81,0.0466473094352935
"836",179,4.5,34,"Entire home/apt",5,1,4,"Logan Square","North",88,68,81,0.0466473094352935
"837",105,5,92,"Entire home/apt",4,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"838",145,4.5,34,"Entire home/apt",7,3,NA,"Logan Square","North",88,68,81,0.0466473094352935
"839",108,5,8,"Entire home/apt",4,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"840",123,4.5,41,"Entire home/apt",6,2,NA,"Logan Square","North",88,68,81,0.0466473094352935
"841",50,5,59,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"842",45,5,4,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"843",45,4.5,31,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"844",135,5,68,"Entire home/apt",6,3,2,"Logan Square","North",88,68,81,0.0466473094352935
"845",75,4.5,53,"Entire home/apt",4,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"846",45,5,22,"Private room",4,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"847",100,5,19,"Entire home/apt",6,3,NA,"Logan Square","North",88,68,81,0.0466473094352935
"848",275,5,41,"Entire home/apt",8,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"849",395,5,18,"Entire home/apt",14,3,1,"Logan Square","North",88,68,81,0.0466473094352935
"850",180,5,13,"Entire home/apt",6,3,2,"Logan Square","North",88,68,81,0.0466473094352935
"851",89,5,17,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"852",60,5,4,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"853",95,5,23,"Entire home/apt",4,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"854",80,5,22,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"855",75,5,347,"Entire home/apt",4,0,NA,"Logan Square","North",88,68,81,0.0466473094352935
"856",65,4.5,20,"Entire home/apt",5,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"857",59,4.5,21,"Entire home/apt",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"858",100,5,5,"Entire home/apt",4,2,5,"Logan Square","North",88,68,81,0.0466473094352935
"859",92,5,8,"Entire home/apt",2,0,1,"Logan Square","North",88,68,81,0.0466473094352935
"860",100,5,17,"Entire home/apt",4,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"861",125,5,6,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"862",125,5,20,"Entire home/apt",6,2,1,"Logan Square","North",88,68,81,0.0466473094352935
"863",58,4.5,23,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"864",50,4.5,45,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"865",110,4.5,12,"Entire home/apt",3,2,NA,"Logan Square","North",88,68,81,0.0466473094352935
"866",39,4.5,16,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"867",129,4.5,7,"Entire home/apt",8,3,5,"Logan Square","North",88,68,81,0.0466473094352935
"868",90,5,75,"Entire home/apt",6,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"869",115,5,5,"Entire home/apt",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"870",125,5,8,"Entire home/apt",6,3,NA,"Logan Square","North",88,68,81,0.0466473094352935
"871",49,5,3,"Shared room",4,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"872",64,5,38,"Entire home/apt",2,1,3,"Logan Square","North",88,68,81,0.0466473094352935
"873",110,5,11,"Entire home/apt",4,2,1,"Logan Square","North",88,68,81,0.0466473094352935
"874",150,5,263,"Entire home/apt",5,2,2,"Logan Square","North",88,68,81,0.0466473094352935
"875",110,5,65,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
