"","removed","freqchal","pvi2","obama","cperhs","sexexp","book","author","state","antifamily","cmedin","cperba","days2000","occult","language","homosexuality","violence","booktitle"
"351",0,0,8.5,1,4.23804213135068,1,718,"Walls, Jeannette","MD",1,19404.5,7.37627013630731,3871,0,1,0,0,"Glass Castle, The"
"352",0,0,8.5,1,4.23804213135068,1,1853,"Iles, Greg","MD",0,19404.5,7.37627013630731,3199,0,1,0,1,"Turning Angel"
"353",0,1,8.5,1,4.23804213135068,0,143,"Parnell, Peter and Justin Richardson","MD",0,19404.5,7.37627013630731,3199,0,0,1,0,"And Tango Makes Three"
"354",0,0,8.5,1,4.23804213135068,0,1872,"Brannen, Sarah S.","MD",0,19404.5,7.37627013630731,3199,0,0,1,0,"Uncle Bobby's Wedding"
"355",0,1,5.5,0,5.83804213135069,1,1025,"Harris, Robie","ME",0,1335.5,-1.12372986369269,2530,0,0,0,0,"It's Perfectly Normal"
"356",0,1,5.5,1,5.83804213135069,0,1025,"Harris, Robie","ME",0,1335.5,-1.12372986369269,3218,0,0,0,0,"It's Perfectly Normal"
"357",0,1,5.5,0,5.83804213135069,0,868,"Rowling, J.K.","ME",0,1335.5,-1.12372986369269,720,1,0,0,0,"Harry Potter (series)"
"358",0,0,3.8,1,3.83804213135069,1,276,"Smith, Jeff","MI",0,2966,-2.22372986369269,3684,0,1,0,0,"Bone:  Out of Boneville"
"359",0,0,3.8,0,3.83804213135069,0,425,"Herder, Dale","MI",0,2966,-2.22372986369269,2511,0,0,0,0,"Commonsense Rediscovered"
"360",0,0,3.8,0,3.83804213135069,1,198,"Beatty, Scott","MI",0,2966,-2.22372986369269,863,0,0,0,0,"Batman: The Ultimate Guide to the Dark Knight"
"361",0,0,3.8,1,3.83804213135069,1,23,"Rochelle, Warren","MI",0,2966,-2.22372986369269,3330,1,1,0,0,"A Harvest of Changelings"
"362",0,1,3.8,1,3.83804213135069,0,143,"Parnell, Peter and Justin Richardson","MI",1,2966,-2.22372986369269,3214,0,0,1,0,"And Tango Makes Three"
"363",0,0,3.8,0,3.83804213135069,0,1000,"Merriam, Eve","MI",0,2966,-2.22372986369269,2236,0,1,0,1,"Inner City Mother Goose, The"
"364",1,0,3.8,1,3.83804213135069,0,659,"Brennan, Herbie","MI",0,2966,-2.22372986369269,3176,0,0,1,0,"Faerie Wars"
"365",1,0,3.8,0,3.83804213135069,0,1996,"Sabrina, Lady","MI",0,2966,-2.22372986369269,992,1,0,0,0,"Wiccan Magick for Beginners"
"366",0,0,3.8,NA,3.83804213135069,1,1653,"Block, Lawrence","MI",0,2966,-2.22372986369269,NA,0,0,0,1,"Small Town"
"367",0,0,3.8,NA,3.83804213135069,1,2028,"Hoeg, Peter","MI",0,2966,-2.22372986369269,NA,0,0,0,0,"Woman and the Ape, The"
"368",0,0,3.8,1,3.83804213135069,0,1023,"Kishimoto, Masashi","MI",0,2966,-2.22372986369269,3873,0,0,0,0,"Naruto Volume 1"
"369",0,0,3.8,1,3.83804213135069,0,2001,"Fielding, Joy","MI",0,2966,-2.22372986369269,3764,0,1,0,1,"Wild Zone"
"370",0,1,3.8,1,3.83804213135069,1,1671,"Morrison, Toni","MI",0,2966,-2.22372986369269,3511,0,1,0,0,"Song of Solomon"
"371",0,1,3.8,1,3.83804213135069,0,1856,"Myracle, Lauren","MI",0,2966,-2.22372986369269,3496,0,0,0,0,"Twelve"
"372",0,0,3.8,1,3.83804213135069,1,1458,"Dickey, Eric Jerome","MI",0,2966,-2.22372986369269,3370,0,0,0,0,"Pleasure"
"373",0,0,3.8,1,3.83804213135069,0,1959,"Madaras, Lynda","MI",0,2966,-2.22372986369269,3363,0,0,0,0,"What's Happening to My Body?: Book for Girls"
"374",0,0,3.8,1,3.83804213135069,0,405,"Perrault, Charles","MI",0,2966,-2.22372986369269,3190,0,0,0,1,"Cinderella, Puss in Boots, and Other Favorite Tales"
"375",0,0,3.8,0,3.83804213135069,1,1236,"Soryo, Fuyumi","MI",0,2966,-2.22372986369269,2950,0,0,0,0,"Mars, Vol. 10"
"376",0,0,3.8,0,3.83804213135069,1,203,"Kingsolver, Barbara","MI",0,2966,-2.22372986369269,2448,0,1,0,0,"Bean Trees, The"
"377",0,0,3.8,0,3.83804213135069,0,356,"Pilkey, Dav","MI",1,2966,-2.22372986369269,1986,0,0,0,1,"Captain Underpants (series)"
"378",0,0,3.8,0,3.83804213135069,1,1170,"Egan, Jennifer","MI",0,2966,-2.22372986369269,709,0,0,0,0,"Look At Me"
"379",1,0,3.8,1,3.83804213135069,0,474,"Haddon, Mark","MI",0,2966,-2.22372986369269,3895,0,1,0,0,"Curious Incident of the Dog in the Night-Time, The"
"380",1,0,3.8,1,3.83804213135069,1,286,"Seierstad, Asne","MI",0,2966,-2.22372986369269,3274,0,0,0,0,"Bookseller of Kabul, The"
"381",1,1,3.8,0,3.83804213135069,0,868,"Rowling, J.K.","MI",0,2966,-2.22372986369269,60,1,0,0,0,"Harry Potter and the Chamber of Secrets"
"382",1,1,3.8,0,3.83804213135069,0,868,"Rowling, J.K.","MI",0,2966,-2.22372986369269,60,1,0,0,0,"Harry Potter and the Prisoner of Azkaban"
"383",1,1,3.8,0,3.83804213135069,0,868,"Rowling, J.K.","MI",0,2966,-2.22372986369269,60,1,0,0,0,"Harry Potter and the Sorcerer's Stone"
"384",0,0,3.8,1,3.83804213135069,0,1021,"Kishimoto, Masashi","MI",0,2966,-2.22372986369269,3859,0,0,0,0,"Naruto 1:  The Tests of the Ninja"
"385",0,0,3.8,1,3.83804213135069,0,1087,"Pyle, Howard","MI",0,2966,-2.22372986369269,3739,0,0,0,0,"King Stork"
"386",0,0,3.8,1,3.83804213135069,0,1277,"Akira, Shouko","MI",0,2966,-2.22372986369269,3413,0,0,0,0,"Monkey High Vol. 3"
"387",0,0,3.8,0,3.83804213135069,0,480,"Brown, Dan","MI",0,2966,-2.22372986369269,1730,0,0,0,0,"Da Vinci Code, The"
"388",0,0,3.8,0,3.83804213135069,0,1642,"LaVelle, Victor","MI",0,2966,-2.22372986369269,1443,0,1,0,0,"Slapboxing with Jesus"
"389",0,0,3.8,0,3.83804213135069,0,1451,"Howe, James","MI",0,2966,-2.22372986369269,1200,0,0,1,0,"Pinky and Rex and the Bully"
"390",0,0,3.8,0,3.83804213135069,0,359,"Day, Alexandra","MI",0,2966,-2.22372986369269,653,0,0,0,0,"Carl Makes a Scrapbook"
"391",0,1,3.8,0,3.83804213135069,0,868,"Rowling, J.K.","MI",0,2966,-2.22372986369269,480,1,0,0,0,"Harry Potter (series)"
"392",0,1,3.8,0,3.83804213135069,0,868,"Rowling, J.K.","MI",0,2966,-2.22372986369269,480,1,0,0,0,"Harry Potter (series)"
"393",0,0,3.8,0,3.83804213135069,0,2013,"Speare, Elizabeth George","MI",0,2966,-2.22372986369269,480,0,0,0,0,"Witch of Blackbird Pond, The"
"394",0,1,2.3,0,8.33804213135069,0,868,"Rowling, J.K.","MN",1,15378,3.37627013630731,50,0,1,0,1,"Harry Potter and the Prisoner of Azkaban"
"395",1,0,2.3,0,8.33804213135069,0,900,"Packer, Alex J.","MN",0,15378,3.37627013630731,1597,1,0,0,0,"Highs! Over 150 Ways to Feel Really Good Without Alcohol or Drugs"
"396",0,0,2.3,1,8.33804213135069,1,273,"Smith, Jeff","MN",0,15378,3.37627013630731,3835,0,0,0,0,"Bone (series)"
"397",0,0,2.3,0,8.33804213135069,0,1537,"Marcinko, Richard","MN",0,15378,3.37627013630731,1093,0,1,0,1,"Rogue Warrior: Violent Action"
"398",0,0,2.3,0,8.33804213135069,0,1004,"Sleator, William","MN",0,15378,3.37627013630731,375,0,1,0,0,"Interstellar Pig"
"399",0,1,2.3,1,8.33804213135069,1,1097,"Myracle, Lauren","MN",0,15378,3.37627013630731,3273,0,0,0,0,"L8r, G8r"
"400",0,0,2.3,0,8.33804213135069,1,1455,"Haruf, Kent","MN",0,15378,3.37627013630731,2400,0,1,0,0,"Plainsong"
"401",0,0,2.3,0,8.33804213135069,1,741,"Von Ziegesar, Cecily","MN",0,15378,3.37627013630731,2399,0,0,0,0,"Gossip Girl (series)"
"402",0,0,2.3,0,8.33804213135069,0,1068,"Harris, Jesse","MN",0,15378,3.37627013630731,227,0,0,0,1,"Obsession, The"
"403",0,0,2.3,0,8.33804213135069,0,411,"Ginsburg, Mirra","MN",0,15378,3.37627013630731,196,0,0,0,1,"Clay Boy"
"404",0,0,2.3,0,8.33804213135069,0,330,"Allard, Harry","MN",0,15378,3.37627013630731,50,1,0,0,0,"Bumps in the Night"
"405",0,0,2.3,NA,8.33804213135069,0,559,"Burgess, Melvin","MN",0,15378,3.37627013630731,NA,0,1,0,0,"Doing It"
"406",0,0,2.3,1,8.33804213135069,1,763,"Joannides, Paul","MN",0,15378,3.37627013630731,3407,0,0,0,0,"Guide to Getting It On, The"
"407",0,0,2.3,0,8.33804213135069,0,1273,"Hamilton, Laurell K.","MN",0,15378,3.37627013630731,2772,0,1,0,0,"Mistral's Kiss"
"408",0,0,2.3,0,8.33804213135069,0,75,"Twain, Mark","MN",0,15378,3.37627013630731,2770,0,0,0,0,"Adventures of Huckleberry Finn, The"
"409",0,0,2.3,0,8.33804213135069,1,761,"Ringo, John","MN",0,15378,3.37627013630731,2399,0,0,0,0,"Ghost"
"410",0,0,2.3,0,8.33804213135069,1,1845,"Nathanson, Laura","MN",0,15378,3.37627013630731,2399,0,0,0,0,"Trouble With Wednesdays, The"
"411",0,0,2.3,0,8.33804213135069,0,1119,"Turke, Hanne","MN",0,15378,3.37627013630731,196,0,0,0,0,"Lesson for Max, A"
"412",1,0,-3.1,0,1.73804213135068,0,766,"Mowry, Jess","MO",0,1279.5,-2.42372986369269,1979,0,1,0,1,"Ghost Train"
"413",0,0,-3.1,1,1.73804213135068,1,387,"Mac, Carrie","MO",0,1279.5,-2.42372986369269,3349,0,1,0,0,"Charmed"
"414",1,0,-3.1,1,1.73804213135068,0,69,"Alexie, Sherman","MO",0,1279.5,-2.42372986369269,3784,0,1,0,1,"Absolutely True Diary of a Part-Time Indian, The"
"415",0,0,-3.1,1,1.73804213135068,1,1488,"Castellucci, Cecil","MO",0,1279.5,-2.42372986369269,3530,0,1,0,0,"Queen of Cool"
"416",1,0,-3.1,1,1.73804213135068,1,717,"Hopkins, Ellen","MO",0,1279.5,-2.42372986369269,3835,0,0,0,0,"Glass"
"417",1,1,-3.1,0,1.73804213135068,0,95,"Naylor, Phyllis Reynolds","MO",0,1279.5,-2.42372986369269,990,0,0,1,0,"Alice (series)"
"418",0,0,-3.1,0,1.73804213135068,1,950,"Wolfe, Tom","MO",0,1279.5,-2.42372986369269,2400,0,1,0,0,"I Am Charlotte Simmons"
"419",1,0,-3.1,1,1.73804213135068,1,452,"Hopkins, Ellen","MO",0,1279.5,-2.42372986369269,3835,0,0,0,0,"Crank"
"420",1,1,-3.1,1,1.73804213135068,0,1849,"Myracle, Lauren","MO",0,1279.5,-2.42372986369269,3180,0,0,0,0,"TTFN"
"421",1,1,-3.1,1,1.73804213135068,0,1849,"Myracle, Lauren","MO",0,1279.5,-2.42372986369269,3180,0,0,0,0,"TTYL"
"422",1,1,-3.1,0,1.73804213135068,1,399,"Cormier, Robert","MO",0,1279.5,-2.42372986369269,480,0,0,0,0,"Chocolate War, The"
"423",1,0,-9.5,0,-6.66195786864931,0,861,"Norton, Jim","MS",0,-8466.5,-7.12372986369269,2807,0,0,0,0,"Happy Endings:  The Tales of a Meaty-Breasted Zilch"
"424",0,0,-7.1,NA,7.63804213135069,1,770,"Jukes, Mavis","MT",0,-6482,0.376270136307308,NA,0,0,0,0,"Guy Book:  An Owner's Manual, The"
"425",0,0,-7.1,1,7.63804213135069,1,512,"Jackson, Jon A.","MT",0,-6482,0.376270136307308,3365,0,1,0,0,"Dead Folks"
"426",0,0,-7.1,1,7.63804213135069,0,1639,"Stine, R.L.","MT",0,-6482,0.376270136307308,3342,0,1,0,0,"Sitter, The"
"427",0,0,-7.1,1,7.63804213135069,1,1054,"Silverstein, Dr. Charles and Felice Picano","MT",0,-6482,0.376270136307308,3179,0,0,1,0,"Joy of Gay Sex, The"
"428",0,0,-7.1,1,7.63804213135069,1,374,"Salinger, J.D.","MT",0,-6482,0.376270136307308,3365,0,1,0,0,"Catcher in the Rye, The"
"429",0,0,-7.1,0,7.63804213135069,0,920,"Chulton-Brock, Julie","MT",0,-6482,0.376270136307308,1560,0,0,0,0,"Horse"
"430",0,0,-7.1,0,7.63804213135069,0,865,"Paulsen, Gary","MT",0,-6482,0.376270136307308,223,0,1,0,0,"Harris and Me"
"431",0,0,-7.1,0,7.63804213135069,0,134,"Frank, E.R.","MT",0,-6482,0.376270136307308,1703,0,1,0,0,"America:  A Novel"
"432",1,1,-4.3,0,-1.46195786864932,1,418,"Pike, Christopher","NC",0,-310,-1.52372986369269,1050,0,1,0,1,"Cold One, The"
"433",1,0,-4.3,0,-1.46195786864932,1,188,"Thompson, Julian","NC",0,-310,-1.52372986369269,1050,0,1,0,0,"Band of Angels"
"434",0,0,-4.3,1,-1.46195786864932,1,607,"Mackler, Carolyn","NC",0,-310,-1.52372986369269,3279,0,1,0,0,"Earth, My Butt and Other Big Round Things, The"
"435",0,0,-4.3,0,-1.46195786864932,0,713,"Brashares, Ann","NC",0,-310,-1.52372986369269,2852,0,1,0,0,"Sisterhood of the Traveling Pants, The"
"436",0,1,-4.3,0,-1.46195786864932,0,342,"Pike, Christopher","NC",0,-310,-1.52372986369269,990,0,1,0,0,"Bury Me Deep"
"437",1,0,-4.3,1,-1.46195786864932,0,1957,"Mayle, Peter","NC",0,-310,-1.52372986369269,3198,0,0,0,0,"What's Happening to Me?"
"438",1,0,-4.3,0,-1.46195786864932,0,1450,"Kellogg, Steven","NC",0,-310,-1.52372986369269,2943,0,0,0,1,"Pinkerton, Behave!"
"439",0,1,-4.3,0,-1.46195786864932,0,143,"Parnell, Peter and Justin Richardson","NC",0,-310,-1.52372986369269,3080,0,0,1,0,"And Tango Makes Three"
"440",0,0,-4.3,0,-1.46195786864932,0,242,"Burns, Charles","NC",0,-310,-1.52372986369269,2699,0,0,0,1,"Black Hole"
"441",0,1,-4.3,0,-1.46195786864932,1,1780,"Blume, Judy","NC",0,-310,-1.52372986369269,1050,0,0,0,0,"Then Again, Maybe I Won't"
"442",0,0,-4.3,1,-1.46195786864932,0,917,"Hiaasen, Carl","NC",0,-310,-1.52372986369269,3891,0,0,0,0,"Hoot"
"443",0,0,-4.3,1,-1.46195786864932,0,753,"","NC",0,-310,-1.52372986369269,3798,0,0,0,0,"Green Bible"
"444",0,0,-4.3,1,-1.46195786864932,0,1251,"Peterson, Eugene H","NC",0,-310,-1.52372986369269,3798,0,0,0,0,"Message Bible"
"445",0,0,-4.3,1,-1.46195786864932,0,1035,"International Bible Society","NC",0,-310,-1.52372986369269,3798,0,0,0,0,"New International Version Bible"
"446",0,1,-4.3,0,-1.46195786864932,1,267,"Morrison, Toni","NC",0,-310,-1.52372986369269,1710,0,0,0,0,"Bluest Eye, The"
"447",0,0,-4.3,0,-1.46195786864932,0,10,"Hersey, John","NC",0,-310,-1.52372986369269,1672,0,1,0,0,"A Bell for Adano"
"448",0,0,-4.3,0,-1.46195786864932,0,1083,"de Haan, Linda","NC",0,-310,-1.52372986369269,1620,0,0,1,0,"King & King"
"449",0,0,-4.3,0,-1.46195786864932,0,1029,"Shubin, Seymour","NC",0,-310,-1.52372986369269,1130,0,1,0,0,"Never Quite Dead"
"450",0,1,-4.3,0,-1.46195786864932,1,399,"Cormier, Robert","NC",0,-310,-1.52372986369269,480,0,0,0,0,"Chocolate War, The"
"451",0,0,-4.3,0,-1.46195786864932,1,579,"Anthony, Piers","NC",0,-310,-1.52372986369269,480,0,0,0,0,"Dragon on a Pedestal"
"452",1,1,-10.4,1,4.33804213135069,1,716,"Lowry, Lois","ND",0,-813,-2.02372986369269,3841,0,0,0,0,"Giver, The"
"453",1,0,-10.4,0,4.33804213135069,0,356,"Pilkey, Dav","ND",0,-813,-2.02372986369269,905,0,1,0,0,"Captain Underpants and the Perilous Plot of Professor Poopypants"
"454",0,0,-10.4,0,4.33804213135069,1,55,"Grisham, John","ND",0,-813,-2.02372986369269,1800,0,0,0,1,"A Time to Kill"
"455",0,0,-10.4,1,4.33804213135069,0,1902,"Crew, Gary","ND",0,-813,-2.02372986369269,3711,0,0,0,0,"Viewer, The"
"456",0,0,-10.4,1,4.33804213135069,0,738,"Lupica, Mike","ND",0,-813,-2.02372986369269,3224,0,1,0,0,"Full Court Press"
"457",0,0,-10.4,0,4.33804213135069,0,1254,"Park, Barbara","ND",0,-813,-2.02372986369269,1800,0,0,0,0,"Mick Harte Was Here"
"458",0,0,-13.5,0,7.03804213135068,0,1081,"Duncan, Lois","NE",0,4927.5,-0.323729863692691,480,0,1,0,1,"Killing Mr. Griffin"
"459",0,1,-13.5,1,7.03804213135068,1,1024,"Harris, Robie","NE",0,4927.5,-0.323729863692691,3343,0,0,0,0,"It's Not the Stork!:  A Book About Girls, Boys, Babies and Bodies"
"460",0,0,1.6,1,7.83804213135069,1,924,"Irving, John","NH",0,17303,4.67627013630731,3179,0,0,0,0,"Hotel New Hampshire, The"
"461",0,1,1.6,0,7.83804213135069,1,399,"Cormier, Robert","NH",0,17303,4.67627013630731,1703,0,1,0,1,"Chocolate War, The"
"462",1,0,1.6,1,7.83804213135069,1,40,"Irving, John","NH",0,17303,4.67627013630731,3405,0,1,0,0,"A Prayer for Owen Meany"
"463",0,0,1.6,1,7.83804213135069,0,1907,"Hahn, Mary Downing","NH",0,17303,4.67627013630731,3730,0,0,0,0,"Wait Till Helen Comes"
"464",1,0,1.6,1,7.83804213135069,0,447,"Lippman, Laura","NH",0,17303,4.67627013630731,3509,0,0,0,0,"Crack Cocaine Diet, The"
"465",0,0,1.6,0,7.83804213135069,0,687,"Avi","NH",0,17303,4.67627013630731,480,0,1,0,0,"Fighting Ground, The"
"466",0,0,1.6,0,7.83804213135069,0,993,"Collier, James Lincoln and Christopher Collier","NH",0,17303,4.67627013630731,480,0,1,0,0,"My Brother Sam is Dead"
"467",0,1,4.4,0,2.53804213135068,0,143,"Parnell, Peter and Justin Richardson","NJ",1,19935.5,5.77627013630731,2770,0,0,1,0,"And Tango Makes Three"
"468",0,0,4.4,1,2.53804213135068,0,1416,"Various","NJ",0,19935.5,5.77627013630731,3377,0,1,0,1,"Paint Me Like I Am"
"469",1,0,4.4,1,2.53804213135068,1,1527,"Sonnie, Amy","NJ",0,19935.5,5.77627013630731,3718,0,0,1,0,"Revolutionary Voices:  A Multicultural Queer Youth Anthology"
"470",1,0,4.4,1,2.53804213135068,0,1527,"Sonnie, Amy (ed.)","NJ",0,19935.5,5.77627013630731,3805,0,0,1,0,"Revolutionary Voices:  A Multicultural Queer Youth Anthology"
"471",0,0,4.4,0,2.53804213135068,0,1052,"Rachell Pollack and Cheryl Schwartz","NJ",0,19935.5,5.77627013630731,2493,0,0,0,0,"Journey Out:  A Guide for and about Lesbian, Gay, and Bisexual Teens, The"
"472",0,0,4.4,0,2.53804213135068,0,1061,"Baskin, Julia","NJ",0,19935.5,5.77627013630731,2493,0,0,0,0,"Notebook Girls, The"
"473",0,0,4.4,0,2.53804213135068,0,1515,"Gray, Heather M.","NJ",0,19935.5,5.77627013630731,2493,0,0,0,0,"Real Girl/Real World"
"474",0,0,4.4,0,2.53804213135068,0,1167,"White, Ellen Emerson","NJ",0,19935.5,5.77627013630731,721,0,1,0,0,"Long Live the Queen"
"475",0,0,4.4,0,2.53804213135068,0,674,"Newman, Leslea","NJ",0,19935.5,5.77627013630731,480,0,0,0,0,"Fat Chance"
"476",0,0,4.4,0,2.53804213135068,0,980,"Bradbury, Ray","NJ",0,19935.5,5.77627013630731,480,0,0,0,0,"Illustrated Man, The"
"477",0,0,4.4,0,2.53804213135068,0,1577,"Myers, Walter Dean","NJ",0,19935.5,5.77627013630731,480,0,0,0,0,"Scorpions"
"478",1,1,2.4,0,-0.66195786864931,1,1671,"Morrison, Toni","NM",0,-2401.5,-0.52372986369269,2759,0,1,0,0,"Song of Solomon"
"479",0,0,2.4,0,-0.66195786864931,0,423,"","NM",0,-2401.5,-0.52372986369269,517,0,0,0,0,"Combat & Survival (series)"
"480",1,0,2.4,0,-0.66195786864931,0,1017,"Touchette, Charleen","NM",0,-2401.5,-0.52372986369269,2109,0,0,0,0,"It Stops with Me: Memoir of a Canuck Girl"
"481",1,0,10.2,0,-0.461957868649321,0,69,"Alexie, Sherman","NY",0,5007.5,3.37627013630731,2859,0,1,0,0,"Absolutely True Diary of a Part-Time Indian, The"
"482",0,0,10.2,0,-0.461957868649321,0,1147,"Conrad, Hy","NY",1,5007.5,3.37627013630731,2925,0,1,0,1,"Little Giant Book of Whodunits, The"
"483",0,1,10.2,0,-0.461957868649321,0,1702,"Crutcher, Chris","NY",0,5007.5,3.37627013630731,2329,0,1,0,0,"Staying Fat for Sarah Byrnes"
"484",1,0,10.2,0,-0.461957868649321,1,15,"Peck, Robert Newton","NY",0,5007.5,3.37627013630731,480,0,1,0,1,"A Day No Pigs Would Die"
"485",0,0,10.2,1,-0.461957868649321,0,2048,"Tateno, Makoto","NY",0,5007.5,3.37627013630731,3675,0,0,1,0,"Yellow Volumes 1-4"
"486",0,0,10.2,1,-0.461957868649321,0,857,"Holmes, Melisa and Trish Hutchinson","NY",1,5007.5,3.37627013630731,3207,0,0,0,0,"Hang-Ups, Hook-Ups, and Holding Out"
"487",0,0,10.2,0,-0.461957868649321,1,388,"Dickey, Eric Jerome","NY",0,5007.5,3.37627013630731,2422,0,1,0,0,"Chasing Destiny"
"488",0,0,10.2,0,-0.461957868649321,0,851,"Merriam, Eve","NY",0,5007.5,3.37627013630731,315,1,0,0,1,"Halloween ABC"
"489",1,0,10.2,1,-0.461957868649321,1,740,"Bechdel, Alison","NY",0,5007.5,3.37627013630731,3862,0,0,1,0,"Fun Home"
"490",1,0,10.2,0,-0.461957868649321,0,1000,"Merriam, Eve","NY",0,5007.5,3.37627013630731,180,0,1,0,0,"Inner City Mother Goose, The"
"491",0,0,10.2,NA,-0.461957868649321,1,683,"Moriarty, Jaclyn","NY",0,5007.5,3.37627013630731,NA,0,0,0,0,"Feeling Sorry for Celia"
"492",0,0,10.2,1,-0.461957868649321,1,783,"Kaysen, Susanna","NY",0,5007.5,3.37627013630731,3217,0,1,0,0,"Girl, Interrupted"
"493",0,0,10.2,0,-0.461957868649321,0,1829,"Howe, James","NY",0,5007.5,3.37627013630731,3080,0,0,1,0,"Totally Joe"
"494",0,1,10.2,0,-0.461957868649321,1,100,"Naylor, Phyllis Reynolds","NY",0,5007.5,3.37627013630731,2807,0,0,0,0,"Alice on Her Way"
"495",1,0,10.2,1,-0.461957868649321,0,1043,"Jones, Sherry","NY",0,5007.5,3.37627013630731,3222,0,0,0,0,"Jewel of Medina, The"
"496",1,0,10.2,0,-0.461957868649321,0,682,"Anderson, M.T.","NY",0,5007.5,3.37627013630731,3080,0,1,0,0,"Feed"
"497",1,0,10.2,0,-0.461957868649321,0,1013,"Various","NY",0,5007.5,3.37627013630731,2799,0,0,0,0,"Islamic Religious Texts"
"498",1,0,10.2,0,-0.461957868649321,0,1963,"Kushner, Harold S.","NY",0,5007.5,3.37627013630731,2799,0,0,0,0,"When Bad Things Happen to Good People"
"499",1,0,10.2,0,-0.461957868649321,0,295,"Gilman, Rebecca","NY",0,5007.5,3.37627013630731,2064,0,1,0,0,"Boy Gets Girl: A Play"
"500",1,0,10.2,0,-0.461957868649321,1,1434,"Chbosky, Stephen","NY",0,5007.5,3.37627013630731,1472,0,0,0,0,"Perks of Being a Wallflower, The"
"501",0,0,10.2,1,-0.461957868649321,0,279,"Crumb, R.","NY",0,5007.5,3.37627013630731,3675,0,0,0,0,"Book of Genesis"
"502",0,0,10.2,1,-0.461957868649321,0,2060,"Kutner, Merrily","NY",0,5007.5,3.37627013630731,3156,0,0,0,0,"Z is for Zombie"
"503",0,0,10.2,0,-0.461957868649321,0,689,"Humphry, Derek","NY",0,5007.5,3.37627013630731,2106,0,0,0,0,"Final Exit"
"504",0,0,10.2,0,-0.461957868649321,0,994,"Alvarez, Julia","NY",0,5007.5,3.37627013630731,268,0,0,0,0,"In the Time of Butterflies"
"505",1,0,10.2,0,-0.461957868649321,0,148,"Rennison, Louise","NY",0,5007.5,3.37627013630731,1560,0,0,0,0,"Angus, Thongs, and Full Frontal Snogging"
"506",0,0,-0.7,0,3.43804213135068,1,909,"Various","OH",1,2469,-2.92372986369269,2879,1,1,0,0,"Holy Bible"
"507",0,0,-0.7,1,3.43804213135068,1,1242,"Garrison, Eric Marlowe","OH",1,2469,-2.92372986369269,3650,0,1,0,0,"Mastering Multiple Position Sex"
"508",1,0,-0.7,1,3.43804213135068,1,1882,"Braff, Joshua","OH",0,2469,-2.92372986369269,3380,0,1,0,0,"Unthinkable Thoughts of Jacob Green, The"
"509",1,0,-0.7,0,3.43804213135068,1,607,"Mackler, Carolyn","OH",1,2469,-2.92372986369269,2479,0,0,0,0,"Earth, My Butt and Other Big Round Things, The"
"510",1,0,-0.7,0,3.43804213135068,1,1165,"McMurtry, Larry","OH",0,2469,-2.92372986369269,870,0,0,0,1,"Lonesome Dove"
"511",0,0,-0.7,1,3.43804213135068,0,197,"Miller, Frank","OH",0,2469,-2.92372986369269,3802,0,1,0,0,"Batman:  The Dark Knight Strikes Again"
"512",0,0,-0.7,1,3.43804213135068,0,68,"Gaiman, Neil","OH",1,2469,-2.92372986369269,3695,0,1,0,0,"Absolute Sandman Vol. 1 and Vol. 2"
"513",0,0,-0.7,1,3.43804213135068,1,1174,"Green, John","OH",0,2469,-2.92372986369269,3494,0,1,0,0,"Looking for Alaska"
"514",0,1,-0.7,0,3.43804213135068,1,1552,"Crutcher, Chris","OH",0,2469,-2.92372986369269,3080,0,1,0,0,"Running Loose"
"515",0,0,-0.7,0,3.43804213135068,1,990,"Gaiman, Neil and P. Craig Russell","OH",0,2469,-2.92372986369269,2936,0,0,0,0,"Murder Mysteries"
"516",0,0,-0.7,0,3.43804213135068,1,1063,"Black, Lewis","OH",0,2469,-2.92372986369269,2807,0,1,0,0,"Nothing's Sacred"
"517",0,0,-0.7,0,3.43804213135068,1,1691,"Welch, Nathaniel","OH",0,2469,-2.92372986369269,2759,0,0,0,0,"Spring Broke"
"518",0,0,-0.7,0,3.43804213135068,0,717,"Rothbart, Davy","OH",1,2469,-2.92372986369269,2432,0,1,0,0,"Found:  The Best Lost, Tossed, and Forgotten Items From Around the World"
"519",0,0,-0.7,1,3.43804213135068,1,862,"Lobdell, Scott","OH",0,2469,-2.92372986369269,3807,0,0,0,0,"Hardy Boys Undercover Brothers:  The Opposite Numbers"
"520",0,0,-0.7,1,3.43804213135068,0,1819,"Pearl, Michael and Debi","OH",0,2469,-2.92372986369269,3729,0,0,0,1,"To Train Up A Child"
"521",0,0,-0.7,1,3.43804213135068,0,1911,"Kotzwinkle, William","OH",0,2469,-2.92372986369269,3580,0,1,0,0,"Walter the Farting Dog"
"522",0,0,-0.7,1,3.43804213135068,0,1163,"Dessen, Sarah","OH",0,2469,-2.92372986369269,3176,0,0,0,0,"Lock and Key"
"523",0,0,-0.7,0,3.43804213135068,1,1420,"Waggoner, Tim","OH",0,2469,-2.92372986369269,3013,0,1,0,0,"Pandora Drive"
"524",0,0,-0.7,0,3.43804213135068,1,1596,"Zane","OH",0,2469,-2.92372986369269,2432,0,1,0,0,"Sex Chronicles, The"
"525",1,1,-0.7,0,3.43804213135068,0,1941,"Crutcher, Chris","OH",0,2469,-2.92372986369269,2854,0,1,0,0,"Whale Talk"
"526",1,1,-0.7,0,3.43804213135068,0,8,"Cormier, Robert","OH",0,2469,-2.92372986369269,2848,0,0,0,0,"8+1"
