,Species,Zone,Tree,Tree.height,Tree.girth,Strata,Branch,Branch.length,Length,Width,Area,Petiole.length,Petiole.width,Herbivory,Stomata,Branchnum
458,Cassia fistula,Moist Deciduous,11,5,26.9,Upper,3,38,14.17,4.56,43.56,6.7,1.8,20,36,119
459,Cassia fistula,Moist Deciduous,11,5,26.9,Upper,3,38,14.95,5.04,48.63,6.6,1.8,1,36,119
460,Cassia fistula,Moist Deciduous,11,5,26.9,Upper,3,38,15.21,5.02,49.08,6.6,1.6,0,36,119
461,Cassia fistula,Moist Deciduous,11,5,26.9,Upper,3,38,14.43,5.59,51.23,6.2,1.8,0,36,119
462,Cassia fistula,Moist Deciduous,11,5,26.9,Mid,1,40,13.04,4.74,42.25,8.2,1.6,8,36,114
463,Cassia fistula,Moist Deciduous,11,5,26.9,Mid,1,40,12.68,4.02,36.48,8.4,1.3,2,36,114
464,Cassia fistula,Moist Deciduous,11,5,26.9,Mid,1,40,11.8,5,41.23,8.4,1.8,1,36,114
465,Cassia fistula,Moist Deciduous,11,5,26.9,Mid,1,40,10.76,5.08,39.43,8.6,1.7,0,36,114
466,Cassia fistula,Moist Deciduous,11,5,26.9,Mid,1,40,11.93,5.3,43.59,9.4,1.6,0,36,114
467,Cassia fistula,Moist Deciduous,11,5,26.9,Mid,2,39,12.54,4.7,40.84,8.9,1.8,0,36,115
468,Cassia fistula,Moist Deciduous,11,5,26.9,Mid,2,39,11.93,4.84,40.42,8.7,1.6,0,36,115
469,Cassia fistula,Moist Deciduous,11,5,26.9,Mid,2,39,13.17,5.03,44.53,8,1.6,5,36,115
470,Cassia fistula,Moist Deciduous,11,5,26.9,Mid,2,39,12.41,4.43,38.69,6.6,1.5,0,36,115
471,Cassia fistula,Moist Deciduous,11,5,26.9,Mid,2,39,11.98,4.37,37.31,7,1.4,1,36,115
472,Cassia fistula,Moist Deciduous,11,5,26.9,Mid,3,43,12.61,4.47,39.42,7,1.5,0,36,116
473,Cassia fistula,Moist Deciduous,11,5,26.9,Mid,3,43,11.98,3.88,33.94,7.6,1.5,0,36,116
474,Cassia fistula,Moist Deciduous,11,5,26.9,Mid,3,43,13.95,4.36,41.69,9.8,1.6,21,36,116
475,Cassia fistula,Moist Deciduous,11,5,26.9,Mid,3,43,8.86,4.98,34.44,8.2,1.4,11,36,116
476,Cassia fistula,Moist Deciduous,11,5,26.9,Mid,3,43,11.18,4.9,39.14,10.1,1.6,8,36,116
477,Cassia fistula,Moist Deciduous,11,5,26.9,Bottom,1,33,12.28,4.29,37.43,7.1,1.5,1,30,111
478,Cassia fistula,Moist Deciduous,11,5,26.9,Bottom,1,33,13.89,4.34,41.42,6.9,1.4,5,30,111
479,Cassia fistula,Moist Deciduous,11,5,26.9,Bottom,1,33,11.17,4.03,33.14,7.2,1.4,3,30,111
480,Cassia fistula,Moist Deciduous,11,5,26.9,Bottom,1,33,11.39,4.31,35.56,7.3,1.5,0,30,111
481,Cassia fistula,Moist Deciduous,11,5,26.9,Bottom,1,33,11.17,3.65,30.52,7,1.2,5,30,111
482,Cassia fistula,Moist Deciduous,11,5,26.9,Bottom,2,40,10.28,3.95,30.57,7.5,1.4,10,30,112
483,Cassia fistula,Moist Deciduous,11,5,26.9,Bottom,2,40,11.89,4.24,36.21,7.7,1.5,0,30,112
484,Cassia fistula,Moist Deciduous,11,5,26.9,Bottom,2,40,9.95,4.01,30.24,7.7,1.3,0,30,112
485,Cassia fistula,Moist Deciduous,11,5,26.9,Bottom,2,40,11.38,3.36,29.01,6.7,1.2,3,30,112
486,Cassia fistula,Moist Deciduous,11,5,26.9,Bottom,2,40,7.37,3.87,23.44,7.2,1.2,12,30,112
487,Cassia fistula,Moist Deciduous,11,5,26.9,Bottom,3,31,8.15,3.17,20.4,5.8,1,0,30,113
488,Cassia fistula,Moist Deciduous,11,5,26.9,Bottom,3,31,11.46,3.59,30.77,5.9,1.2,0,30,113
489,Cassia fistula,Moist Deciduous,11,5,26.9,Bottom,3,31,7.29,3.03,17.49,5.6,1,1,30,113
490,Cassia fistula,Moist Deciduous,11,5,26.9,Bottom,3,31,5.94,2.94,13.82,5.2,1,12,30,113
491,Cassia fistula,Moist Deciduous,11,5,26.9,Bottom,3,31,10.4,3.49,27.68,6,1.4,15,30,113
492,Cassia fistula,Moist Deciduous,12,8,25,Upper,1,26,11.07,4.82,38.34,7.1,1.5,0,36,127
493,Cassia fistula,Moist Deciduous,12,8,25,Upper,1,26,11.74,4.39,36.9,5.4,1.8,3,36,127
494,Cassia fistula,Moist Deciduous,12,8,25,Upper,1,26,10.65,4.52,35.33,7,1.3,0,36,127
495,Cassia fistula,Moist Deciduous,12,8,25,Upper,1,26,8.12,3.86,25.07,5,1.1,1,36,127
496,Cassia fistula,Moist Deciduous,12,8,25,Upper,1,26,10.91,4.17,33.51,6.3,1.3,3,36,127
497,Cassia fistula,Moist Deciduous,12,8,25,Upper,2,29,9.54,5.71,41,7.1,1.7,0,36,128
498,Cassia fistula,Moist Deciduous,12,8,25,Upper,2,29,13.47,5.55,48.79,7,1.6,0,36,128
499,Cassia fistula,Moist Deciduous,12,8,25,Upper,2,29,13.61,5.65,49.79,7.4,1.8,3,36,128
500,Cassia fistula,Moist Deciduous,12,8,25,Upper,2,29,11.53,5.36,43.09,6.5,1.7,12,36,128
501,Cassia fistula,Moist Deciduous,12,8,25,Upper,2,29,12.12,4.34,37.42,6.3,1.4,5,36,128
502,Cassia fistula,Moist Deciduous,12,8,25,Upper,3,32,12.4,4.47,38.94,7,1.5,10,36,129
503,Cassia fistula,Moist Deciduous,12,8,25,Upper,3,32,13.26,4.7,42.47,6.7,1.5,3,36,129
504,Cassia fistula,Moist Deciduous,12,8,25,Upper,3,32,12.15,5.02,42.16,6.5,1.5,3,36,129
505,Cassia fistula,Moist Deciduous,12,8,25,Upper,3,32,11.05,3.75,30.94,5.5,1.1,5,36,129
506,Cassia fistula,Moist Deciduous,12,8,25,Upper,3,32,12.65,4.46,39.44,7.1,1.4,10,36,129
507,Cassia fistula,Moist Deciduous,12,8,25,Mid,1,32,10.38,3.69,29.01,5,1.5,19,52,124
508,Cassia fistula,Moist Deciduous,12,8,25,Mid,1,32,12.1,4.06,35.45,6.1,1.7,0,52,124
509,Cassia fistula,Moist Deciduous,12,8,25,Mid,1,32,9.17,4.65,32.88,6.6,1.4,10,52,124
510,Cassia fistula,Moist Deciduous,12,8,25,Mid,1,32,12.98,4.48,40.32,6.3,1.6,10,52,124
511,Cassia fistula,Moist Deciduous,12,8,25,Mid,1,32,10.55,4.24,33.18,6.6,1.5,8,52,124
512,Cassia fistula,Moist Deciduous,12,8,25,Mid,2,41,15.18,5.66,53.41,6.4,2,3,52,125
513,Cassia fistula,Moist Deciduous,12,8,25,Mid,2,41,15.93,4.34,46.03,6.6,1.8,0,52,125
514,Cassia fistula,Moist Deciduous,12,8,25,Mid,2,41,15.55,5.54,53.42,5.9,1.6,1,52,125
515,Cassia fistula,Moist Deciduous,12,8,25,Mid,2,41,12.18,3.99,35.15,NA,NA,0,52,125
516,Cassia fistula,Moist Deciduous,12,8,25,Mid,2,41,15.23,5.43,51.94,6.6,2.1,0,52,125
517,Cassia fistula,Moist Deciduous,12,8,25,Mid,3,34,14.01,4.82,44.99,6.1,1.7,8,52,126
518,Cassia fistula,Moist Deciduous,12,8,25,Mid,3,34,13.65,5.05,45.76,7.9,1.8,0,52,126
519,Cassia fistula,Moist Deciduous,12,8,25,Mid,3,34,15.2,5.15,49.95,7.5,1.7,0,52,126
520,Cassia fistula,Moist Deciduous,12,8,25,Mid,3,34,11.51,4.81,39.27,6,1.6,0,52,126
521,Cassia fistula,Moist Deciduous,12,8,25,Mid,3,34,11.04,5.08,40.06,6.2,1.6,10,52,126
522,Cassia fistula,Moist Deciduous,12,8,25,Bottom,1,34,9.06,3.09,21.9,6.9,1.1,10,28,121
523,Cassia fistula,Moist Deciduous,12,8,25,Bottom,1,34,10.06,4.64,34.82,9.5,1.7,7,28,121
524,Cassia fistula,Moist Deciduous,12,8,25,Bottom,1,34,10.82,4.85,37.98,9,1.8,22,28,121
525,Cassia fistula,Moist Deciduous,12,8,25,Bottom,1,34,10.46,5.28,40.13,8.9,1.8,3,28,121
526,Cassia fistula,Moist Deciduous,12,8,25,Bottom,1,34,9.36,3.3,24.03,7.5,1,10,28,121
527,Cassia fistula,Moist Deciduous,12,8,25,Bottom,2,33,10.89,4.26,34.08,7.5,1.5,3,28,122
528,Cassia fistula,Moist Deciduous,12,8,25,Bottom,2,33,11.46,4.8,39.09,8.5,1.8,0,28,122
529,Cassia fistula,Moist Deciduous,12,8,25,Bottom,2,33,11.4,5.14,41.29,9.4,1.8,0,28,122
530,Cassia fistula,Moist Deciduous,12,8,25,Bottom,2,33,11.17,4.41,35.75,7.8,1.5,0,28,122
531,Cassia fistula,Moist Deciduous,12,8,25,Bottom,2,33,9.03,4.72,33.04,8.8,1.7,0,28,122
532,Cassia fistula,Moist Deciduous,12,8,25,Bottom,3,47,12.49,5.15,43.82,10,2.1,0,28,123
533,Cassia fistula,Moist Deciduous,12,8,25,Bottom,3,47,12.86,5.39,46.31,11.2,1.7,0,28,123
534,Cassia fistula,Moist Deciduous,12,8,25,Bottom,3,47,11.74,4.99,41.03,11.8,1.9,0,28,123
535,Cassia fistula,Moist Deciduous,12,8,25,Bottom,3,47,12.56,4.73,41.09,10.1,1.8,5,28,123
536,Cassia fistula,Moist Deciduous,12,8,25,Bottom,3,47,8.44,3.13,20.78,7.6,1.1,10,28,123
537,Cassia fistula,Moist Deciduous,13,5,22,Upper,1,31,12.39,6.29,51.43,10.9,2.2,0,28,137
538,Cassia fistula,Moist Deciduous,13,5,22,Upper,1,31,14.1,6.44,56.33,8.7,2.5,8,28,137
539,Cassia fistula,Moist Deciduous,13,5,22,Upper,1,31,12.95,5.93,50.22,9.3,2.1,20,28,137
540,Cassia fistula,Moist Deciduous,13,5,22,Upper,1,31,12.05,6.76,53.9,9.7,2.1,1,28,137
541,Cassia fistula,Moist Deciduous,13,5,22,Upper,1,31,14.12,6.2,54.73,8.4,2.2,0,28,137
542,Cassia fistula,Moist Deciduous,13,5,22,Upper,2,33,14.01,6.76,58.33,11.8,2.2,0,28,138
543,Cassia fistula,Moist Deciduous,13,5,22,Upper,2,33,11.29,6,46.95,9.1,1.9,0,28,138
544,Cassia fistula,Moist Deciduous,13,5,22,Upper,2,33,10.12,5.64,41.83,8.5,1.4,3,28,138
545,Cassia fistula,Moist Deciduous,13,5,22,Upper,2,33,13.8,6.7,57.44,10.5,2,0,28,138
546,Cassia fistula,Moist Deciduous,13,5,22,Upper,2,33,12.49,5.81,48.36,9.4,2,31,28,138
547,Cassia fistula,Moist Deciduous,13,5,22,Upper,3,37,14.54,7.02,61.31,9.6,2.3,10,28,139
548,Cassia fistula,Moist Deciduous,13,5,22,Upper,3,37,12.72,6.98,56.92,10,2.2,0,28,139
549,Cassia fistula,Moist Deciduous,13,5,22,Upper,3,37,13.97,6.49,56.38,10.6,2.1,15,28,139
550,Cassia fistula,Moist Deciduous,13,5,22,Upper,3,37,7.68,5.37,34.46,10.3,1.6,8,28,139
551,Cassia fistula,Moist Deciduous,13,5,22,Upper,3,37,10.73,5.95,45.34,10.7,1.6,5,28,139
552,Cassia fistula,Moist Deciduous,13,5,22,Mid,1,35,13.55,6.61,56.26,10.2,2.2,2,40,134
553,Cassia fistula,Moist Deciduous,13,5,22,Mid,1,35,12.11,6.33,51.07,9.9,2,6,40,134
554,Cassia fistula,Moist Deciduous,13,5,22,Mid,1,35,12.42,6.57,53.43,10.8,1.8,0,40,134
555,Cassia fistula,Moist Deciduous,13,5,22,Mid,1,35,11.32,6.35,49.43,9.1,2.1,3,40,134
556,Cassia fistula,Moist Deciduous,13,5,22,Mid,1,35,9.03,5.22,36.48,7.3,1.9,12,40,134
557,Cassia fistula,Moist Deciduous,13,5,22,Mid,2,38,15.26,7.11,63.56,9.6,2.5,12,40,135
558,Cassia fistula,Moist Deciduous,13,5,22,Mid,2,38,14.73,7.1,62.29,9.8,2.4,3,40,135
559,Cassia fistula,Moist Deciduous,13,5,22,Mid,2,38,13.89,6.7,57.64,10.3,2.3,3,40,135
560,Cassia fistula,Moist Deciduous,13,5,22,Mid,2,38,9.28,6.45,45.5,9.6,1.9,25,40,135
561,Cassia fistula,Moist Deciduous,13,5,22,Mid,2,38,11.9,6.35,50.74,9.7,1.7,15,40,135
562,Cassia fistula,Moist Deciduous,13,5,22,Mid,3,36,12.65,6.96,56.63,9.4,2.5,2,40,136
563,Cassia fistula,Moist Deciduous,13,5,22,Mid,3,36,12.57,6.47,53.08,10.5,2.3,15,40,136
564,Cassia fistula,Moist Deciduous,13,5,22,Mid,3,36,11,6.02,46.43,7.8,2,0,40,136
565,Cassia fistula,Moist Deciduous,13,5,22,Mid,3,36,12.4,6.63,53.79,8.4,2.1,21,40,136
566,Cassia fistula,Moist Deciduous,13,5,22,Mid,3,36,12.17,6.03,49.15,10.1,2,5,40,136
567,Cassia fistula,Moist Deciduous,13,5,22,Bottom,1,31,13.82,6.63,57,9.8,2.6,0,44,131
568,Cassia fistula,Moist Deciduous,13,5,22,Bottom,1,31,13.98,6.57,56.95,9.5,2.2,12,44,131
569,Cassia fistula,Moist Deciduous,13,5,22,Bottom,1,31,13.2,6.14,52.23,9.8,2.1,0,44,131
570,Cassia fistula,Moist Deciduous,13,5,22,Bottom,1,31,11.37,5.82,45.9,10.7,1.7,3,44,131
571,Cassia fistula,Moist Deciduous,13,5,22,Bottom,1,31,8.25,4.24,27.98,8.3,1.4,8,44,131
572,Cassia fistula,Moist Deciduous,13,5,22,Bottom,2,25,11.22,5.41,42.74,9,1.8,8,44,132
573,Cassia fistula,Moist Deciduous,13,5,22,Bottom,2,25,12.14,5.68,46.67,7.8,1.9,7,44,132
574,Cassia fistula,Moist Deciduous,13,5,22,Bottom,2,25,10.62,5.23,40.14,8.7,1.7,10,44,132
575,Cassia fistula,Moist Deciduous,13,5,22,Bottom,2,25,11.57,6.21,49.03,8.7,1.8,8,44,132
576,Cassia fistula,Moist Deciduous,13,5,22,Bottom,2,25,12.02,5.2,43.1,8.3,1.5,20,44,132
577,Cassia fistula,Moist Deciduous,13,5,22,Bottom,3,33,13.65,6.76,57.51,10.8,2.4,18,44,133
578,Cassia fistula,Moist Deciduous,13,5,22,Bottom,3,33,13.89,6.48,56.13,11.2,2.4,5,44,133
579,Cassia fistula,Moist Deciduous,13,5,22,Bottom,3,33,13.83,6.47,55.93,10.8,2.3,8,44,133
580,Cassia fistula,Moist Deciduous,13,5,22,Bottom,3,33,11.95,5.64,45.97,8.8,1.9,3,44,133
581,Cassia fistula,Moist Deciduous,14,5,22,Bottom,3,33,8.84,6.36,43.89,7.7,2,0,44,143
582,Cassia fistula,Moist Deciduous,14,6,25.7,Upper,1,45,17.07,6.14,60.98,9.7,2.1,0,16,147
583,Cassia fistula,Moist Deciduous,14,6,25.7,Upper,1,45,16,6.25,59.32,9.4,2.1,1,16,147
584,Cassia fistula,Moist Deciduous,14,6,25.7,Upper,1,45,13.57,6.5,55.54,9.3,1.8,10,16,147
585,Cassia fistula,Moist Deciduous,14,6,25.7,Upper,1,45,15,6.38,57.95,9.8,2,0,16,147
586,Cassia fistula,Moist Deciduous,14,6,25.7,Upper,1,45,15.08,6.54,59.23,10.5,2,0,16,147
587,Cassia fistula,Moist Deciduous,14,6,25.7,Upper,2,45,15.74,6.79,62.44,9.4,2.2,19,16,148
588,Cassia fistula,Moist Deciduous,14,6,25.7,Upper,2,45,15.4,6.61,60.44,10.1,2.1,3,16,148
589,Cassia fistula,Moist Deciduous,14,6,25.7,Upper,2,45,15.65,7.06,64.1,11.2,2.2,0,16,148
590,Cassia fistula,Moist Deciduous,14,6,25.7,Upper,2,45,14.81,6.04,55.19,10.1,1.9,6,16,148
591,Cassia fistula,Moist Deciduous,14,6,25.7,Upper,2,45,15.36,7.12,63.85,7.1,2.2,5,16,148
592,Cassia fistula,Moist Deciduous,14,6,25.7,Upper,3,49,15.4,5.75,54.53,9.8,1.9,0,16,149
593,Cassia fistula,Moist Deciduous,14,6,25.7,Upper,3,49,13.99,4.94,45.77,9.7,1.7,0,16,149
594,Cassia fistula,Moist Deciduous,14,6,25.7,Upper,3,49,15.7,6.02,57.06,10.8,2.1,10,16,149
595,Cassia fistula,Moist Deciduous,14,6,25.7,Upper,3,49,14.93,6.68,59.86,12.6,1.8,0,16,149
596,Cassia fistula,Moist Deciduous,14,6,25.7,Upper,3,49,14.58,6.3,56.45,7.2,1.8,0,16,149
597,Cassia fistula,Moist Deciduous,14,6,25.7,Mid,1,37,13.47,6.15,52.91,8.7,1.8,0,34,144
598,Cassia fistula,Moist Deciduous,14,6,25.7,Mid,1,37,15.21,5.57,52.86,8.7,1.8,3,34,144
599,Cassia fistula,Moist Deciduous,14,6,25.7,Mid,1,37,9.92,5.48,40.28,8,1.5,0,34,144
600,Cassia fistula,Moist Deciduous,14,6,25.7,Mid,1,37,9.5,6.24,44.55,5.1,1.2,0,34,144
601,Cassia fistula,Moist Deciduous,14,6,25.7,Mid,1,37,14.67,5.34,50.06,9,1.8,4,34,144
602,Cassia fistula,Moist Deciduous,14,6,25.7,Mid,2,43,14.5,6.42,57.1,9.6,2.1,0,34,145
603,Cassia fistula,Moist Deciduous,14,6,25.7,Mid,2,43,12.27,6.04,49.44,9.5,2.1,1,34,145
604,Cassia fistula,Moist Deciduous,14,6,25.7,Mid,2,43,12.7,5.16,44.36,7.6,1.6,3,34,145
605,Cassia fistula,Moist Deciduous,14,6,25.7,Mid,2,43,13.14,5.26,46.05,9.3,1.7,3,34,145
606,Cassia fistula,Moist Deciduous,14,6,25.7,Mid,2,43,14.08,5.82,52.02,8.4,1.8,2,34,145
607,Cassia fistula,Moist Deciduous,14,6,25.7,Mid,3,51,14.17,5.45,49.68,8.3,1.8,0,34,146
608,Cassia fistula,Moist Deciduous,14,6,25.7,Mid,3,51,10.09,6.34,46.58,10.3,1.7,0,34,146
609,Cassia fistula,Moist Deciduous,14,6,25.7,Mid,3,51,13.17,4.68,42.13,8.2,1.6,2,34,146
610,Cassia fistula,Moist Deciduous,14,6,25.7,Mid,3,51,9.97,6.48,47.27,7.7,1.2,10,34,146
611,Cassia fistula,Moist Deciduous,14,6,25.7,Mid,3,51,13.8,5.4,48.5,8.2,1.7,1,34,146
612,Cassia fistula,Moist Deciduous,14,6,25.7,Bottom,1,42,13.48,5.85,50.87,7.3,1.5,3,48,141
613,Cassia fistula,Moist Deciduous,14,6,25.7,Bottom,1,42,10.2,5.47,40.84,9.4,1.5,15,48,141
614,Cassia fistula,Moist Deciduous,14,6,25.7,Bottom,1,42,10.89,5.69,43.92,8.8,1.5,8,48,141
615,Cassia fistula,Moist Deciduous,14,6,25.7,Bottom,1,42,9.68,5.02,36.57,7.5,1.3,3,48,141
616,Cassia fistula,Moist Deciduous,14,6,25.7,Bottom,1,42,13.83,5.22,47.33,9.6,1.8,11,48,141
617,Cassia fistula,Moist Deciduous,14,6,25.7,Bottom,2,50,16.11,6.08,58.4,10.4,1.9,0,48,142
618,Cassia fistula,Moist Deciduous,14,6,25.7,Bottom,2,50,10.4,4.02,31.33,6.5,1.3,2,48,142
619,Cassia fistula,Moist Deciduous,14,6,25.7,Bottom,2,50,14,5.33,48.47,9.2,1.8,1,48,142
620,Cassia fistula,Moist Deciduous,14,6,25.7,Bottom,2,50,13.62,4.95,45,8.4,1.7,0,48,142
621,Cassia fistula,Moist Deciduous,14,6,25.7,Bottom,2,50,15.51,5.96,56.22,8.5,1.8,0,48,142
622,Cassia fistula,Moist Deciduous,14,6,25.7,Bottom,3,46,14,6.83,58.79,9.4,1.8,1,48,143
623,Cassia fistula,Moist Deciduous,14,6,25.7,Bottom,3,46,12.86,6.4,53.25,8.1,1.7,5,48,143
624,Cassia fistula,Moist Deciduous,14,6,25.7,Bottom,3,46,8.74,4.45,30.53,5.4,1.3,18,48,143
625,Cassia fistula,Moist Deciduous,14,6,25.7,Bottom,3,46,15.45,6.7,61.17,10.3,2.3,20,48,143
626,Cassia fistula,Moist Deciduous,14,6,25.7,Bottom,3,46,17.03,6.32,62.13,9.3,2.2,10,48,143
627,Cassia fistula,Moist Deciduous,15,7,19.5,Upper,1,42,10.12,5.31,39.56,11.2,1.7,8,50,157
628,Cassia fistula,Moist Deciduous,15,7,19.5,Upper,1,42,14.91,6.31,57.27,11.8,2.5,6,50,157
629,Cassia fistula,Moist Deciduous,15,7,19.5,Upper,1,42,15.36,6.2,57.53,10.6,2.2,0,50,157
630,Cassia fistula,Moist Deciduous,15,7,19.5,Upper,1,42,11.82,6.53,51.79,10.9,2.2,2,50,157
631,Cassia fistula,Moist Deciduous,15,7,19.5,Upper,1,42,15.19,6.38,58.38,10.7,2.5,0,50,157
632,Cassia fistula,Moist Deciduous,15,7,19.5,Upper,2,40,14.91,6.62,59.4,10.2,2.2,2,50,158
633,Cassia fistula,Moist Deciduous,15,7,19.5,Upper,2,40,13.66,6.12,53.14,9.8,2,12,50,158
634,Cassia fistula,Moist Deciduous,15,7,19.5,Upper,2,40,12.28,6.02,49.33,9.1,1.9,18,50,158
635,Cassia fistula,Moist Deciduous,15,7,19.5,Upper,2,40,7.55,4.18,25.98,6.9,1.3,1,50,158
636,Cassia fistula,Moist Deciduous,15,7,19.5,Upper,2,40,12.2,6.3,51.07,9.9,2,3,50,158
637,Cassia fistula,Moist Deciduous,15,7,19.5,Upper,3,38,16.6,7.32,68.03,11.9,2.6,5,50,159
638,Cassia fistula,Moist Deciduous,15,7,19.5,Upper,3,38,14.69,7.15,62.55,10.7,2.2,8,50,159
639,Cassia fistula,Moist Deciduous,15,7,19.5,Upper,3,38,14.9,6.99,61.92,10.3,2.5,1,50,159
640,Cassia fistula,Moist Deciduous,15,7,19.5,Upper,3,38,13.87,5.97,52.58,11.1,1.9,22,50,159
641,Cassia fistula,Moist Deciduous,15,7,19.5,Upper,3,38,13.22,5.96,51.04,10,2,20,50,159
642,Cassia fistula,Moist Deciduous,15,7,19.5,Mid,1,37,12.57,6.07,50.33,11.2,2,2,56,154
643,Cassia fistula,Moist Deciduous,15,7,19.5,Mid,1,37,13.88,6.16,53.91,9.4,2.2,18,56,154
644,Cassia fistula,Moist Deciduous,15,7,19.5,Mid,1,37,15.4,6.84,62.02,8.2,2.1,0,56,154
645,Cassia fistula,Moist Deciduous,15,7,19.5,Mid,1,37,15.34,7.03,63.19,10,2.3,10,56,154
646,Cassia fistula,Moist Deciduous,15,7,19.5,Mid,1,37,14.47,6.68,58.82,10.5,2.1,3,56,154
647,Cassia fistula,Moist Deciduous,15,7,19.5,Mid,2,33,11.2,6.08,47.3,10.1,1.9,5,56,155
648,Cassia fistula,Moist Deciduous,15,7,19.5,Mid,2,33,10.55,5.82,44.04,8.4,2,0,56,155
649,Cassia fistula,Moist Deciduous,15,7,19.5,Mid,2,33,11.67,5.78,46.3,8.3,2,0,56,155
650,Cassia fistula,Moist Deciduous,15,7,19.5,Mid,2,33,8.92,4.97,34.51,8,1.6,10,56,155
651,Cassia fistula,Moist Deciduous,15,7,19.5,Mid,2,33,11.46,4.84,39.36,8.7,1.9,15,56,155
652,Cassia fistula,Moist Deciduous,15,7,19.5,Mid,3,36,13.19,6.22,52.76,8.8,2,0,56,156
653,Cassia fistula,Moist Deciduous,15,7,19.5,Mid,3,36,15.38,6.24,57.85,8.6,1.4,18,56,156
654,Cassia fistula,Moist Deciduous,15,7,19.5,Mid,3,36,13.98,6,53.03,7.5,2,7,56,156
655,Cassia fistula,Moist Deciduous,15,7,19.5,Mid,3,36,15.42,6.47,59.52,9.8,2.2,2,56,156
656,Cassia fistula,Moist Deciduous,15,7,19.5,Mid,3,36,10.43,5.3,40.19,9.2,1.8,0,56,156
657,Cassia fistula,Moist Deciduous,15,7,19.5,Bottom,1,37,14.02,6.32,55.32,10.5,2.2,0,46,151
658,Cassia fistula,Moist Deciduous,15,7,19.5,Bottom,1,37,12.67,6.15,51.1,8.4,1.9,0,46,151
659,Cassia fistula,Moist Deciduous,15,7,19.5,Bottom,1,37,13.75,5.78,51,9.1,2.1,0,46,151
660,Cassia fistula,Moist Deciduous,15,7,19.5,Bottom,1,37,13.28,6.41,54.27,10.4,2.2,0,46,151
661,Cassia fistula,Moist Deciduous,15,7,19.5,Bottom,1,37,14.64,6.33,56.79,8.4,2.5,0,46,151
662,Cassia fistula,Moist Deciduous,15,7,19.5,Bottom,2,31,14.89,6.44,58.12,7.7,2.1,10,46,152
663,Cassia fistula,Moist Deciduous,15,7,19.5,Bottom,2,31,13.82,6.57,56.59,9.7,2,8,46,152
664,Cassia fistula,Moist Deciduous,15,7,19.5,Bottom,2,31,13.91,6.6,57,8.3,2,12,46,152
665,Cassia fistula,Moist Deciduous,15,7,19.5,Bottom,2,31,9.56,5.51,39.67,9.4,1.8,2,46,152
666,Cassia fistula,Moist Deciduous,15,7,19.5,Bottom,2,31,12.25,6.18,50.36,9.8,2,1,46,152
667,Cassia fistula,Moist Deciduous,15,7,19.5,Bottom,3,28,11.44,4.9,39.73,6.4,1.7,10,46,153
668,Cassia fistula,Moist Deciduous,15,7,19.5,Bottom,3,28,12.34,5.1,43.14,7.5,1.7,0,46,153
669,Cassia fistula,Moist Deciduous,15,7,19.5,Bottom,3,28,12.44,5.52,46.25,8.6,1.9,1,46,153
670,Cassia fistula,Moist Deciduous,15,7,19.5,Bottom,3,28,9.9,4.96,36.66,6.4,1.5,3,46,153
671,Cassia fistula,Moist Deciduous,15,7,19.5,Bottom,3,28,8.91,5.04,34.97,8.3,1.7,25,46,153
672,Anogeissus latifolia,Dry Thorn,16,6,77,Upper,1,31,4.84,3.49,13.91,6.1,1.1,1,56,167
673,Anogeissus latifolia,Dry Thorn,16,6,77,Upper,1,31,5.15,3.71,15.89,7.5,1.1,10,56,167
674,Anogeissus latifolia,Dry Thorn,16,6,77,Upper,1,31,4.93,3.42,13.85,7.1,1.1,2,56,167
675,Anogeissus latifolia,Dry Thorn,16,6,77,Upper,2,14,5.79,4.73,22.69,9.1,2,1,56,168
676,Anogeissus latifolia,Dry Thorn,16,6,77,Upper,2,14,5.67,3.28,15.42,8.7,1.4,20,56,168
677,Anogeissus latifolia,Dry Thorn,16,6,77,Upper,2,14,6.56,3.89,21.01,9,1.3,0,56,168
678,Anogeissus latifolia,Dry Thorn,16,6,77,Upper,3,27,4.59,2.59,8.87,4.7,1.2,3,56,169
679,Anogeissus latifolia,Dry Thorn,16,6,77,Upper,3,27,5.81,3.22,15.56,8.6,1.1,1,56,169
680,Anogeissus latifolia,Dry Thorn,16,6,77,Upper,3,27,4.57,3.08,11.14,5.6,1.1,3,56,169
681,Anogeissus latifolia,Dry Thorn,16,6,77,Mid,1,17,4.56,3.12,11.3,6.4,0.9,4,54,164
682,Anogeissus latifolia,Dry Thorn,16,6,77,Mid,1,17,4.89,2.87,11.11,7.3,1,0,54,164
683,Anogeissus latifolia,Dry Thorn,16,6,77,Mid,1,17,5.3,3.31,14.44,8.2,1.1,0,54,164
684,Anogeissus latifolia,Dry Thorn,16,6,77,Mid,1,17,4.1,2.62,7.53,5.5,1.1,17,54,164
685,Anogeissus latifolia,Dry Thorn,16,6,77,Mid,2,11,6.54,4.71,24.86,6.3,1.5,1,54,165
686,Anogeissus latifolia,Dry Thorn,16,6,77,Mid,2,11,6.13,3.68,18.71,6,1.2,1,54,165
687,Anogeissus latifolia,Dry Thorn,16,6,77,Mid,2,11,7.35,4.77,27.6,8.6,1.3,10,54,165
688,Anogeissus latifolia,Dry Thorn,16,6,77,Mid,2,11,6.15,4.63,23.3,8.3,1.1,20,54,165
689,Anogeissus latifolia,Dry Thorn,16,6,77,Mid,2,11,6.18,4.95,24.92,8,1.5,12,54,165
