name,ambiguity,distID,ideology,totalIssuePages,democrat,mismatch,incumbent,demHeterogeneity,attHeterogeneity,distLean
"FORTENBERRY, JEFFREY",0.1998,3101,0.3548,5,0,0.05347417,1,0.491102928,1.294868094,0.156062371
"ASHFORD, BRAD",0.0178,3102,-0.7958,0,1,1.050382547,0,0.524701447,1.293855178,0.113499842
"TERRY, LEE",0.4507,3102,-0.6202,0,0,0.874782547,1,0.524701447,1.293855178,0.113499842
"SULLIVAN, MARK",0.3391,3103,0.2292,14,1,0.457685615,0,0.477537152,1.211508078,0.507137405
"SMITH, ADRIAN",0.5858,3103,NA,0,0,NA,1,0.477537152,1.211508078,0.507137405
"SHEA-PORTER, CAROL",0.8869,3301,-0.5318,7,1,0.723980008,1,0.45377285,1.31952495,0.056678632
"GUINTA, FRANK",0.5792,3301,0.8438,11,0,0.651619992,0,0.45377285,1.31952495,0.056678632
"KUSTER, ANN MCLANE",0.8178,3302,-1.0279,8,1,1.027062686,1,0.453507162,1.356436924,-0.119075078
"GARCIA, MARILINDA",0.5849,3302,0.756,11,0,0.756837314,0,0.453507162,1.356436924,-0.119075078
"NORCROSS, DONALD W",0.5094,3401,-0.065,7,1,0.012614947,0,0.557607303,1.215715575,-0.188985663
"COBB, GARY WILBERT",0.5584,3401,0.9159,10,0,0.993514947,0,0.557607303,1.215715575,-0.188985663
"PAYNE, DONALD M., JR.",0.5687,3410,-0.5455,4,1,0.027404861,1,0.619946116,0.990422259,-0.639976481
"Dentley, Yolanda",0.5194,3410,-0.0875,7,0,0.485404861,0,0.619946116,0.990422259,-0.639976481
"DUNEC, MARK S",0.5386,3411,0.1747,3,1,0.152207154,0,0.452768539,1.328243073,-0.097831585
"FRELINGHUYSEN, RODNEY P.",0.4187,3411,0.2463,8,0,0.223807154,1,0.452768539,1.328243073,-0.097831585
"COLEMAN, BONNIE WATSON",0.4765,3412,NA,0,1,NA,0,0.570255243,1.269489209,-0.341627684
"ECK, ALIETA DR",0.3546,3412,1.7231,5,0,1.968350408,0,0.570255243,1.269489209,-0.341627684
"HUGHES, WILLIAM J JR",0.5205,3402,-0.6784,8,1,0.826296492,0,0.54960354,1.307155422,0.016355867
"LOBIONDO, FRANK A.",0.6184,3402,NA,0,0,NA,1,0.54960354,1.307155422,0.016355867
"BELGARD, AIMEE",0.5951,3403,-0.2078,11,1,0.210118001,0,0.487231759,1.296090365,-0.116201977
"MACARTHUR, THOMAS",0.6668,3403,0.1128,24,0,0.110481999,0,0.487231759,1.296090365,-0.116201977
"SCOLAVINO, RUBEN M",NA,3404,NA,NA,1,NA,0,0.488322864,1.260177284,0.002281987
"SMITH, CHRISTOPHER H.",0.9901,3404,-1.5951,6,0,1.727540189,1,0.488322864,1.260177284,0.002281987
"CHO, ROY",0.8916,3405,-0.9723,15,1,1.081941514,0,0.487471473,1.33060168,-0.018477558
"GARRETT, SCOTT REP.",0.4686,3405,0.5837,7,0,0.474058486,1,0.487471473,1.33060168,-0.018477558
"PALLONE, FRANK JR",0.7493,3406,-2.694,17,1,2.653604379,1,0.560229332,1.27720833,-0.155095261
"WILKINSON, ANTHONY E",0.3854,3406,0.6274,4,0,0.667795621,0,0.560229332,1.27720833,-0.155095261
"KOVACH, JANICE",0.6258,3407,-0.865,7,1,1.098407096,0,0.468995943,1.31688922,0.094218339
"LANCE, LEONARD",0.0236,3407,NA,0,0,NA,1,0.468995943,1.31688922,0.094218339
"SIRES, ALBIO",NA,3408,NA,NA,1,NA,1,0.62502266,1.249531934,-0.417789842
"Tiscornia, Jude Anthony",NA,3408,NA,NA,0,NA,0,0.62502266,1.249531934,-0.417789842
"PASCRELL, WILLIAM J. HON. JR.",0.7792,3409,-0.8481,6,1,0.588841627,1,0.593240104,1.292281411,-0.354382767
"PAUL, DIERDRE",0.0018,3409,-1.5662,0,0,1.306941627,0,0.593240104,1.292281411,-0.354382767
"GRISHAM, MICHELLE LUJAN",0.848,3501,-1.0908,8,1,0.968742947,1,0.579658985,1.451718146,-0.229452834
"FRESE, MICHAEL HARRY",0.028,3501,0.9328,1,0,1.054857053,0,0.579658985,1.451718146,-0.229452834
"LARA, ROXANNE",0.6533,3502,0.1042,6,1,0.228018708,0,0.569188061,1.300687885,0.184192168
"PEARCE, STEVAN E.",0.6094,3502,0.4284,11,0,0.096181292,1,0.569188061,1.300687885,0.184192168
"LUJAN, BEN R MR.",0.7837,3503,-1.7881,9,1,1.847654402,1,0.601339718,1.355498111,-0.064084842
"BYRD, JEFFERSON LEE",0.3832,3503,0.9222,14,0,0.862645598,0,0.601339718,1.355498111,-0.064084842
"TITUS, DINA",0.4195,3201,NA,0,1,NA,1,0.607279196,1.290611725,-0.015280835
"TEIJEIRO, ANNETTE",0.2136,3201,-0.3605,7,0,0.473652239,0,0.607279196,1.290611725,-0.015280835
"SPEES, KRISTEN",0.3783,3202,0.2279,19,1,0.089173511,0,0.527263344,1.400330654,0.170401568
"AMODEI, MARK EUGENE",0.4706,3202,0.7503,1,0,0.433226489,1,0.527263344,1.400330654,0.170401568
"KOHN, ERIN BILBRAY",0.7057,3203,0.3222,15,1,0.083604269,0,0.541828416,1.340364573,0.098942899
"HECK, JOE",0.3395,3203,1.7729,7,0,1.534304269,1,0.541828416,1.340364573,0.098942899
"HORSFORD, STEVEN ALEXZANDER",0.8023,3204,-0.5127,4,1,0.729675326,1,0.591132727,NA,0.079256239
"HARDY, CRESENT",0.3199,3204,0.8722,5,0,0.655224674,0,0.591132727,NA,0.079256239
"BISHOP, TIMOTHY",0.7908,3601,-0.7763,6,1,0.771209275,1,0.475166235,1.263603897,-0.122948061
"ZELDIN, LEE M",0.4649,3601,1.0231,14,0,1.028190725,0,0.475166235,1.263603897,-0.122948061
"NADLER, JERROLD L. MR.",0.8647,3610,-1.3126,14,1,0.613440708,1,0.52892196,1.004743379,-0.754938623
NA,NA,3610,NA,NA,0,NA,0,0.52892196,1.004743379,-0.754938623
"RECCHIA, DOMENIC M JR",0.766,3611,-0.6867,13,1,0.550215267,0,0.552544093,1.041722027,-0.242590092
"GRIMM, MICHAEL",0.5166,3611,0.3175,9,0,0.453984733,1,0.552544093,1.041722027,-0.242590092
"MALONEY, CAROLYN B.",1.0495,3612,-1.6165,9,1,0.940785307,1,0.472705327,1.169865186,-0.733590926
"DI IORIO, NICHOLAS S",0.4436,3612,-0.2431,12,0,0.432614693,0,0.472705327,1.169865186,-0.733590926
"RANGEL, CHARLES B",0.8518,3613,-0.9456,13,1,0.109996407,1,0.67812537,1.259959547,-0.879179245
NA,NA,3613,NA,NA,0,NA,0,0.67812537,1.259959547,-0.879179245
"CROWLEY, JOSEPH",-0.1404,3614,0.7513,0,1,1.08716541,1,0.645688893,1.151736179,-0.424138014
NA,NA,3614,NA,NA,0,NA,0,0.645688893,1.151736179,-0.424138014
"SERRANO, JOSE E.",NA,3615,NA,NA,1,NA,1,0.67515983,1.058565058,-0.656552331
NA,NA,3615,NA,NA,0,NA,0,0.67515983,1.058565058,-0.656552331
"ENGEL, ELIOT L. REP.",0.7746,3616,-2.1272,8,1,1.738769783,1,0.605647905,1.059703821,-0.472001386
NA,NA,3616,NA,NA,0,NA,0,0.605647905,1.059703821,-0.472001386
"LOWEY, NITA M",0.9196,3617,-1.7641,6,1,1.490562926,1,0.544336762,1.172804593,-0.36738437
"DAY, CHRIS",0.358,3617,-0.008,11,0,0.265537074,0,0.544336762,1.172804593,-0.36738437
"MALONEY, SEAN PATRICK",0.8697,3618,-1.4299,6,1,1.478869421,1,0.524818255,1.331698651,-0.073723094
"HAYWORTH, NAN",0.2718,3618,0.6715,6,0,0.622530579,0,0.524818255,1.331698651,-0.073723094
"ELDRIDGE, SEAN",0.656,3619,-1.2316,12,1,1.349189652,0,0.490578909,1.294046378,-0.011240307
"GIBSON, CHRISTOPHER P",0.019,3619,NA,0,0,NA,1,0.490578909,1.294046378,-0.011240307
"MAHER, PATRICIA M",0.8241,3602,-0.5864,13,1,0.490046276,0,0.513901671,1.259922449,-0.20604843
"KING, PETER T. HON.",0.5948,3602,-1.8152,5,0,1.718846276,1,0.513901671,1.259922449,-0.20604843
"TONKO, PAUL DAVID",0.4763,3620,-0.2525,5,1,0.070936101,1,0.516093913,1.322188141,-0.283637344
"FISCHER, JAMES M",0.3446,3620,0.8119,11,0,0.993463899,0,0.516093913,1.322188141,-0.283637344
"WOOLF, AARON",0.5709,3621,-0.1735,10,1,0.231213004,0,0.486512508,1.272301969,-0.065761544
"STEFANIK, ELISE M.",0.3459,3621,0.7856,11,0,0.727886996,0,0.486512508,1.272301969,-0.065761544
NA,NA,3622,NA,NA,1,NA,0,0.49838506,1.267357939,-0.097834323
"HANNA, RICHARD",0.591,3622,0.014,12,0,0.008489839,1,0.49838506,1.267357939,-0.097834323
"ROBERTSON, MARTHA",0.5481,3623,-0.5522,8,1,0.633444033,0,0.497707707,1.196909803,-0.044335147
"REED, THOMAS W II",0.4573,3623,1.0913,6,0,1.010055967,1,0.497707707,1.196909803,-0.044335147
"MAFFEI, DANIEL BENJAMIN MR.",0.7112,3624,-0.2686,11,1,0.291453257,1,0.516553303,1.279675134,-0.097503409
"KATKO, JOHN M",-0.4108,3624,-0.2937,0,0,0.316553257,0,0.516553303,1.279675134,-0.097503409
"SLAUGHTER, LOUISE MCINTOSH",2.0206,3625,-2.1487,9,1,2.031762446,1,0.55079342,1.288393702,-0.224791227
"ASSINI, MARK W",-0.1648,3625,-0.2169,0,0,0.099962446,0,0.55079342,1.288393702,-0.224791227
"HIGGINS, BRIAN",0.5587,3626,-0.8337,7,1,0.724126421,1,0.570864405,1.275182902,-0.218085891
"WEPPNER, KATHLEEN",0.5847,3626,0.1728,4,0,0.282373579,0,0.570864405,1.275182902,-0.218085891
"O'Donnell, Jim",0.3752,3627,-0.0356,7,1,0.373312106,0,0.458413884,1.229960352,0.189194232
"COLLINS, CHRISTOPHER C",-0.3659,3627,0.9172,4,0,0.579487894,1,0.458413884,1.229960352,0.189194232
"ISRAEL, STEVE J.",0.9733,3603,-0.8419,8,1,0.644859792,1,0.48103186,1.296086387,-0.29772944
"LALLY, GRANT M",0.2446,3603,0.3757,3,0,0.572740208,0,0.48103186,1.296086387,-0.29772944
"RICE, KATHLEEN",0.8193,3604,-0.7774,8,1,0.613450302,0,0.543935581,1.204794866,-0.26759857
"BLAKEMAN, BRUCE",0.5001,3604,0.6661,8,0,0.830049698,0,0.543935581,1.204794866,-0.26759857
"MEEKS, GREGORY W.",0.6631,3605,-0.3046,1,1,0.250343985,1,0.623758797,1.225280746,-0.623622039
NA,NA,3605,NA,NA,0,NA,0,0.623758797,1.225280746,-0.623622039
"MENG, GRACE",0.6365,3606,-0.6909,8,1,0.364405803,1,0.603772816,1.002070615,-0.415604969
NA,NA,3606,NA,NA,0,NA,0,0.603772816,1.002070615,-0.415604969
"VELAZQUEZ, NYDIA",0.6347,3607,NA,0,1,NA,1,0.6662316,1.12130863,-0.665539355
"FERNANDEZ, JOSE LUIS",-0.0095,3607,NA,0,0,NA,0,0.6662316,1.12130863,-0.665539355
"JEFFRIES, HAKEEM",0.367,3608,-1.8896,5,1,1.155851582,1,0.62854041,1.189314141,-0.786434072
NA,NA,3608,NA,NA,0,NA,0,0.62854041,1.189314141,-0.786434072
"CLARKE, YVETTE D",NA,3609,NA,NA,1,NA,1,0.617557838,1.275074808,-0.731499064
NA,NA,3609,NA,NA,0,NA,0,0.617557838,1.275074808,-0.731499064
"KUNDRATA, FREDERICK LOUIS III",0.6173,3901,-0.4979,10,1,0.835825187,0,0.562596838,1.352741006,0.189388255
"CHABOT, STEVE",0.7465,3901,1.4784,7,0,1.140474813,1,0.562596838,1.352741006,0.189388255
"Klepinger, Robert",NA,3910,NA,NA,1,NA,0,0.551079573,1.291551429,0.098494564
"TURNER, MICHAEL R REP",0.477,3910,0.1962,8,0,0.041903358,1,0.551079573,1.291551429,0.098494564
"FUDGE, MARCIA L",1.1732,3911,-1.2099,6,1,0.809940107,1,0.623827206,1.153007785,-0.482499839
"Zetzer, Mark",0.1185,3911,0.3489,0,0,0.748859893,0,0.623827206,1.153007785,-0.482499839
NA,0.4335,3912,-0.3666,11,1,0.725185437,0,0.476114428,1.325605442,0.208200637
"TIBERI, PATRICK J.",0.1079,3912,NA,0,0,NA,1,0.476114428,1.325605442,0.208200637
"RYAN, TIMOTHY J.",0.491,3913,-0.6093,4,1,0.79003288,1,0.529120528,1.242669415,0.046255344
NA,NA,3913,NA,NA,0,NA,0,0.529120528,1.242669415,0.046255344
"WAGER, MICHAEL",0.5716,3914,-0.8092,10,1,1.086644301,0,0.463399647,1.311905481,0.134316824
"JOYCE, DAVID P",0.1094,3914,-0.0586,0,0,0.336044301,1,0.463399647,1.311905481,0.134316824
"WHARTON, RICHARD SCOTT",0.5574,3915,-0.4893,7,1,0.812592418,0,0.484002218,1.338729184,0.176064252
"STIVERS, STEVE MR.",0.4219,3915,1.6514,8,0,1.328107582,1,0.484002218,1.338729184,0.176064252
"CROSSLAND, PETE",0.6318,3916,-0.5699,8,1,0.910778247,0,0.447490425,1.318438725,0.192077191
"RENACCI, JAMES B",0.6849,3916,1.1574,12,0,0.816521753,1,0.447490425,1.318438725,0.192077191
"TYSZKIEWICZ, MAREK",0.3998,3902,-0.2498,7,1,0.439047062,0,0.5045995,1.327705305,0.054008011
"WENSTRUP, BRAD R DR.",-0.0073,3902,0.4322,6,0,0.242952938,1,0.5045995,1.327705305,0.054008011
"BEATTY, JOYCE",0.6721,3903,-0.4673,3,1,0.383327148,1,0.61815629,1.260054755,-0.194774912
"ADAMS, JOHN",0.0442,3903,NA,0,0,NA,0,0.61815629,1.260054755,-0.194774912
"GARRETT, JANET PATRICIA",NA,3904,NA,NA,1,NA,0,0.486537398,1.219284214,0.315727805
"JORDAN, JAMES D.",0.2888,3904,NA,0,0,NA,1,0.486537398,1.219284214,0.315727805
"FRY, ROBERT L",0.5545,3905,-0.36,15,1,0.837049052,0,0.474969286,1.228784542,0.316068779
"LATTA, ROBERT EDWARD MR",0.2893,3905,NA,0,0,NA,1,0.474969286,1.228784542,0.316068779
"GARRISON, JENNIFER D",0.5608,3906,0.0272,11,1,0.510615978,0,0.472081276,1.195208298,0.371400666
"JOHNSON, BILL",0.8702,3906,1.0609,9,0,0.523084022,1,0.472081276,1.195208298,0.371400666
NA,NA,3907,NA,NA,1,NA,0,0.477381218,1.372855623,0.217883408
"GIBBS, ROBERT",0.3377,3907,1.3222,12,0,0.952980691,1,0.477381218,1.372855623,0.217883408
"POETTER, THOMAS",0.4138,3908,-0.3909,6,1,0.941538672,0,0.495633184,1.32757463,0.383076489
"BOEHNER, JOHN A.",0.5946,3908,0.807,11,0,0.256361328,1,0.495633184,1.32757463,0.383076489
"KAPTUR, MARCY C HON.",0.7754,3909,-0.6537,1,1,0.574486571,1,0.572109188,1.32604111,-0.190441175
"May, Richard",0.258,3909,1.5869,4,0,1.666113429,0,0.572109188,1.32604111,-0.190441175
NA,NA,4001,NA,NA,1,NA,0,0.56647866,1.337423233,0.326897949
"BRIDENSTINE, JAMES FREDERICK",0.4692,4001,1.373,10,0,0.88405807,1,0.56647866,1.337423233,0.326897949
"Everett, Earl",NA,4002,NA,NA,1,NA,0,0.597615664,1.20072072,0.540039676
"MULLIN, MARKWAYNE MR.",0.4677,4002,1.5191,14,0,0.79608025,1,0.597615664,1.20072072,0.540039676
"Robbins, Frankie",-0.3073,4003,NA,0,1,NA,0,0.540456376,1.228318487,0.434318921
"LUCAS, FRANK D.",0.4152,4003,2.431,9,0,1.824085549,1,0.540456376,1.228318487,0.434318921
"Smith, Bert",0.2645,4004,-0.3782,0,1,0.998510579,0,0.54587066,1.263380113,0.446516889
"COLE, TOM",0.4683,4004,2.0607,16,0,1.440389421,1,0.54587066,1.263380113,0.446516889
"MCAFFREY, AL",0.4193,4005,-1.3435,4,1,1.713761684,0,0.594766255,1.30419546,0.218832552
"RUSSELL, STEVEN DANE",0.3387,4005,1.0663,12,0,0.696038316,0,0.594766255,1.30419546,0.218832552
"BONAMICI, SUZANNE MS.",0.5686,4101,-0.3533,8,1,0.333467713,1,0.522209782,1.438059655,-0.136371127
"YATES, WILLIAM JASON",0.6878,4101,1.3243,15,0,1.344132287,0,0.522209782,1.438059655,-0.136371127
"CHRISTOFFERSON, AELEA",0.4911,4102,-0.6617,7,1,1.190051478,0,0.508953016,1.326072686,0.362782678
"WALDEN, GREGORY P MR.",0.5413,4102,0.6215,5,0,0.093148522,1,0.508953016,1.326072686,0.362782678
"BLUMENAUER, EARL",0.6485,4103,-0.2107,8,1,0.294859163,1,0.548633064,1.424299488,-0.578654232
"BUCHAL, JAMES LAURENCE",0.4586,4103,0.3744,4,0,0.879959163,0,0.548633064,1.424299488,-0.578654232
"DEFAZIO, PETER A.",0.3331,4104,NA,0,1,NA,1,0.514570218,1.427485041,8.58E-04
"ROBINSON, ART",0.121,4104,0.3632,6,0,0.232323259,0,0.514570218,1.427485041,8.58E-04
"SCHRADER, KURT",1.2099,4105,-0.418,3,1,0.483649664,1,0.519539654,1.476966213,-0.058534744
"SMITH, TOOTIE",0.3233,4105,0.1085,4,0,0.042850336,0,0.519539654,1.476966213,-0.058534744
"BRADY, ROBERT A",0.8961,4201,-1.0368,5,1,0.707534583,1,0.639171295,1.168264545,-0.418128329
"RATH, MEGAN ANN",0.2585,4201,0.4394,4,0,0.768665417,0,0.639171295,1.168264545,-0.418128329
"BRION, SCOTT FLOYD",0.7075,4210,0.1859,6,1,0.274365008,0,0.468363942,1.250903023,0.300785912
"MARINO, THOMAS ANTHONY",0.5984,4210,1.2717,7,0,0.811434992,1,0.468363942,1.250903023,0.300785912
"OSTROWSKI, ANDREW J",0.5274,4211,0.3391,10,1,0.014715236,0,0.482336541,1.187835278,0.203857086
"BARLETTA, LOU",0.6551,4211,0.5868,11,0,0.232984764,1,0.482336541,1.187835278,0.203857086
"MCCLELLAND, ERIN ROCHELE",0.5861,4212,-0.6018,8,1,1.031128868,0,0.453542776,1.233982909,0.272616723
"ROTHFUS, KEITH MR.",0.7246,4212,0.956,5,0,0.526671132,1,0.453542776,1.233982909,0.272616723
"BOYLE, BRENDAN F",0.4339,4213,-0.2237,8,1,0.07640685,0,0.570684363,1.332425503,-0.252431796
"ADCOCK, CARSON DEE",0.4526,4213,0.5076,2,0,0.65489315,0,0.570684363,1.332425503,-0.252431796
"DOYLE, MIKE",0.9486,4214,-0.7921,6,1,0.683956702,1,0.564354684,1.298244128,-0.216783536
NA,NA,4214,NA,NA,0,NA,0,0.564354684,1.298244128,-0.216783536
NA,NA,4215,NA,NA,1,NA,0,0.503143984,1.246485615,0.019377665
"DENT, CHARLES W REP",0.7232,4215,0.7511,5,0,0.59988489,1,0.503143984,1.246485615,0.019377665
"HOUGHTON, THOMAS",0.1784,4216,-0.0165,0,1,0.268047403,0,0.525265284,1.321640319,0.110736164
"PITTS, JOSEPH R",0.4525,4216,0.6799,8,0,0.428352597,1,0.525265284,1.321640319,0.110736164
"CARTWRIGHT, MATT MR",0.5845,4217,-0.9095,6,1,1.176476869,1,0.492534969,1.261210193,0.124785607
"MOYLAN, DAVID JOHN III MD",0.6348,4217,-0.1621,10,0,0.429076869,0,0.492534969,1.261210193,0.124785607
NA,NA,4218,NA,NA,1,NA,0,0.445665261,1.335062879,0.295970404
"MURPHY, TIMOTHY",0.4944,4218,NA,0,0,NA,1,0.445665261,1.335062879,0.295970404
"FATTAH, CHAKA MR.",0.5818,4202,NA,0,1,NA,1,0.616962981,1.123317834,-0.828812163
"James, Armond",0.1123,4202,-0.2697,2,0,0.510589146,0,0.616962981,1.123317834,-0.828812163
"LAVALLEE, DANIEL",0.1193,4203,NA,0,1,NA,0,0.479288003,1.212775956,0.238011085
"KELLY, GEORGE J JR",0.6049,4203,1.1165,6,0,0.725175949,1,0.479288003,1.212775956,0.238011085
"THOMPSON, LINDA",0.724,4204,-0.9393,6,1,1.139675122,0,0.49535664,1.358694349,0.064140769
"PERRY, SCOTT",0.4096,4204,1.4041,6,0,1.203724878,1,0.49535664,1.358694349,0.064140769
"TAYLOR, KERITH STRANO",-0.0434,4205,0.3229,7,1,0.044186364,0,0.470957594,1.21858435,0.135472629
"THOMPSON, GLENN MR",0.5231,4205,1.037,4,0,0.758286364,1,0.470957594,1.21858435,0.135472629
"TRIVEDI, MANAN",0.6525,4206,-0.5363,10,1,0.725363703,0,0.462607371,1.331338891,0.053841052
"COSTELLO, RYAN A",0.464,4206,0.5516,8,0,0.362536297,0,0.462607371,1.331338891,0.053841052
"BALCHUNIS, MARY ELLEN",0.8362,4207,-0.6238,8,1,0.716692001,0,0.454035576,1.278540265,-0.033728982
"MEEHAN, PATRICK L. MR.",0.821,4207,0.0876,9,0,0.005292001,1,0.454035576,1.278540265,-0.033728982
"STROUSE, KEVIN",0.6158,4208,-0.4747,8,1,0.653148161,0,0.451489112,1.265480337,0.044174972
"FITZPATRICK, MICHAEL G.",0.3099,4208,NA,0,0,NA,1,0.451489112,1.265480337,0.044174972
"HARTZOK, ALANNA",0.7236,4209,-0.5715,9,1,1.058740449,0,0.465924627,1.212769987,0.32534865
"SHUSTER, WILLIAM MR.",0.7597,4209,2.4502,12,0,1.962959551,1,0.465924627,1.212769987,0.32534865
"CICILLINE, DAVID N",1.5354,4401,-0.8916,12,1,0.751586565,1,0.5516885,1.22340949,-0.245803184
"LYNCH, CORMICK",0.509,4401,0.2257,7,0,0.365713435,0,0.5516885,1.22340949,-0.245803184
"LANGEVIN, JAMES R. HONORABLE",0.5886,4402,NA,0,1,NA,1,0.512749295,1.246421389,-0.299196627
"REIS, RHUE",0.2862,4402,0.55,9,0,0.748651511,0,0.512749295,1.246421389,-0.299196627
NA,NA,4501,NA,NA,1,NA,0,0.545907454,1.299138776,0.27074748
"SANFORD, MARSHALL C. HON.",0.6335,4501,0.3301,6,0,0.097176016,1,0.545907454,1.299138776,0.27074748
"Black, Phil",0.3428,4502,0.2618,6,1,0.106467217,0,0.559457505,1.331190128,0.217016471
"WILSON, JOE THE HON.",-0.0429,4502,2.9951,0,0,2.626832783,1,0.559457505,1.331190128,0.217016471
"WROBLESKI-MULLIS, BARBARA JO",0.6375,4503,-0.743,9,1,1.342571131,0,0.564690653,1.227133005,0.427632393
"DUNCAN, JEFFREY D MR.",0.8169,4503,NA,0,0,NA,1,0.564690653,1.227133005,0.427632393
NA,NA,4504,NA,NA,1,NA,0,0.562868858,1.280280746,0.297239588
"GOWDY, TREY",-0.3379,4504,-0.0042,0,0,0.460570342,1,0.562868858,1.280280746,0.297239588
"ADAMS, THOMAS A",0.0721,4505,1.6253,7,1,1.145228667,0,0.581216399,1.259601439,0.318820745
"MULVANEY, JOHN MICHAEL 'MICK'",0.2044,4505,NA,0,0,NA,1,0.581216399,1.259601439,0.318820745
"CLYBURN, JAMES E.",0.4828,4506,-2.7675,3,1,2.733554851,1,0.623063603,1.227505842,-0.149221724
"Culler, Anthony",-0.412,4506,-1.6136,0,0,1.579654851,0,0.623063603,1.227505842,-0.149221724
"TINUBU, GLORIA BROMELL",0.5299,4507,-1.2134,4,1,1.540448386,0,0.596570189,NA,0.179484283
"RICE, TOM",0.3253,4507,NA,0,0,NA,1,0.596570189,NA,0.179484283
"ROBINSON, CORINNA",0.3498,4600,0.598,5,1,0.082577496,0,0.514442122,NA,0.351010081
"NOEM, KRISTI LYNN",0.8281,4600,1.2114,9,0,0.695977496,1,0.514442122,NA,0.351010081
NA,NA,4701,NA,NA,1,NA,0,0.493768288,1.254499798,0.470619696
"ROE, DAVID PHILLIP DR.",0.8816,4701,1.1528,10,0,0.506019088,1,0.493768288,1.254499798,0.470619696
"Scott, Bob",0.5189,4702,-0.2382,6,1,0.629145334,0,0.501950705,1.271298644,0.237666241
"DUNCAN, JOHN J REP. JR.",NA,4702,NA,NA,0,NA,1,0.501950705,1.271298644,0.237666241
"HEADRICK, MARY MARGARET",0.4859,4703,-0.621,17,1,1.092639986,0,0.529136705,1.248704583,0.311143504
"FLEISCHMANN, CHARLES J",0.7038,4703,1.4741,8,0,1.002460014,1,0.529136705,1.248704583,0.311143504
"SHERRELL, LENDA",0.4904,4704,-0.2717,14,1,0.887039258,0,0.522262607,1.224532494,0.441990207
"DESJARLAIS, SCOTT EUGENE",0.5238,4704,0.8735,11,0,0.258160742,1,0.522262607,1.224532494,0.441990207
"COOPER, JAMES H.S.",0.6086,4705,0.0888,5,1,0.006182459,1,0.587318854,1.353891309,-0.043084487
"RIES, BOB",0.6748,4705,0.4275,10,0,0.344882459,0,0.587318854,1.353891309,-0.043084487
"Powers, Amos",0.5476,4706,-0.0325,12,1,0.720972286,0,0.491475477,1.290706183,0.508582163
"BLACK, DIANE L MRS.",0.9856,4706,1.1955,9,0,0.507027714,1,0.491475477,1.290706183,0.508582163
"Cramer, Daniel",0.4433,4707,-0.3436,13,1,1.052536857,0,0.52031421,1.247362438,0.527216367
"BLACKBURN, MARSHA MRS.",0.807,4707,0.3283,7,0,0.380636857,1,0.52031421,1.247362438,0.527216367
"BRADLEY, WES",NA,4708,NA,NA,1,NA,0,0.541658795,1.192392569,0.449355787
"FINCHER, STEVE MR.",0.5092,4708,0.9291,15,0,0.305671669,1,0.541658795,1.192392569,0.449355787
"COHEN, STEPHEN IRA",0.8952,4709,NA,0,1,NA,1,0.614111718,1.199133925,-0.26229823
"BERGMANN, CHARLOTTE",0.5232,4709,0.9988,1,0,1.156928726,0,0.614111718,1.199133925,-0.26229823
"MCKELLAR, SHIRLEY JONETTA  DR",0.3366,4801,0.3987,6,1,0.499062023,0,0.564195186,1.260567913,0.699152871
"GOHMERT, LOUIE",0.2119,4801,0.7203,4,0,0.177462023,1,0.564195186,1.260567913,0.699152871
"CADIEN, TAWANA W.",0.196,4810,0.3341,6,1,0.150745104,0,0.540045705,1.398935214,0.048642845
"MCCAUL, MICHAEL",0.674,4810,0.427,7,0,0.243645104,1,0.540045705,1.398935214,0.048642845
NA,NA,4811,NA,NA,1,NA,0,0.518826033,1.279394496,0.625460718
"CONAWAY, MICHAEL HONORABLE",0.2427,4811,NA,0,0,NA,1,0.518826033,1.279394496,0.625460718
"GREENE, MARK",0.3023,4812,-0.3642,6,1,0.835650438,0,0.526049038,1.311741178,0.310970909
"GRANGER, KAY",0.5831,4812,0.8131,10,0,0.341649562,1,0.526049038,1.311741178,0.310970909
"Minter, Mike",-0.2871,4813,NA,0,1,NA,0,0.52653608,1.233194781,0.588998034
"THORNBERRY, MAC",0.72,4813,0.8465,7,0,0.069712901,1,0.52653608,1.233194781,0.588998034
"BROWN, DONALD GLENN JR",0.6037,4814,-0.4042,16,1,1.042267772,0,0.574091282,1.242630519,0.462685866
"WEBER, RANDY",0.287,4814,2.574,9,0,1.935932228,1,0.574091282,1.242630519,0.462685866
"HINOJOSA, RUBEN E.",0.5659,4815,-0.5112,7,1,0.814984686,1,0.562027766,1.223108083,0.158301306
"ZAMORA, EDDIE",NA,4815,NA,12,0,NA,0,0.562027766,1.223108083,0.158301306
"O'ROURKE, ROBERT (BETO)",0.4726,4816,0.3144,6,1,0.185688722,1,0.563083549,1.225094941,-0.001113408
NA,NA,4816,NA,NA,0,NA,0,0.563083549,1.225094941,-0.001113408
"Haynes, Nick",0.5736,4817,0.2698,8,1,0.012921144,0,0.581029191,1.23777518,0.139121702
"FLORES, BILL",0.3492,4817,0.95,9,0,0.667278856,1,0.581029191,1.23777518,0.139121702
"LEE, SHEILA JACKSON",NA,4818,NA,21,1,NA,1,0.651583509,1.337783811,-0.124750335
"SEIBERT, SEAN",-0.1629,4818,1.3081,5,0,1.31517003,0,0.651583509,1.337783811,-0.124750335
"MARCHBANKS, JAMES NEAL",0.6082,4819,0.1225,8,1,0.537060366,0,0.552046558,1.280468623,0.482256146
