price,date,bedrooms,bathrooms,sqft,floors,waterfront,yr_built,yr_renovated
489500,366,3,1.75,2090,1,0,1977,0
335e3,498,3,2,1410,1,0,1985,0
585e3,338,3,3.25,3050,2,0,1990,0
8e5,289,4,2.25,2010,1,0,1950,0
379500,250,4,2.25,2120,2,0,1985,0
475e3,223,3,1,1270,1,0,1959,0
52e4,327,3,2,1670,1,0,1961,0
515e3,392,4,2.5,1800,2,0,2001,0
577500,487,2,1,1640,1,0,1926,0
269900,196,3,2.25,1740,1,0,1963,0
329e3,146,3,1,1600,1,0,1964,0
458500,478,3,1.5,1280,1.5,0,1905,1990
89e4,436,4,2,1480,1.5,0,1947,0
361500,455,4,2.5,1980,2,0,2003,0
2535e3,198,5,3.25,3730,1,0,1963,0
325e3,233,2,1,900,1,0,1984,0
185e4,308,4,3.25,3480,3,0,2014,0
945e3,142,4,2,2840,1,0,1952,0
37e4,239,3,2.5,2490,2,0,2005,0
32e4,413,0,2.5,1490,2,0,1999,0
45e4,257,2,2,1510,1,0,2006,0
8e5,478,4,2.5,2900,2,0,1994,0
676e3,344,3,2.5,2240,2,0,1995,0
1272500,456,4,1.75,2040,2,0,1921,0
29e4,300,3,1.75,1460,1,0,1972,0
158e3,321,3,1.5,990,1,0,1962,0
379950,124,4,1.75,1970,1,0,1960,0
583e3,128,4,2.5,2660,2,0,2001,0
15e4,363,2,1,870,1,0,1957,0
261500,201,3,2.5,1740,2,0,1990,0
278e3,286,4,2.5,2290,2,0,2004,0
555e3,265,4,2.75,2170,1,0,1977,0
355e3,238,3,1.75,2040,1,0,1958,0
375e3,259,4,1.5,1770,1,0,1958,0
227e3,209,3,1.75,2380,1,0,1918,0
335e3,169,4,2,2030,1,0,1969,0
68e4,156,3,2.25,2270,1,0,1975,0
686500,400,2,1.75,1390,1.5,0,1928,0
41e4,327,3,1.75,1530,1,0,1988,0
425e3,237,2,1,1430,1.5,0,1921,0
562500,433,3,2.5,2030,1,0,1988,0
345e3,286,4,2.5,2390,2,0,2003,0
627500,468,4,2.5,2540,1,0,1979,0
355e3,436,3,1,1890,1,0,1962,0
335e3,485,3,2.25,1870,2,0,1986,0
35e4,434,4,3,1780,1,0,1953,0
59e4,441,3,1,1610,1,0,1978,0
252e3,197,3,2,1420,2,0,1990,0
1295e3,475,5,4,4440,1,0,1968,0
705e3,322,4,2,1820,2,0,1947,2002
498e3,194,3,2,1620,1,0,1968,0
312500,263,2,1,870,1,0,1948,0
26e4,327,4,1.75,1830,1,0,1962,0
209950,441,3,1.5,2290,1,0,1967,0
61e4,405,3,1.75,1110,1,0,1967,0
5e5,177,4,1,1440,1.5,0,1906,0
85e4,419,3,3.5,3070,1,0,1928,1996
689e3,414,4,2.5,2440,1,0,1961,0
47e4,313,4,2,2410,2,0,1974,0
64e4,126,3,3,2270,2,0,2002,0
29e4,223,4,1.75,2340,1,0,1960,0
258500,351,3,2.5,1800,2,0,1983,0
11e5,194,4,3.5,2210,1,0,1977,2006
42e4,147,3,1.75,1820,1,0,1977,0
23e4,258,3,1,1190,1,0,1955,0
252e3,456,3,1.5,1400,1,0,1986,0
515e3,180,3,2.5,2600,2,0,2003,0
425e3,159,2,1,910,1,0,1905,0
575e3,389,3,2.5,1760,2,0,1994,0
39e4,298,2,1,860,1,0,1909,0
561500,259,4,2.25,2310,1,0,1968,0
135e4,491,4,1.75,2000,1.5,0,1926,0
835e3,267,5,2.75,2460,1,0,1955,0
245e3,413,2,1,1020,1.5,0,1933,0
475200,222,3,2.5,1670,2,0,2000,0
425e3,316,2,1,790,1,0,1941,0
218e3,397,2,1.5,2010,2,0,1952,0
6e5,233,4,2.5,2600,2,0,1999,0
545e3,464,4,2.25,1890,1,0,1967,0
2408e3,482,5,2.5,4600,1.5,0,1918,2003
46e4,490,5,3,2008,1,0,1992,0
425e3,173,2,1,880,1,0,1950,0
455e3,293,3,1.75,1700,1,0,1955,0
313100,475,3,2,1730,1,0,1994,0
78e4,173,4,3.5,3910,2,0,1987,0
345500,356,4,2.5,2160,2,0,1999,0
243e3,383,3,1.75,1200,1,0,1975,0
67e4,341,5,3.5,3860,1,0,1973,0
325e3,406,3,1.5,1320,1,0,1983,0
281e3,335,2,1,1280,1,0,1951,0
13e4,428,3,1,1100,1,0,1913,0
34e4,210,3,2.5,2170,2,0,1995,0
485e3,404,4,2.75,2720,2,0,1977,0
642860,350,4,2.75,2520,2,0,2014,0
747e3,275,3,1.75,2560,1,0,1911,0
559950,209,4,2.5,2650,2,0,1979,0
577288,320,4,2.75,2870,2,0,2008,0
575e3,266,2,1,1230,1.5,0,1920,0
287e3,124,3,1,1450,1,0,1953,0
1149e3,313,4,3.75,3180,2,0,2012,0
335e3,478,2,1,1800,1,0,1945,0
375e3,370,4,2.25,2020,2,0,1966,0
325e3,370,2,1,620,1,0,1926,0
53e4,477,3,2.25,2190,1,0,1976,0
287e3,376,4,2.25,1980,1,0,1977,0
32e4,421,5,3,2970,1,0,1979,0
425e3,233,4,2.5,2270,2,0,2006,0
55e4,217,3,1,1630,1,0,1954,0
135e3,335,3,1,1520,1,0,1961,0
695e3,197,3,1.75,2080,1.5,0,1924,0
975e3,490,5,2.5,3020,1,0,1977,0
21e4,139,4,1.75,2180,1,0,1950,0
518e3,364,4,1.75,1780,1,0,1951,0
335500,189,3,1,1370,2,0,1930,0
75e4,329,4,3.5,3050,2,0,1984,0
515e3,356,3,1.75,1490,1,0,1956,0
344500,140,4,2.75,1800,1,0,2002,0
47e4,166,3,1.5,1760,1,0,1958,0
606150,246,4,1.75,1770,1,0,1967,0
292e3,323,4,2.75,2910,1,0,1998,0
45e4,491,3,2.5,2880,2,0,1979,0
429e3,230,3,1.75,2520,1,0,1957,0
765e3,231,4,2.5,3190,2,0,1988,0
425e3,469,2,1,540,1,0,1905,0
505e3,407,4,2.5,3170,2,0,2000,0
544950,440,3,1.75,1830,1,0,1957,0
382e3,266,3,2,1360,1.5,0,1936,0
475e3,239,3,1.75,1870,2,0,1978,0
355e3,471,3,1.5,1370,2,0,1982,0
41e4,183,4,2.5,1700,1,0,1972,0
45e4,398,4,2,1960,1,0,1900,1988
565e3,147,7,4.5,4140,1,0,1978,0
529100,468,2,1,1290,1.5,0,1941,0
452500,407,4,2.5,2460,2,0,2006,0
245e3,141,4,2,1580,1,0,1967,0
415e3,453,1,1,700,1,0,1954,0
61e4,204,4,2.5,2410,2,0,1990,0
363500,288,4,1.75,2180,1,0,1962,0
51e4,399,3,2.75,1950,1,0,1969,0
65e4,448,4,2.5,2630,2,0,1996,0
29e4,378,4,2.5,2050,2,0,1973,0
17e4,441,3,1,790,1,0,1944,0
51e4,453,2,1,1070,1,0,1900,0
228e4,124,7,8,13540,3,0,1999,0
316e3,264,4,2.5,2320,2,0,1987,0
69e4,131,4,2.5,2670,2,0,1989,0
199950,219,2,1,700,1,0,1952,0
207e3,224,3,1,860,1,0,1960,0
449950,470,4,2.25,3490,1.5,0,1976,0
361550,441,3,1.75,1160,1,0,1980,0
824e3,266,4,3.5,3650,2,0,1996,0
537e3,370,3,1.75,1550,1,0,1957,0
838400,216,4,2.5,2620,2.5,0,1974,0
225e3,253,2,1,720,1,0,1947,0
329900,477,3,2,1380,1,0,1982,0
282500,370,4,1,1170,1,0,1942,0
229950,460,3,1.75,1170,1,0,1969,0
5e5,454,2,1,1630,1,0,1947,0
495e3,307,3,1.75,1890,1,0,1967,0
149500,160,3,1,1010,1,0,1959,0
726e3,229,3,2.5,2040,1,0,1974,0
899e3,463,4,2.5,4080,2,0,1998,0
317e3,438,3,1,1270,1,0,1955,0
395e3,449,1,1,790,1,0,1953,0
36e4,397,4,3,2580,2,0,1999,0
57e4,168,4,2.5,2290,2,0,1996,0
32e4,169,4,2.5,3490,2,0,2003,0
32e4,267,3,1.75,1510,1.5,0,1976,0
268e3,435,5,2.5,2400,2,0,2004,0
191e3,177,2,1,900,1,0,1905,0
4e5,215,2,1,1270,1,0,1949,0
515e3,181,2,1,1050,1,0,1907,0
61e4,470,4,2.5,2950,2,0,2004,0
538e3,296,2,1.75,1850,1,0,1929,1992
432e3,153,3,2.5,1970,2,0,2003,0
335e3,391,4,2.25,2400,2,0,1978,0
302e3,415,5,1.75,2360,1.5,0,1926,0
787500,215,4,1.75,1580,1,0,1963,0
42e4,351,3,1,1790,1,0,1937,0
56e4,260,3,2.5,2840,2,0,1991,0
535e3,477,3,2.5,1970,2,0,1989,0
31e4,160,3,2.5,1780,1,0,1990,0
76e4,341,5,2,3920,1.5,0,1910,0
242500,264,3,1.75,1550,2,0,2005,0
1313e3,415,6,3,2980,1.5,0,1911,0
235e3,288,3,1,1270,1,0,1949,0
598780,418,4,2.25,3040,1,0,1963,0
433200,218,3,2.5,2075,2,0,2002,0
343e3,495,2,1,1110,1,0,1942,0
145e3,313,2,1,800,1,0,1964,0
291970,380,1,1,680,1,0,1952,1995
599950,441,3,1,1680,1,0,1949,0
1749e3,205,4,2.5,3910,1.5,0,1908,2003
87e4,442,4,1.75,2780,1,0,1964,0
323e3,492,4,2.75,2000,2,0,1992,0
727e3,236,4,3,3150,2,0,2001,0
166e3,295,1,1,1120,1,0,1988,0
45e4,484,4,1.75,1740,1,0,1961,0
4e5,174,3,2.5,2970,1,0,1967,0
599e3,405,3,2.5,2970,1,0,1967,0
165e3,155,3,1,1150,1,0,1908,0
229e3,155,2,1,1190,1,0,1941,0
305e3,285,1,1,900,1,0,1946,1987
93e4,257,3,3.25,2950,2,0,2001,0
542e3,265,3,2.5,1990,1,0,1964,0
214e3,251,3,1,1020,1,0,1900,1965
718e3,251,3,2.5,2070,2,0,2001,0
349e3,161,3,2.5,1430,3,0,2002,0
305e3,489,3,2.5,2030,2,0,1997,0
498e3,195,3,2.5,1620,2,0,1900,1993
799950,142,4,3.5,4220,2,0,1993,0
737e3,489,3,2.5,2300,2,0,1997,0
86e4,359,4,3.25,3830,2,0,2001,0
339950,182,3,2.5,2390,1,0,1984,0
249e3,135,3,2.25,1440,1,0,1982,0
37e4,491,2,1,910,1,0,1910,0
725e3,285,3,2,1550,1,0,1964,0
529e3,338,5,2.5,2380,1,0,1976,0
31e4,440,4,2.75,2060,1,0,1988,0
315e3,299,4,2.25,1880,2,0,1981,0
13e5,274,4,2.5,3470,2,0,1927,0
435e3,308,3,2,2360,2,0,1964,0
35e4,196,3,1.75,1970,1,0,1979,0
24e4,250,3,1,1040,1,0,1948,0
41e4,482,3,2.25,1420,2,0,1987,0
43e4,265,4,2.75,2290,2,0,2003,0
446e3,229,4,2.5,1530,1,0,1974,0
24e4,161,3,1.5,1360,1.5,0,1984,0
595e3,372,4,3,3680,1.5,0,1970,0
215150,429,3,1,920,1,0,1969,0
319950,141,2,1,1070,1,0,1949,0
385e3,166,3,2,1590,2,0,2000,0
28e4,448,3,2.5,1600,2,0,1991,0
399950,495,3,2.5,1510,1,0,1974,0
132500,142,3,1,1080,1,0,1967,0
399950,477,2,0.75,1330,1,0,1916,0
29e4,201,2,1,850,1,0,1948,0
86e4,496,5,2.25,1960,1,0,1958,0
31e5,148,6,4.25,6980,3,0,1999,0
245e3,135,4,1,1530,1.5,0,1948,0
255e3,348,3,1.5,1320,1,0,1956,0
31e4,316,4,3,2320,2,0,1976,0
299e3,224,3,1,960,1,0,1955,0
575e3,313,4,2.5,2040,2,0,1996,0
284e3,317,3,1,1080,1,0,1944,0
84e4,461,3,1.75,2020,1,0,1926,0
442573,224,3,1.75,1780,1,0,1980,0
56e4,280,3,1,1140,1,0,1931,0
485e3,126,3,2,1610,1,0,1917,0
472500,441,4,1.75,1440,1,0,1961,0
161e4,329,4,2.75,4270,2,0,1996,0
808e3,352,8,3.75,3460,2,0,1987,0
398e3,294,3,1.75,1890,1.5,0,1950,0
34e4,412,3,2.5,2240,2,0,2003,0
38e4,497,2,1,760,1.5,0,1910,0
235e3,254,3,1,1020,1,0,1948,0
4e5,299,3,1.5,1330,1,0,1956,0
582e3,191,5,2.5,2780,1,0,1968,0
209e3,364,2,1,1070,1,0,1962,0
335e3,457,5,3,2660,1.5,0,1962,0
285950,345,2,1,710,1,0,1942,0
645e3,310,5,2.25,3340,2,0,1975,0
312e3,356,2,1,1160,1.5,0,1916,0
663e3,282,3,2.25,2840,1,0,1967,0
443950,292,3,1.75,2000,1,0,1946,1995
315e3,149,3,2,1060,1,0,1981,0
302200,446,4,1.5,1730,1,0,1964,0
77e4,372,3,2.5,2190,2,0,1979,0
374950,386,4,1.75,1660,1,0,1974,0
33e4,161,3,2.5,2210,2,0,1989,0
23e4,292,2,1,870,1,0,1942,0
967e3,481,4,2.5,3100,2,0,2010,0
536500,250,4,2.5,1720,2,0,2000,0
315e3,177,6,4,3120,2,0,1993,0
626e3,196,3,1,1040,1,0,1924,0
334009,198,4,2,1650,1,0,1960,0
429e3,393,2,1,1010,1,0,1924,0
818e3,400,4,2.5,4020,2,0,1987,0
326e3,239,5,2.75,2166,2,0,2013,0
31e4,162,5,3,1880,1,0,1997,0
525e3,475,4,2,2260,1,0,1947,0
35e4,457,3,2.25,2010,1.5,0,1986,0
936e3,456,4,2.5,3330,2,0,2001,0
226e3,332,3,1,1520,1,0,1954,0
125e4,485,5,3.5,3510,2,0,2008,0
428e3,230,3,1.75,1580,1,0,1985,0
329932,148,3,1.5,1460,1,0,1971,0
539e3,384,3,1.5,1460,1,0,1971,0
275e3,433,3,1.75,1650,1,0,1977,0
59e4,252,4,2.5,2660,2,0,1993,0
782e3,387,4,2.5,3510,2,0,1997,0
575e3,166,4,2.5,2120,2,0,1985,0
509e3,378,3,2.25,1780,2,0,1996,0
29e4,128,4,2.5,2000,1,0,1968,0
305240,208,3,1,1300,1,0,1956,0
555e3,160,3,2,2180,1.5,0,1930,0
317e3,205,3,2,1790,1,0,1980,0
43e4,163,3,2,1910,1.5,0,1971,0
85e4,419,2,1.5,1800,1,0,1962,0
469e3,329,3,2.25,2620,1,0,1976,0
327200,210,2,2,1440,1,0,1942,1983
835e3,162,3,3,2790,2,1,1977,0
36e4,245,4,2.5,2340,2,0,1990,0
372e3,344,4,2.5,2070,2,0,1999,0
453e3,449,3,1,2160,1.5,0,1968,0
275e3,224,2,1.75,2090,1,0,1931,0
475e3,182,4,2.5,2040,2,0,1963,0
31e4,408,4,2.75,1950,1,0,1986,0
173e3,405,4,2,1200,1,0,1957,0
313500,457,5,3,2240,1,0,1985,0
345e3,209,3,2.5,1360,2,0,2007,0
436e3,439,3,1.5,1500,1,0,1955,0
244500,266,2,1.75,1300,1,0,1939,0
206e3,191,3,1.75,1140,1,0,1968,0
89e4,475,4,2.5,2930,2,0,2005,0
329950,386,4,2.25,2140,2,0,1986,0
25e4,412,3,1.75,1628,1,0,1996,0
246e3,299,3,2,1990,1,0,1949,0
44e4,196,3,1.75,1950,1,0,1979,0
395e3,266,4,1.75,1910,1,0,1975,0
305e3,268,3,1,820,1,0,1918,0
16e4,265,3,2.25,1470,1,0,1985,0
269e3,421,3,2.25,1470,1,0,1985,0
169500,222,3,1,1060,1,0,1962,0
690500,338,4,2.75,3130,2,0,2014,0
245560,336,2,1.5,1260,1,0,1957,0
345e3,434,4,2.75,2200,2,0,1987,0
383e3,287,4,1.75,2580,1,0,1958,0
388500,238,3,2.25,1350,2,0,2007,0
25e4,260,3,1.75,1350,1,0,1985,0
455500,398,3,1.75,2290,1,0,1973,0
672e3,334,3,1,1220,1,0,1954,0
55e4,180,4,1.5,2750,1,0,1958,0
487e3,490,3,1.75,1430,1,0,1959,0
291375,231,4,2.5,2220,2,0,2001,0
225e3,427,3,1,1490,1,0,1946,0
519950,314,5,3.5,2440,2,0,1974,0
25e4,237,3,2.5,2070,2,0,1990,0
614950,260,3,1,1500,1.5,0,1900,0
599500,378,4,2.25,2020,2,0,1984,0
625e3,266,4,1.5,2190,1,0,1952,0
248500,490,2,1,780,1,0,1958,0
469950,272,5,2,1220,1,0,1921,0
525e3,476,3,1.5,1840,1,0,1970,0
787500,244,2,2.5,2390,2,0,1949,1982
485e3,470,4,2.5,3710,1,0,2005,0
31e4,461,2,1,750,1,0,1919,0
28e4,282,5,2,2110,1,0,1966,0
2e5,456,4,1,1020,1.5,0,1922,0
49e4,282,3,2.5,3080,2,0,2006,0
146e3,364,3,1,900,1,0,1969,2009
5e5,323,5,3,3720,2,0,1986,0
242500,252,3,1,940,1,0,1959,0
324950,278,3,1,1040,1,0,1959,0
231500,470,2,1,1000,1,0,1943,0
3e5,148,3,2.5,2080,2,0,1989,0
545e3,335,4,2.5,2500,2,0,1997,0
35e4,412,3,1,1050,1,0,1955,0
467100,142,3,1.75,1620,1,0,1973,0
18e4,462,3,1,1610,1.5,0,1959,0
749e3,190,4,1.5,2130,2,0,1920,0
245e3,281,3,2.5,1460,2,0,1989,0
26e4,230,5,1,1600,1,0,1962,0
49e4,157,3,3,1730,3,0,1985,0
565e3,238,4,2.5,2280,2,0,2003,0
33e4,236,4,2.25,2430,2,0,1983,0
295e3,307,3,1,1380,1,0,1963,0
725e3,281,3,1.5,1790,1.5,0,1903,0
1135e3,245,4,2.5,3370,2,0,1999,0
68e4,215,3,2.25,2920,1,0,1956,0
49e4,302,2,1,2180,1,0,1947,0
635e3,481,3,1.75,1480,1.5,0,1926,0
75e4,460,3,2.5,2350,1.5,0,1979,0
33e4,342,4,2.25,2440,2,0,1983,0
27e4,447,3,2.5,1350,2,0,2007,0
34e4,133,3,2.25,1970,2,0,1997,0
413252,427,3,0.75,1110,1,0,1951,0
6e5,405,4,2.75,2950,2,0,2007,0
726888,469,5,3,2970,2,0,1999,0
285e3,339,2,1,720,1,0,1943,0
365e3,401,2,1,770,1,0,1929,0
295e3,432,4,2,1650,1,0,1964,0
46e4,441,3,2.25,1620,1,0,1969,0
23e4,267,3,1.5,1510,1.5,0,1947,0
337e3,141,3,1,1070,1,0,1951,0
3e5,250,3,1,1010,1,0,1957,0
23e5,394,4,2.5,3370,1,0,1962,0
36e4,343,4,2.5,2000,2,0,2003,0
585e3,439,3,2.5,2060,2,0,1987,0
182700,280,3,2.25,1740,1,0,1978,0
305e3,482,3,2.25,1740,1,0,1978,0
309950,124,3,2.5,1880,2,0,1994,0
55e4,439,3,1,960,1,0,1972,0
825e3,314,3,2.5,3280,1,0,1985,0
998500,273,2,1,1570,1.5,0,1914,0
644500,304,4,2.5,2990,2,0,2004,0
32e4,376,3,2,1250,1,0,1968,0
266950,287,3,2.5,1920,2,0,2005,0
633100,133,4,2.5,2470,2,0,1993,0
395e3,216,2,1,960,1,0,1951,0
259250,439,3,1,940,1,0,1947,0
3e5,309,3,1,1260,1,0,1968,0
413e3,415,3,1.75,2280,1,0,1977,0
435e3,212,3,2.25,1740,1,0,1958,0
5e5,275,4,2.75,2630,1,0,1976,0
402e3,212,4,1.75,2430,1,0,1953,0
777700,485,3,2.5,2260,1.5,0,1995,0
58e4,446,2,1.5,1220,1,0,1938,0
57e4,250,3,1.75,2580,1,0,1986,0
174950,341,2,1,730,1,0,1950,1985
3e5,126,2,1,760,1,0,1913,0
435e3,265,3,1.5,1740,1,0,1950,0
84e4,147,4,2.5,3420,2,0,2000,0
469e3,168,5,2.5,2240,1,0,1966,0
87e4,315,4,1.75,1920,2,0,1907,0
532e3,154,4,1.75,2020,1,0,1979,0
455e3,449,4,1.5,1880,1,0,1955,0
201e3,211,3,1,1010,1,0,1961,0
649e3,265,5,3.25,3990,2,0,1991,0
445500,508,2,1.75,1390,1,0,1941,0
475e3,146,3,2,1230,1,0,1984,0
59e4,484,4,2.5,2940,2,0,1992,0
565e3,419,4,1.5,2190,2,0,1935,1963
11e4,257,1,1,640,1,0,1920,0
375e3,352,3,2.5,1670,1,0,1974,0
255e3,198,3,1.5,1240,1,0,1967,0
315e3,483,5,1.75,1850,1.5,0,1937,0
496600,323,4,2.25,2020,1,0,1961,0
38e4,194,3,1,1020,1,0,1944,0
338950,313,3,1.75,1610,1,0,1974,0
542500,291,5,3.5,2730,1,0,1989,0
739e3,227,5,2.5,2840,1,0,1913,0
549e3,169,4,1.75,1290,2,0,1906,0
252e3,174,3,2.25,1670,1,0,1977,0
1698890,264,4,4.5,3860,2,0,2004,0
735e3,161,4,1.75,2460,1.5,0,1909,0
27e4,189,4,2.5,1660,1,0,1978,0
225e4,399,3,2.5,3420,1,0,1951,0
155e3,282,2,1,1010,1.5,0,1990,0
469e3,425,4,2.5,2240,1,0,1961,0
305e3,372,4,2.25,2340,2,0,1965,0
675e3,190,3,1.75,1920,1,0,1924,0
931e3,364,3,2.5,2460,1.5,0,1929,0
385e3,400,3,1,1470,1,0,1950,0
815e3,409,3,2.5,3400,2,0,2001,0
531e3,453,3,2.25,1910,1,0,1979,0
386500,446,4,1,1400,1,0,1901,0
475580,176,3,1.75,1520,1,0,1983,0
358e3,231,2,1,930,1,0,1939,0
677500,294,5,1,2340,2,0,1918,0
868500,127,3,2.5,2920,3,0,2008,0
599380,404,3,1.75,1270,1,0,1967,0
712e3,280,4,2.25,2450,1,0,1979,0
35e4,484,5,1.75,1380,1,0,1955,0
875e3,129,4,2,2520,1,0,1921,2007
365e3,427,3,2.25,2290,2,0,1988,0
452e3,140,4,2,1660,1,0,1945,0
915e3,412,3,2.75,2800,1,0,1957,0
482500,369,3,2.5,1690,2,0,2005,0
425e3,286,3,1,1180,1.5,0,1949,0
46e4,344,2,1.75,1390,1,0,1916,0
666570,200,4,2,2320,1.5,0,1913,0
39e4,286,3,2.25,2270,1,0,1980,0
65e4,281,4,1.75,2640,1,0,1966,0
305e3,273,3,2,1680,1,0,1993,0
25e4,216,3,1,990,1,0,1949,0
438800,460,4,2.5,2770,2,0,2004,0
29e4,348,2,1,950,1,0,1943,0
324950,485,4,2,2160,2,0,1929,0
453e3,334,3,2.5,1650,2,0,1991,0
556e3,261,3,1,1800,1.5,0,1929,0
315e3,321,3,2,1660,1,0,1971,0
445830,146,3,2.5,1870,2,0,2003,0
126e4,282,3,3.5,3220,2,0,1991,0
287200,121,3,3,1850,1,0,1992,0
525e3,265,4,1.5,1580,1.5,0,1945,0
1135e3,359,4,4.25,4590,2,0,2003,0
381e3,282,3,1.75,2700,1,0,1967,0
36e4,156,3,1.75,1020,1.5,0,1953,0
619e3,488,5,3.5,2950,3,0,2004,0
535e3,414,2,1.75,1780,1,0,1976,0
402e3,281,2,1,710,1,0,1905,0
6e5,313,4,3.5,4300,2,0,1992,0
549950,252,3,2.5,2080,1,0,1974,0
3e5,231,4,2,2360,1,0,1955,0
36e4,448,6,2,2210,2,0,1969,1995
419e3,252,7,3.25,4340,2,0,1986,0
51e4,461,3,3,1320,3,0,2009,0
319950,258,3,2.5,1980,2,0,1991,0
118e4,279,5,5,3960,2,0,1998,0
381e3,275,4,2.5,2130,2,0,2003,0
256900,489,3,2.5,1720,2,0,1992,0
346e3,414,5,1,1790,1,0,1964,0
465e3,341,2,2.25,1390,3,0,2009,0
545e3,490,3,2,1900,1,0,1973,0
516e3,210,2,1.75,1640,1,0,1925,0
55e4,159,4,2.5,2700,1,0,1968,0
339950,489,4,2.25,2200,2,0,1990,0
417e3,448,3,1,1310,1,0,1953,0
906e3,420,4,2.5,2480,1,0,1951,0
98e4,315,4,2.25,3010,2,0,1973,0
555e3,467,4,2.5,2450,2,0,2001,0
468e3,313,2,1.75,1250,1,0,1986,0
378e3,292,3,1.75,2610,1,0,1981,0
43e4,349,4,2.5,2010,1.5,0,1962,0
730100,135,4,2.5,3120,2,0,2003,0
219e3,246,4,1.5,1370,1.5,0,1961,0
57e4,324,3,2.5,2420,1,0,1990,0
262500,322,4,2.75,1500,1,0,1979,0
525e3,148,5,2.5,2630,2,0,2003,0
52e4,456,2,1,950,1,0,1919,0
417400,342,3,3,2680,1,0,1970,0
788e3,131,4,3.25,3680,2,0,2003,0
32e4,357,3,1,1270,1,0,1956,0
95e4,247,6,1,2330,1.5,0,1920,0
255e3,146,3,1,960,1,0,1955,0
26e4,139,4,2.5,1990,2,0,1989,0
394e3,435,3,1,1450,1,0,1923,0
575e3,364,4,2.5,2280,2,0,1996,0
125e4,442,4,2.25,1830,2,0,1923,0
385e3,215,3,2.25,1650,1,0,1969,0
456e3,310,5,2.75,2720,1,0,1968,0
637e3,490,4,2.5,1710,1,0,1979,0
485e3,313,5,1.5,1420,1,0,1964,0
315275,131,3,1.75,1440,1,0,1951,0
252500,265,2,1.5,1280,1,0,1967,0
24e4,446,2,1,1320,1,0,1966,0
79e4,315,4,2.5,2560,1,0,1949,0
31e4,133,3,1,1480,1,0,1952,0
125e4,345,4,2.5,2960,2,0,1985,0
425e3,392,2,1,1160,1,0,1942,0
548e3,153,3,2.5,2110,2,0,2001,0
379880,122,3,2.5,1650,1,0,1986,0
53e4,149,3,2.5,1950,2,0,1988,0
695e3,474,3,2.25,2600,1.5,0,1977,0
435e3,146,3,1,1270,1.5,0,1928,0
54e4,140,3,1.75,1300,1,0,1983,0
425e3,170,3,2.25,1790,1,0,1967,0
49e4,195,3,2.5,1930,2,0,2005,0
22e4,183,4,1,1200,1.5,0,1923,0
54e4,371,4,2.5,2050,2,0,2001,0
67e4,355,3,1,1710,1,0,1946,0
667500,322,3,1.75,2130,1,0,1953,0
585e3,258,3,3.5,1700,2,0,2010,0
225e3,321,3,1.5,1390,1,0,1976,0
375e3,230,3,1,1230,1,0,1954,0
335e3,327,3,2,1490,1,0,1967,0
68e4,434,5,3.25,2440,2,0,2014,0
6e5,387,3,1,970,1,0,1950,0
161e3,216,4,2,1700,1,0,1954,0
22e4,378,4,2,1700,1,0,1954,0
42e4,337,3,1.75,1720,1.5,0,1932,2009
71e4,450,3,1,1400,1.5,0,1909,0
626e3,386,4,2.5,2570,1,0,1958,0
279500,202,3,1.5,1200,1,0,1959,0
161e4,142,4,3.5,4390,2,0,1990,0
325e3,212,2,1,1080,1,0,1954,0
38e4,197,4,2.25,1860,1,0,1966,0
47e4,237,4,2.75,2150,1,0,1979,0
363e3,338,4,3,2250,2,0,1986,0
245e3,414,4,2.25,2050,2,0,1977,0
525e3,421,3,1,1010,1,0,1902,0
17e5,175,5,3.5,5850,2,0,1978,0
658500,488,4,2.25,1900,1,0,1963,0
68e4,478,2,1,1020,1,0,1941,0
835e3,420,4,2,3390,2,0,1987,0
595e3,156,4,2.5,1990,2,0,2005,0
419e3,470,4,2.5,3190,2,0,2005,0
198900,257,2,1,1210,1,0,1940,0
1085e3,134,4,3.25,3740,1,0,1988,0
5e5,477,3,3.5,2150,2,0,1998,0
575e3,191,4,1.75,2440,1,0,1960,0
324950,456,2,1.5,1230,3,0,2000,0
259e3,421,3,2.5,2740,2,0,1964,0
551e3,135,2,2,2260,1,0,1990,0
488e3,219,2,1.5,1000,1,0,1942,1968
635e3,428,4,2.25,2350,2,0,1980,0
395e3,434,3,2.5,2300,2,0,1989,0
37e4,229,3,1,1440,1.5,0,1928,0
675e3,296,4,3,2780,1.5,0,1919,0
402e3,456,3,1,1200,1,0,1954,2013
825e3,224,3,2.75,3040,2,0,1987,0
579e3,412,3,2.75,2660,1,0,1962,2015
455e3,420,5,2,1510,2,0,1983,0
265e3,202,3,2.5,1780,2,0,1989,0
713500,334,5,2.75,2920,1,0,1976,0
24e4,370,3,1,1550,1,0,1962,0
57e4,253,4,3,2710,2.5,0,2006,0
243800,176,3,1,1140,1,0,1981,0
543e3,345,2,1,940,1,0,1918,0
101e4,280,3,2.25,2160,2,0,1982,0
625e3,201,4,2.25,2470,2,0,1979,0
459950,267,4,2.5,2800,2,0,2006,0
37e4,303,4,2.75,2420,1,0,1985,0
15e4,303,4,2,1460,1,0,1959,0
683500,174,3,1.5,1820,1.5,0,1946,0
499950,154,3,2.5,1520,2,0,2007,0
255e3,180,2,1,1320,1,0,1919,0
279e3,449,3,2.5,1920,2,0,1989,0
91e4,334,5,3,2640,2,0,2009,0
